year,GNP/P,FE/GNP,PEDEq/FE,PEFF/PEDEq,TFC/PEFF,NFC/TFC
2005,9669.734948907928,5.40111016722209,1.3457755961309554,0.8588481108479649,74.56122519608734,1.0
2010,10879.842592952973,4.888198664125418,1.375178461283006,0.8506034136288106,74.57056948891275,1.0
2020,14568.519187601125,3.7850906720764614,1.4047680763981099,0.8433418541642891,76.35328880649271,1.0
2030,19128.274242202668,3.0096676660541926,1.411315160674849,0.8349421045271038,76.45743502108516,1.0
2040,23409.97381408976,2.6137239853503775,1.3941980368427014,0.8141134029013146,75.97681398004707,1.0
2050,27874.876834667815,2.336535326632993,1.3825816225258558,0.8088957191654034,75.67204675850228,1.0
2060,32936.22775219998,2.1328361375101297,1.3695457674328577,0.8224469322820408,75.06282853176114,1.0
2070,39113.319159858984,1.9288233877938883,1.358545921005992,0.8131180450918561,75.71439762815409,1.0
2080,46376.2553473876,1.7411165660960337,1.3556903303892138,0.7978207141439274,76.72959788728734,1.0
2090,54968.20692479247,1.5625579324616354,1.3675164697629745,0.7904558396089734,78.48123317168825,1.0
2100,65039.57144352883,1.4049040446769459,1.3847835667058763,0.7871748971668578,80.5312402416919,1.0
