framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,implementation
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,128,0.0031139200925827024,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,256,0.00312032014131546,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,512,0.003142719864845276,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,1024,0.0033011201024055483,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,2048,0.0033433601260185243,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,4096,0.003505600094795227,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,8192,0.009942399859428405,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,16384,0.0033855998516082765,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,32768,0.008357120156288148,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,65536,0.0038159999251365664,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,131072,0.004240640103816986,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,262144,0.005062080025672913,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,524288,0.006663680076599121,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,1048576,0.009564160108566285,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,2097152,0.017088639736175536,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,4194304,0.03781824111938477,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,8388608,0.08314208030700684,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,16777216,0.14563679695129395,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,33554432,0.2558489608764648,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,67108864,0.46782817840576174,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,134217728,0.8855347442626954,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,268435456,1.6828515625000002,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,2,536870912,3.2365377807617186,trtllm
TRTLLM,1.2.0rc5,NVIDIA H100 80GB HBM3,all_reduce,TRTLLM,float16,4,128,0.003200640082359314,trtllm
