#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
1507;1.611738;-1.938e-15;-1.510e-26;1.095;*;1.32e+07;6.88e+11;
1508;10.853978;*;*;3.783;*;*;*;
1509;2.847992;-2.650e-16;*;3.909;*;1.70e+08;1.08e+11;
1510;0.995979;-1.611e-15;2.900e-25;8.500;*;9.80e+06;1.29e+12;
1511;2.475004;-7.859e-16;*;5.621;*;4.99e+07;2.30e+11;
1512;285.989344;-4.533e-16;*;1.392;*;1.00e+10;1.41e+08;
1513;3.566030;-3.203e-13;6.900e-25;4.600;*;1.76e+05;2.69e+12;
1514;2.095742;-2.834e-15;8.900e-29;2.928;*;1.17e+07;5.61e+11;
1515;1.217137;*;*;2.196;*;*;*;
1516;2.505114;-2.802e-14;*;3.992;*;1.42e+06;1.35e+12;
1517;4.234063;-1.947e-13;*;2.477;*;3.44e+05;1.62e+12;
1518;4.575526;-7.826e-15;*;9.068;*;9.26e+06;2.89e+11;
1519;538.870683;-2.190e-15;*;0.928;*;3.90e+09;1.20e+08;
1520;1.599913;-2.304e-15;*;4.768;*;1.10e+07;7.59e+11;
1521;4.932793;-1.954e-13;*;3.497;*;4.00e+05;1.29e+12;
1522;1.305831;*;*;6.842;*;*;*;
1523;1.054589;-8.060e-15;*;17.898;*;2.07e+06;2.65e+12;
1524;0.703240;*;*;4.330;RRAT;*;*;
1525;0.818526;-1.414e-14;*;6.775;*;9.17e+05;5.14e+12;
1526;0.763878;-2.050e-15;*;7.366;*;5.90e+06;2.17e+12;
1527;4.168065;-7.463e-15;*;0.203;*;8.85e+06;3.25e+11;
1528;0.795047;-1.260e-15;*;4.251;*;1.00e+07;1.60e+12;
1529;0.968550;-1.407e-14;*;4.784;*;1.09e+06;3.98e+12;
1530;0.484875;-5.407e-15;*;4.141;*;1.42e+06;6.97e+12;
1531;208.688856;-2.178e-15;*;3.142;*;1.52e+09;4.95e+08;
1532;0.682561;-1.300e-15;*;4.465;*;8.32e+06;2.05e+12;
1533;0.764175;*;*;3.049;*;*;*;
1534;8.099122;*;*;5.125;*;*;*;
1535;0.900793;-9.873e-13;*;4.722;*;1.45e+04;3.72e+13;
1536;3.479089;-1.743e-14;*;4.847;*;3.16e+06;6.51e+11;
1537;1.132787;-4.270e-15;*;9.401;*;4.20e+06;1.73e+12;
1538;1.582779;*;*;6.724;*;*;*;
1539;408.163265;*;*;*;NRAD[fermi21];*;*;
1540;0.773335;-6.399e-16;3.000e-24;3.959;*;1.91e+07;1.19e+12;
1541;*;*;*;2.613;RRAT;*;*;
1542;36.923282;-3.358e-16;*;1.882;*;1.74e+09;2.61e+09;
1543;35.205127;-3.842e-16;*;5.415;*;1.45e+09;3.00e+09;
1544;2.590649;-7.535e-15;-1.190e-26;1.459;*;5.45e+06;6.66e+11;
1545;1.624594;-1.900e-16;*;4.557;*;1.35e+08;2.13e+11;
1546;1.154278;-3.100e-16;*;6.904;*;5.90e+07;4.54e+11;
1547;15.084572;-3.914e-17;*;0.969;*;6.11e+09;3.42e+09;
1548;123.110287;-3.059e-16;*;0.620;HE[lsg+15];6.38e+09;4.10e+08;
1549;0.650015;-3.740e-15;*;12.054;*;2.75e+06;3.73e+12;
1550;7.170504;-4.362e-12;6.190e-23;3.488;HE[jlm+92,fermi21];2.60e+04;3.48e+12;
1551;0.305788;-2.053e-15;*;3.460;*;2.36e+06;8.57e+12;
1552;10.017073;*;*;4.566;*;*;*;
1553;426.519344;-4.622e-15;*;4.782;*;1.46e+09;2.47e+08;
1554;1.327937;-2.960e-15;*;7.285;*;7.11e+06;1.14e+12;
1555;1.647717;*;*;4.341;*;*;*;
1556;1.835972;-9.470e-14;*;5.552;*;3.07e+05;3.96e+12;
1557;1.205068;-2.376e-13;5.600e-24;0.700;HE[sbc+19];8.04e+04;1.18e+13;
1558;2.067098;-7.768e-16;5.800e-27;2.634;*;4.22e+07;3.00e+11;
1559;5.087941;-7.261e-13;*;0.640;HE;1.11e+05;2.38e+12;
1560;3.004025;-3.630e-15;*;4.333;*;1.31e+07;3.70e+11;
1561;7.893283;*;*;4.042;*;*;*;
1562;0.457875;-2.725e-16;*;10.938;*;2.66e+07;1.71e+12;
1563;1.592406;-3.255e-14;*;7.235;*;7.75e+05;2.87e+12;
1564;3.091820;-6.320e-15;*;11.528;*;7.75e+06;4.68e+11;
1565;188.233512;-5.028e-16;*;1.874;HE;5.93e+09;2.78e+08;
1566;3.311258;*;*;2.759;*;*;*;
1567;1.147206;-5.620e-17;-2.200e-28;1.105;*;3.23e+08;1.95e+11;
1568;1.515624;-4.823e-15;*;12.040;*;4.98e+06;1.19e+12;
1569;1.301771;-1.877e-15;*;4.740;*;1.10e+07;9.33e+11;
1570;2.762034;-1.258e-14;*;20.614;*;3.48e+06;7.82e+11;
1571;0.802623;-2.643e-15;*;4.237;*;4.81e+06;2.29e+12;
1572;2.962129;-1.320e-13;*;3.150;*;3.56e+05;2.28e+12;
1573;1.780062;-1.148e-14;*;19.225;*;2.46e+06;1.44e+12;
1574;0.988891;-3.912e-16;*;4.217;*;4.01e+07;6.44e+11;
1575;1.191335;-5.975e-16;3.200e-27;1.798;*;3.16e+07;6.02e+11;
1576;1.632590;-2.800e-15;*;3.436;*;9.24e+06;8.12e+11;
1577;3.317235;-8.803e-17;*;11.352;*;5.97e+08;4.97e+10;
1578;1.847453;-5.529e-17;*;3.744;*;5.29e+08;9.48e+10;
1579;0.855183;-1.667e-12;2.800e-24;4.461;HE[oklk10];8.13e+03;5.22e+13;
1580;1.277324;-1.031e-15;*;0.992;*;1.96e+07;7.12e+11;
1581;2.384728;-6.908e-15;4.700e-27;6.667;*;5.47e+06;7.22e+11;
1582;2.849232;-2.111e-13;*;4.974;*;2.14e+05;3.06e+12;
1583;1.958027;-1.237e-15;*;25.000;*;2.51e+07;4.11e+11;
1584;1.000756;*;*;2.494;*;*;*;
1585;0.378469;-4.910e-16;*;4.483;*;1.22e+07;3.05e+12;
1586;0.627975;-5.884e-15;*;6.012;*;1.69e+06;4.93e+12;
1587;0.155158;-7.220e-16;*;10.415;*;3.40e+06;1.41e+13;
1588;2.880000;-5.440e-13;*;*;NRAD[nie+20];8.39e+04;4.83e+12;
1589;1.988851;-6.210e-15;*;2.626;*;5.07e+06;8.99e+11;
1590;239.519965;-4.549e-16;*;0.206;*;8.34e+09;1.84e+08;
1591;1.300945;-6.319e-14;*;3.602;*;3.26e+05;5.42e+12;
1592;2.220089;-6.839e-13;7.200e-24;4.162;*;5.14e+04;8.00e+12;
1593;1.225080;-3.378e-15;*;13.384;*;5.75e+06;1.37e+12;
1594;2.515187;-3.872e-14;*;2.489;*;1.03e+06;1.58e+12;
1595;170.937370;-7.048e-16;*;1.471;*;3.84e+09;3.80e+08;
1596;0.718499;*;*;1.083;*;*;*;
1597;0.505345;-2.186e-15;*;2.832;*;3.66e+06;4.16e+12;
1598;2.860486;-2.580e-14;*;4.127;*;1.76e+06;1.06e+12;
1599;1.593078;-1.174e-14;*;11.991;*;2.15e+06;1.72e+12;
1600;2.255171;-4.171e-13;-5.100e-24;3.460;*;8.57e+04;6.10e+12;
1601;1.819844;-9.800e-16;*;4.790;*;2.94e+07;4.08e+11;
1602;1.301238;-1.346e-15;3.700e-28;1.274;*;1.53e+07;7.91e+11;
1603;1.369164;-1.660e-16;*;3.755;*;1.31e+08;2.57e+11;
1604;4.270419;-2.852e-15;*;25.000;*;2.37e+07;1.94e+11;
1605;0.822573;-5.528e-17;*;0.735;*;2.36e+08;3.19e+11;
1606;0.549916;-7.258e-17;*;4.411;RRAT;1.20e+08;6.69e+11;
1607;3.097064;-7.553e-14;6.300e-26;2.911;*;6.50e+05;1.61e+12;
1608;8.743419;-8.711e-13;4.500e-24;3.074;HE[mhl+02,fermi21];1.59e+05;1.16e+12;
1609;4.178555;-3.803e-14;*;4.380;*;1.74e+06;7.31e+11;
1610;1.888785;-6.630e-14;-3.000e-25;4.403;*;4.51e+05;3.17e+12;
1611;1.139522;-2.560e-16;*;3.794;*;7.05e+07;4.21e+11;
1612;2.925923;-1.700e-16;*;0.784;*;2.73e+08;8.34e+10;
1613;6.489833;-9.041e-13;*;1.227;HE[sbc+19];1.14e+05;1.84e+12;
1614;1.245252;-2.250e-15;1.660e-26;4.176;*;8.77e+06;1.09e+12;
1615;0.590787;-6.460e-16;*;15.056;*;1.45e+07;1.79e+12;
1616;0.945001;*;*;3.507;*;*;*;
1617;1.647754;-1.266e-12;*;0.400;*;2.06e+04;1.70e+13;
1618;1.753422;-7.841e-14;*;4.748;*;3.54e+05;3.86e+12;
1619;1.941745;-1.470e-14;*;4.191;*;2.09e+06;1.43e+12;
1620;273.947918;-1.261e-14;*;2.200;*;3.44e+08;7.92e+08;
1621;0.489457;-5.449e-16;4.400e-29;3.571;*;1.42e+07;2.18e+12;
1622;266.869167;-2.152e-15;*;1.667;HE[egc+13];1.96e+09;3.41e+08;
1623;0.256114;-1.067e-15;*;2.553;*;3.80e+06;8.06e+12;
1624;2.417210;-9.923e-14;*;0.300;HE;3.86e+05;2.68e+12;
1625;0.389864;*;*;5.168;*;*;*;
1626;2.883532;-6.700e-16;*;11.562;*;6.82e+07;1.69e+11;
1627;1.119873;-1.850e-16;*;3.055;*;9.59e+07;3.67e+11;
1628;0.734895;-9.943e-16;*;2.523;*;1.17e+07;1.60e+12;
1629;4.473116;-1.269e-14;*;3.714;*;5.58e+06;3.81e+11;
1630;0.528053;-2.508e-15;*;3.870;*;3.34e+06;4.18e+12;
1631;1.142678;*;*;4.552;*;*;*;
1632;1.206475;-2.998e-16;*;25.000;*;6.38e+07;4.18e+11;
1633;1.952315;-6.526e-15;3.000e-24;4.609;*;4.74e+06;9.48e+11;
1634;7.575758;*;*;3.685;*;*;*;
1635;6.980000;-6.180e-14;*;*;NRAD[fermi21];1.79e+06;4.31e+11;
1636;0.983914;-7.900e-17;*;12.007;*;1.97e+08;2.91e+11;
1637;2.424824;-1.987e-16;*;5.689;*;1.93e+08;1.19e+11;
1638;2.248985;-7.871e-15;1.500e-25;0.200;*;4.53e+06;8.42e+11;
1639;0.678596;*;*;3.950;*;*;*;
1640;2.467083;-2.906e-15;-7.500e-26;3.495;*;1.34e+07;4.45e+11;
1641;0.804824;-3.060e-16;*;6.493;*;4.17e+07;7.75e+11;
1642;0.414138;-2.072e-14;0.000e+00;3.332;*;3.17e+05;1.73e+13;
1643;5.178519;-2.834e-13;7.300e-25;8.819;*;2.90e+05;1.45e+12;
1644;1.754448;*;*;4.011;*;*;*;
1645;3.266191;-8.357e-15;*;5.011;*;6.19e+06;4.96e+11;
1646;245.426120;-5.382e-16;*;0.395;HE[fermi21];7.23e+09;1.93e+08;
1647;0.569085;-7.697e-16;*;1.923;*;1.17e+07;2.07e+12;
1648;0.593998;-2.938e-16;*;2.723;*;3.20e+07;1.20e+12;
1649;0.938033;-1.867e-14;*;3.304;*;7.96e+05;4.81e+12;
1650;5.798972;-5.212e-17;*;4.541;*;1.76e+09;1.65e+10;
1651;2.811628;-1.502e-15;*;8.783;*;2.97e+07;2.63e+11;
1652;213.332237;-4.405e-16;*;*;NRAD[cpw+18];7.67e+09;2.16e+08;
1653;0.956565;-5.774e-16;*;5.371;*;2.62e+07;8.22e+11;
1654;51.609431;-2.463e-16;*;0.226;*;3.32e+09;1.35e+09;
1655;377.055470;-3.880e-16;*;1.214;HE;1.54e+10;8.61e+07;
1656;0.943531;-5.012e-16;*;11.167;*;2.98e+07;7.82e+11;
1657;0.861629;-2.121e-15;*;15.562;*;6.44e+06;1.84e+12;
1658;184.614253;*;*;7.941;*;*;*;
1659;2.051164;-1.860e-17;-4.900e-26;4.123;*;1.75e+09;4.70e+10;
1660;0.265694;-1.240e-12;-1.047e-19;8.300;AXP,HE[mgz+13,efk+13];3.40e+03;2.60e+14;
1661;1.018330;*;*;7.968;*;*;*;
1662;5.336766;*;*;8.109;*;*;*;
1663;2.721579;-7.905e-14;-8.300e-26;0.200;*;5.46e+05;2.00e+12;
1664;1.431941;-4.974e-15;*;5.033;*;4.56e+06;1.32e+12;
1665;3.277614;*;*;5.642;*;*;*;
1666;0.288597;-4.097e-16;*;6.831;*;1.12e+07;4.18e+12;
1667;0.945047;-9.351e-16;*;25.000;*;1.60e+07;1.07e+12;
1668;0.676370;-5.810e-15;*;8.217;*;1.84e+06;4.38e+12;
1669;0.928418;-1.158e-12;*;5.612;*;1.27e+04;3.85e+13;
1670;1.057950;-1.399e-14;*;8.149;*;1.20e+06;3.48e+12;
1671;5.011492;-1.648e-13;*;*;NRAD;4.82e+05;1.16e+12;
1672;0.633395;-1.725e-16;*;2.511;*;5.82e+07;8.34e+11;
1673;1.998983;-5.291e-14;*;6.135;*;5.99e+05;2.60e+12;
1674;0.359702;-3.060e-16;*;5.148;*;1.86e+07;2.59e+12;
1675;19.174406;-5.720e-11;*;8.141;*;5.31e+03;2.88e+12;
1676;10.120026;-6.280e-12;9.100e-23;2.520;*;2.55e+04;2.49e+12;
1677;607.677538;-4.853e-15;*;7.152;HE;1.98e+09;1.49e+08;
1678;2.537212;-7.807e-15;-4.140e-26;2.403;*;5.15e+06;7.00e+11;
1679;3.464970;-4.794e-15;8.200e-26;8.500;*;1.15e+07;3.44e+11;
1680;59.665418;1.172e-15;*;8.500;*;*;*;
1681;160.592710;1.543e-15;*;8.500;*;*;*;
1682;74.097014;-3.222e-15;*;8.500;*;3.64e+08;2.85e+09;
1683;61.485477;-1.181e-15;*;8.500;*;8.25e+08;2.28e+09;
1684;263.599833;7.330e-16;*;8.500;*;*;*;
1685;2.258160;-5.676e-16;-1.900e-27;3.845;*;6.30e+07;2.25e+11;
1686;86.481637;2.543e-16;*;6.900;*;*;*;
1687;172.770057;*;*;6.900;*;*;*;
1688;195.323563;*;*;6.900;*;*;*;
1689;196.582994;*;*;6.900;*;*;*;
1690;716.355562;-0.000e+00;*;6.900;*;*;*;
1691;273.329343;*;*;6.900;*;*;*;
1692;302.632296;*;*;6.900;*;*;*;
1693;224.818628;*;*;6.900;*;*;*;
1694;201.403784;*;*;6.900;*;*;*;
1695;47.106750;*;*;6.900;*;*;*;
1696;337.962341;-1.613e-14;-1.800e-25;6.900;*;3.32e+08;6.54e+08;
1697;529.070665;-2.477e-14;*;6.900;*;3.38e+08;4.14e+08;
1698;168.067227;*;*;6.900;*;*;*;
1699;208.231917;-6.753e-15;-8.830e-25;4.389;*;4.89e+08;8.75e+08;
1700;118.538253;8.515e-15;*;6.900;*;*;*;
1701;212.134969;*;*;6.900;*;*;*;
1702;455.000455;*;*;6.900;*;*;*;
1703;180.500854;*;*;6.900;*;*;*;
1704;46.142765;*;*;6.900;*;*;*;
1705;203.008999;*;*;6.900;*;*;*;
1706;104.491133;*;*;6.900;*;*;*;
1707;12.447421;*;*;6.900;*;*;*;
1708;336.740020;*;*;6.900;*;*;*;
1709;445.493830;*;*;6.900;*;*;*;
1710;280.145788;*;*;6.900;*;*;*;
1711;115.381509;*;*;6.900;*;*;*;
1712;596.434514;*;*;6.900;*;*;*;
1713;578.496141;*;*;6.900;*;*;*;
1714;355.618777;*;*;6.900;*;*;*;
1715;198.864879;*;*;6.900;*;*;*;
1716;163.488451;*;*;6.900;*;*;*;
1717;141.145053;*;*;6.900;*;*;*;
1718;304.030841;*;*;6.900;*;*;*;
1719;482.506719;*;*;6.900;*;*;*;
1720;237.801949;*;*;6.900;*;*;*;
1721;333.415576;*;*;6.900;*;*;*;
1722;488.243106;*;*;6.900;*;*;*;
1723;406.076529;*;*;6.900;*;*;*;
1724;340.852555;1.589e-14;*;4.395;*;*;*;
1725;2.612776;*;*;13.822;*;*;*;
1726;103.263527;3.817e-16;-2.200e-26;5.053;*;*;*;
1727;0.432591;*;*;7.382;*;*;*;
1728;0.368384;-9.604e-16;*;9.601;*;6.08e+06;4.44e+12;
1729;1.143529;-3.169e-15;*;12.646;*;5.72e+06;1.47e+12;
1730;0.748846;-9.620e-16;*;4.196;*;1.23e+07;1.53e+12;
1731;1.639684;-2.116e-14;-3.500e-26;12.731;*;1.23e+06;2.22e+12;
1732;2.243046;-2.968e-15;*;1.980;*;1.20e+07;5.19e+11;
1733;3.251221;-1.581e-15;*;3.279;*;3.26e+07;2.17e+11;
1734;0.750576;-1.194e-15;*;2.493;*;9.96e+06;1.70e+12;
1735;2.293363;-7.989e-16;*;25.000;*;4.55e+07;2.60e+11;
1736;0.523887;*;*;3.751;*;*;*;
1737;0.177335;-2.500e-16;*;8.840;*;1.12e+07;6.78e+12;
1738;1.402930;-2.125e-14;*;12.845;*;1.05e+06;2.81e+12;
1739;1.111881;-3.260e-16;*;4.858;*;5.40e+07;4.93e+11;
1740;28.777763;*;*;3.220;*;*;*;
1741;0.768927;-3.417e-15;*;4.069;*;3.56e+06;2.77e+12;
1742;1.098463;-2.371e-16;-4.200e-28;4.338;*;7.34e+07;4.28e+11;
1743;1.461959;-8.143e-17;*;5.864;*;2.84e+08;1.63e+11;
1744;8.960506;-4.545e-16;*;11.600;*;3.12e+08;2.54e+10;
1745;164.621462;-5.200e-16;*;11.600;*;5.02e+09;3.45e+08;
1746;37.638304;1.411e-15;*;11.600;*;*;*;
1747;194.554922;-1.865e-14;*;11.600;*;1.65e+08;1.61e+09;
1748;2.532699;-1.696e-14;-3.700e-24;5.180;*;2.37e+06;1.03e+12;
1749;448.430493;*;*;3.483;*;*;*;
1750;255.436111;-7.314e-16;*;1.089;*;5.53e+09;2.12e+08;
1751;1.824062;-2.938e-14;*;14.283;*;9.84e+05;2.23e+12;
1752;1.347067;-2.355e-15;*;0.739;*;9.06e+06;9.93e+11;
1753;2.444684;-3.841e-15;*;3.030;*;1.01e+07;5.19e+11;
1754;5.234596;-1.693e-14;*;12.399;*;4.90e+06;3.48e+11;
1755;1.777596;-2.569e-14;1.300e-26;0.200;*;1.10e+06;2.16e+12;
1756;1.561940;-8.460e-15;*;5.436;*;2.93e+06;1.51e+12;
1757;2.466371;*;*;1.123;RRAT;*;*;
1758;15.884390;-5.100e-16;*;2.915;*;4.93e+08;1.14e+10;
1759;10.511068;-1.072e-16;*;3.232;*;1.55e+09;9.72e+09;
1760;1.892733;-5.057e-14;-6.200e-26;5.309;*;5.93e+05;2.76e+12;
1761;11.647056;*;*;0.693;*;*;*;
1762;53.695220;1.423e-16;*;4.143;*;*;*;
1763;1.499691;*;*;8.815;RRAT;*;*;
1764;226.716242;*;*;4.021;*;*;*;
1765;0.478412;-1.900e-16;*;11.097;*;3.99e+07;1.33e+12;
1766;0.757294;-2.539e-15;*;2.520;RRAT;4.72e+06;2.45e+12;
1767;2.764794;-4.366e-15;*;7.197;*;1.00e+07;4.60e+11;
1768;2.546448;-5.068e-15;*;2.556;*;7.96e+06;5.61e+11;
1769;0.418166;-2.735e-16;-5.200e-28;6.250;*;2.42e+07;1.96e+12;
1770;5.243573;-2.147e-14;*;0.235;*;3.87e+06;3.91e+11;
1771;1.362872;-1.274e-15;*;4.618;*;1.69e+07;7.18e+11;
1772;3.103362;-4.258e-14;*;15.975;*;1.15e+06;1.21e+12;
1773;0.850363;-6.522e-14;3.200e-23;3.444;*;2.07e+05;1.04e+13;
1774;0.995508;-3.093e-14;*;5.055;*;5.10e+05;5.67e+12;
1775;4.281910;-2.055e-13;*;4.399;*;3.30e+05;1.64e+12;
1776;3.172628;-2.450e-14;*;4.891;*;2.05e+06;8.86e+11;
1777;2.320874;-6.615e-14;*;3.946;*;5.56e+05;2.33e+12;
1778;3.817454;-2.000e-16;*;2.704;*;3.02e+08;6.07e+10;
1779;1.042246;*;*;14.084;*;*;*;
1780;78.210119;-1.900e-16;*;8.181;*;6.52e+09;6.38e+08;
1781;1.344084;-9.270e-16;*;25.000;*;2.30e+07;6.25e+11;
1782;2.469256;-3.213e-13;*;4.779;*;1.22e+05;4.67e+12;
1783;35.135073;-1.256e-15;*;0.730;*;4.43e+08;5.45e+09;
1784;1.491469;-6.334e-16;-1.500e-28;3.834;*;3.73e+07;4.42e+11;
1785;1.168243;*;*;4.768;*;*;*;
1786;1.380236;-2.358e-15;*;5.112;*;9.27e+06;9.58e+11;
1787;5.575565;-4.675e-14;*;4.222;*;1.89e+06;5.26e+11;
1788;2.215954;*;*;3.367;*;*;*;
1789;46.517617;-5.692e-15;*;19.559;*;1.29e+08;7.61e+09;
1790;5.396360;-2.277e-14;*;3.727;*;3.75e+06;3.85e+11;
1791;4.271573;-2.373e-13;3.400e-23;3.124;HE[sbc+19];2.85e+05;1.77e+12;
1792;56.538013;4.170e-17;-4.700e-26;8.208;*;*;*;
1793;112.740064;-3.343e-16;*;0.945;*;5.34e+09;4.89e+08;
1794;1.443936;-3.527e-14;*;4.544;*;6.49e+05;3.46e+12;
1795;2.324077;-5.166e-15;*;15.065;*;7.13e+06;6.49e+11;
1796;0.474549;-3.500e-16;*;3.410;*;2.15e+07;1.83e+12;
1797;0.831329;-3.570e-15;*;4.350;*;3.69e+06;2.52e+12;
1798;1.304280;-1.600e-16;*;2.006;*;1.29e+08;2.72e+11;
1799;1.055681;-8.024e-16;*;3.279;*;2.08e+07;8.36e+11;
1800;0.398048;-2.494e-15;*;2.519;*;2.53e+06;6.36e+12;
1801;1.252424;-4.000e-16;*;4.917;*;4.96e+07;4.57e+11;
1802;1.367044;-5.730e-15;*;21.806;*;3.78e+06;1.52e+12;
1803;3.925874;-1.440e-15;*;7.987;*;4.32e+07;1.56e+11;
1804;0.351693;-2.297e-15;*;4.620;*;2.43e+06;7.35e+12;
1805;2.169284;-5.107e-14;0.000e+00;3.256;*;6.73e+05;2.26e+12;
1806;1.233475;-1.635e-14;*;5.782;*;1.20e+06;2.99e+12;
1807;1.789265;-1.204e-14;*;5.345;*;2.35e+06;1.47e+12;
1808;0.685994;*;*;4.870;*;*;*;
1809;1.045425;-1.088e-13;*;4.842;*;1.52e+05;9.88e+12;
1810;1.740946;-1.403e-14;8.700e-27;2.417;*;1.97e+06;1.65e+12;
1811;0.926823;-3.241e-15;*;3.100;*;4.53e+06;2.04e+12;
1812;5.681290;-7.843e-18;*;0.543;*;1.15e+10;6.62e+09;
1813;2.678150;-3.151e-15;*;3.096;*;1.35e+07;4.10e+11;
1814;1.276837;-1.881e-14;*;1.529;*;1.08e+06;3.04e+12;
1815;0.555780;-1.700e-16;*;16.114;*;5.18e+07;1.01e+12;
1816;0.970101;*;*;3.559;*;*;*;
1817;1.728982;-3.500e-16;*;1.937;*;7.83e+07;2.63e+11;
1818;1.085196;-3.893e-15;0.000e+00;5.739;*;4.42e+06;1.77e+12;
1819;139.360885;9.912e-15;*;10.600;*;*;*;
1820;34.528493;-2.628e-15;*;10.600;*;2.08e+08;8.09e+09;
1821;267.472675;4.573e-15;*;10.600;*;*;*;
1822;236.600598;-4.300e-16;*;10.600;*;8.72e+09;1.82e+08;
1823;131.550032;1.794e-14;*;10.600;*;*;*;
1824;40.173574;4.312e-15;*;10.600;*;*;*;
1825;19.383088;-3.000e-17;*;10.600;*;1.02e+10;2.05e+09;
1826;177.219389;-1.210e-14;*;10.600;*;2.32e+08;1.49e+09;
1827;307.692308;*;*;10.600;BINARY[pqm+21];*;*;
1828;275.854709;-4.033e-16;*;1.105;HE[fsk+04,fermi21];1.08e+10;1.40e+08;
1829;0.392080;-2.800e-17;*;20.072;*;2.22e+08;6.90e+11;
1830;0.901937;-5.720e-16;*;4.897;*;2.50e+07;8.93e+11;
1831;2.282515;-8.100e-17;*;14.873;*;4.46e+08;8.35e+10;
1832;2.664523;-1.137e-13;*;4.132;*;3.71e+05;2.48e+12;
1833;2.404846;-6.531e-13;1.120e-24;4.000;*;5.83e+04;6.93e+12;
1834;8.004854;-8.196e-12;4.010e-22;3.803;*;1.55e+04;4.04e+12;
1835;0.924291;-2.813e-15;0.000e+00;3.013;*;5.21e+06;1.91e+12;
1836;134.163639;-1.300e-18;-2.500e-26;6.111;*;1.64e+12;2.35e+07;
1837;0.721707;-2.070e-16;*;5.915;*;5.52e+07;7.51e+11;
1838;1.804202;-6.865e-15;*;7.681;*;4.16e+06;1.09e+12;
1839;1.505344;*;*;5.099;*;*;*;
1840;0.595035;-9.379e-16;*;4.070;*;1.01e+07;2.14e+12;
1841;1.942987;-2.130e-15;*;6.596;*;1.45e+07;5.45e+11;
1842;79.066424;-4.536e-16;-1.040e-25;0.760;*;2.76e+09;9.69e+08;
1843;1.757447;-2.645e-14;*;12.876;*;1.05e+06;2.23e+12;
1844;0.406330;-2.179e-16;*;13.672;*;2.95e+07;1.82e+12;
1845;657.894737;*;*;*;NRAD[fermi21];*;*;
1846;1.863600;-6.152e-15;*;19.035;*;4.80e+06;9.87e+11;
1847;0.349121;-1.849e-15;*;10.784;*;2.99e+06;6.67e+12;
1848;2.254035;-1.675e-15;*;12.534;*;2.13e+07;3.87e+11;
1849;7.481283;-7.520e-12;2.079e-22;4.400;HE;1.58e+04;4.29e+12;
1850;9.404498;-1.726e-12;*;*;NRAD;8.63e+04;1.46e+12;
1851;2.990293;-1.530e-16;2.100e-27;3.466;*;3.10e+08;7.66e+10;
1852;140.817452;-7.930e-16;*;7.700;*;2.81e+09;5.39e+08;
1853;227.427792;*;*;7.700;*;*;*;
1854;171.232877;*;*;7.700;*;*;*;
1855;180.831826;*;*;5.814;*;*;*;
1856;1.578751;-8.405e-16;*;7.811;*;2.98e+07;4.68e+11;
1857;43.288441;-8.753e-16;3.300e-27;7.800;*;7.84e+08;3.32e+09;
1858;1.752816;-4.400e-16;*;4.054;*;6.31e+07;2.89e+11;
1859;107.031649;-4.680e-16;-5.900e-28;0.804;*;3.62e+09;6.25e+08;
1860;0.785539;*;*;5.469;*;*;*;
1861;669.933583;3.399e-16;-2.600e-25;8.186;*;*;*;
1862;4.572232;-2.089e-14;1.700e-26;5.255;*;3.47e+06;4.73e+11;
1863;469.724725;-5.021e-15;*;3.885;HE[cck+16];1.48e+09;2.23e+08;
1864;2.199491;-4.688e-15;*;5.429;*;7.43e+06;6.72e+11;
1865;0.846547;-1.960e-16;*;5.409;*;6.84e+07;5.75e+11;
1866;2.464453;-5.098e-14;*;6.694;*;7.66e+05;1.87e+12;
1867;2.794805;-1.371e-14;*;4.983;*;3.23e+06;8.02e+11;
1868;1.511940;-1.330e-17;*;4.576;*;1.80e+09;6.28e+10;
1869;2.334589;-2.583e-15;*;4.589;*;1.43e+07;4.56e+11;
1870;2.064894;-2.441e-16;*;2.954;*;1.34e+08;1.68e+11;
1871;1.913442;-5.158e-15;8.400e-27;3.005;*;5.88e+06;8.68e+11;
1872;1.496313;-1.930e-15;*;10.156;*;1.23e+07;7.68e+11;
1873;1.136634;-2.200e-17;4.700e-24;12.793;*;8.19e+08;1.24e+11;
1874;2.075444;-5.082e-13;1.100e-23;4.886;*;6.47e+04;7.63e+12;
1875;66.296875;-1.648e-16;*;1.330;HE[kmk+18,fermi21];6.37e+09;7.61e+08;
1876;1.251721;*;*;2.390;*;*;*;
1877;2.153778;-6.003e-16;*;7.935;*;5.69e+07;2.48e+11;
1878;6.107714;-1.074e-15;-4.790e-27;1.500;*;9.01e+07;6.95e+10;
1879;326.856263;4.632e-16;*;3.000;*;*;*;
1880;238.881431;-4.698e-15;*;3.000;*;8.06e+08;5.94e+08;
1881;0.361769;-6.536e-16;*;18.556;RRAT;8.77e+06;3.76e+12;
1882;1.208056;-1.776e-14;-8.200e-26;15.364;*;1.08e+06;3.21e+12;
1883;2.352305;*;*;25.000;*;*;*;
1884;1.141495;-1.616e-15;2.000e-27;3.972;*;1.12e+07;1.05e+12;
1885;1.675061;-2.167e-15;*;8.076;*;1.22e+07;6.87e+11;
1886;1.836381;-8.994e-15;*;4.306;*;3.23e+06;1.22e+12;
1887;4.148783;-2.000e-16;*;14.163;*;3.29e+08;5.36e+10;
