framework,version,device,op_name,kernel_source,nccl_dtype,num_gpus,message_size,latency
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,256,0.00636
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,512,0.00654
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,1024,0.00684
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,2048,0.00651
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,4096,0.00692
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,8192,0.00714
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,16384,0.00725
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,32768,0.00768
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,65536,0.009000000000000001
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,131072,0.00821
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,262144,0.00917
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,524288,0.01217
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,1048576,0.01827
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,2097152,0.02859
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,4194304,0.038810000000000004
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,8388608,0.05823
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,16777216,0.09594
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,33554432,0.16419999999999998
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,67108864,0.3013
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,134217728,0.5621
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,half,2,268435456,1.0734000000000001
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,512,0.006200000000000001
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,1024,0.00622
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,2048,0.00622
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,4096,0.00623
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,8192,0.0070599999999999994
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,16384,0.00717
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,32768,0.007030000000000001
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,65536,0.007370000000000001
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,131072,0.00775
TRTLLM,2.27.3,NVIDIA H100 80GB HBM3,all_gather,NCCL,int8,2,262144,0.0079
