index,acronym,asset_class,id,locale,mic,name,operating_mic,participant_id,type,url,timezone
0,AMEX,stocks,1,us,XASE,"NYSE American, LLC",XNYS,A,exchange,https://www.nyse.com/markets/nyse-american,"America/New_York"
1,,stocks,2,us,XBOS,"Nasdaq OMX BX, Inc.",XNAS,B,exchange,https://www.nasdaq.com/solutions/nasdaq-bx-stock-market
2,NSX,stocks,3,us,XCIS,"NYSE National, Inc.",XNYS,C,exchange,https://www.nyse.com/markets/nyse-national
3,,stocks,4,us,XADF,FINRA Alternative Display Facility,FINR,D,TRF,https://www.finra.org
4,,stocks,5,us,,Unlisted Trading Privileges,XNAS,E,SIP,https://www.utpplan.com
5,,stocks,6,us,XISE,"International Securities Exchange, LLC - Stocks",XNAS,I,TRF,https://nasdaq.com/solutions/nasdaq-ise
6,,stocks,7,us,EDGA,Cboe EDGA,XCBO,J,exchange,https://www.cboe.com/us/equities
7,,stocks,8,us,EDGX,Cboe EDGX,XCBO,K,exchange,https://www.cboe.com/us/equities
8,,stocks,9,us,XCHI,"NYSE Chicago, Inc.",XNYS,M,exchange,https://www.nyse.com/markets/nyse-chicago
9,,stocks,10,us,XNYS,New York Stock Exchange,XNYS,N,exchange,https://www.nyse.com
10,,stocks,11,us,ARCX,"NYSE Arca, Inc.",XNYS,P,exchange,https://www.nyse.com/markets/nyse-arca
11,,stocks,12,us,XNAS,Nasdaq,XNAS,T,exchange,https://www.nasdaq.com
12,,stocks,13,us,,Consolidated Tape Association,XNYS,S,SIP,https://www.nyse.com/data/cta
13,,stocks,14,us,LTSE,Long-Term Stock Exchange,LTSE,L,exchange,https://www.ltse.com
14,,stocks,15,us,IEXG,Investors Exchange,IEXG,V,exchange,https://www.iextrading.com
15,,stocks,16,us,CBSX,Cboe Stock Exchange,XCBO,W,TRF,https://www.cboe.com
16,,stocks,17,us,XPHL,Nasdaq Philadelphia Exchange LLC,XNAS,X,exchange,https://www.nasdaq.com/solutions/nasdaq-phlx
17,,stocks,18,us,BATY,Cboe BYX,XCBO,Y,exchange,https://www.cboe.com/us/equities
18,,stocks,19,us,BATS,Cboe BZX,XCBO,Z,exchange,https://www.cboe.com/us/equities
19,,stocks,20,us,EPRL,MIAX Pearl,MIHI,H,exchange,https://www.miaxoptions.com/alerts/pearl-equities
20,,stocks,21,us,MEMX,Members Exchange,MEMX,U,exchange,https://www.memx.com
21,,stocks,62,us,OOTC,OTC Equity Security,FINR,,ORF,https://www.finra.org/filing-reporting/over-the-counter-reporting-facility-orf
22,,stocks,201,us,FINY,FINRA NYSE TRF,FINR,,TRF,https://www.finra.org
23,,stocks,202,us,FINN,FINRA Nasdaq TRF Carteret,FINR,,TRF,https://www.finra.org
24,,stocks,203,us,FINC,FINRA Nasdaq TRF Chicago,FINR,,TRF,https://www.finra.org
