#IMF [M/H]    Age      U      B      V      R      I      J      H      K     U-V    B-V    V-R    V-I    V-J    V-H     V-K      (M/L)U   (M/L)B   (M/L)V   (M/L)R   (M/L)I   (M/L)J   (M/L)H   (M/L)K  F439W  F555W  F675W F814W 439-555 555-675 555-814
#=========================================================================================================================================================================================================================================================
1.30 -2.3152  0.0631   2.576  3.180  3.308  3.332  3.367  3.410  3.339  3.320 -0.731 -0.127 -0.024 -0.059 -0.102 -0.032 -0.012    0.030    0.061    0.121    0.173    0.238    0.370	0.465	 0.482  3.184  3.300  3.338  3.363 -0.116 -0.038 -0.063
1.30 -2.3152  0.0708   2.662  3.241  3.359  3.377  3.403  3.429  3.347  3.326 -0.696 -0.117 -0.018 -0.044 -0.070  0.011  0.033    0.032    0.064    0.126    0.179    0.244    0.374	0.466	 0.482  3.246  3.352  3.382  3.400 -0.107 -0.030 -0.048
1.30 -2.3152  0.0794   2.745  3.299  3.405  3.418  3.434  3.443  3.351  3.327 -0.660 -0.106 -0.012 -0.029 -0.038  0.055  0.079    0.035    0.067    0.131    0.185    0.250    0.377	0.464	 0.479  3.303  3.400  3.421  3.432 -0.096 -0.022 -0.033
1.30 -2.3152  0.0891   2.824  3.355  3.451  3.457  3.464  3.456  3.353  3.327 -0.627 -0.096 -0.006 -0.013 -0.005  0.098  0.124    0.037    0.070    0.136    0.190    0.255    0.379	0.462	 0.476  3.360  3.446  3.459  3.464 -0.086 -0.013 -0.018
1.30 -2.3152  0.1000   2.917  3.427  3.512  3.513  3.511  3.490  3.379  3.352 -0.595 -0.085  0.000  0.001  0.023  0.134  0.160    0.040    0.074    0.143    0.199    0.265    0.388	0.470	 0.484  3.431  3.508  3.513  3.511 -0.077 -0.006 -0.004
1.30 -2.3152  0.1122   2.994  3.482  3.555  3.547  3.534  3.491  3.367  3.338 -0.561 -0.073  0.008  0.020  0.063  0.188  0.217    0.043    0.078    0.147    0.204    0.268    0.386	0.461	 0.474  3.486  3.551  3.546  3.536 -0.065  0.005  0.015
1.30 -2.3152  0.1259   3.069  3.537  3.597  3.580  3.555  3.489  3.348  3.317 -0.528 -0.060  0.017  0.042  0.108  0.249  0.280    0.046    0.081    0.152    0.208    0.271    0.381	0.450	 0.461  3.541  3.594  3.577  3.558 -0.053  0.017  0.036
1.30 -2.3152  0.1413   3.157  3.599  3.648  3.624  3.589  3.506  3.353  3.319 -0.491 -0.049  0.024  0.059  0.142  0.295  0.329    0.049    0.085    0.158    0.215    0.278    0.385	0.448	 0.458  3.604  3.646  3.618  3.593 -0.042  0.027  0.053
1.30 -2.3152  0.1585   3.166  3.451  3.157  2.848  2.491  1.927  1.389  1.271  0.009  0.294  0.309  0.667  1.230  1.768  1.886    0.049    0.074    0.100    0.105    0.100    0.089	0.073	 0.069  3.474  3.166  2.785  2.517  0.308  0.381  0.648
1.30 -2.3152  0.1778   3.248  3.503  3.190  2.872  2.506  1.933  1.389  1.269  0.058  0.313  0.319  0.685  1.258  1.802  1.922    0.053    0.077    0.102    0.106    0.101    0.089	0.073	 0.068  3.526  3.199  2.807  2.533  0.327  0.392  0.667
1.30 -2.3152  0.1995   3.329  3.556  3.226  2.897  2.522  1.940  1.390  1.268  0.104  0.331  0.328  0.703  1.286  1.836  1.957    0.056    0.080    0.105    0.108    0.102    0.089	0.072	 0.068  3.580  3.235  2.831  2.550  0.345  0.404  0.685
1.30 -2.3152  0.2239   3.415  3.614  3.264  2.926  2.542  1.949  1.393  1.269  0.150  0.349  0.339  0.723  1.316  1.872  1.995    0.060    0.084    0.108    0.110    0.103    0.089	0.072	 0.067  3.639  3.274  2.858  2.570  0.365  0.416  0.705
1.30 -2.3152  0.2512   3.500  3.673  3.306  2.957  2.564  1.961  1.398  1.273  0.194  0.367  0.349  0.742  1.345  1.908  2.033    0.065    0.088    0.111    0.112    0.104    0.089	0.071	 0.067  3.699  3.316  2.888  2.592  0.383  0.428  0.724
1.30 -2.3152  0.2818   3.606  3.752  3.361  3.000  2.595  1.980  1.409  1.282  0.245  0.391  0.361  0.766  1.382  1.952  2.080    0.071    0.094    0.116    0.116    0.106    0.090	0.072	 0.067  3.780  3.372  2.928  2.624  0.408  0.444  0.748
1.30 -2.3152  0.3162   3.704  3.839  3.467  3.120  2.727  2.123  1.560  1.434  0.237  0.372  0.347  0.740  1.344  1.907  2.033    0.077    0.101    0.127    0.129    0.119    0.102	0.082	 0.077  3.865  3.477  3.051  2.755  0.387  0.427  0.722
1.30 -2.3152  0.3548   3.798  3.909  3.537  3.195  2.805  2.205  1.645  1.520  0.261  0.372  0.343  0.733  1.333  1.893  2.018    0.083    0.107    0.134    0.137    0.127    0.109	0.088	 0.082  3.934  3.548  3.126  2.833  0.386  0.422  0.715
1.30 -2.3152  0.3981   3.901  3.992  3.621  3.282  2.895  2.297  1.739  1.614  0.280  0.371  0.340  0.727  1.324  1.882  2.007    0.091    0.114    0.144    0.147    0.137    0.118	0.095	 0.089  4.017  3.632  3.214  2.923  0.385  0.418  0.709
1.30 -2.3152  0.4467   4.028  4.119  3.768  3.445  3.073  2.492  1.946  1.824  0.261  0.351  0.323  0.695  1.276  1.821  1.944    0.101    0.127    0.163    0.169    0.160    0.140	0.114	 0.107  4.141  3.778  3.379  3.100  0.363  0.399  0.678
1.30 -2.3152  0.5012   4.107  4.186  3.832  3.511  3.141  2.566  2.026  1.905  0.275  0.354  0.322  0.691  1.266  1.806  1.927    0.108    0.135    0.172    0.179    0.169    0.149	0.122	 0.115  4.208  3.843  3.445  3.169  0.365  0.398  0.674
1.30 -2.3152  0.5623   4.187  4.258  3.899  3.578  3.210  2.640  2.105  1.985  0.287  0.359  0.321  0.689  1.259  1.794  1.914    0.115    0.143    0.182    0.189    0.179    0.158	0.130	 0.123  4.280  3.911  3.513  3.238  0.369  0.398  0.673
1.30 -2.3152  0.6310   4.269  4.336  3.970  3.648  3.280  2.714  2.184  2.065  0.299  0.365  0.323  0.691  1.256  1.786  1.905    0.124    0.152    0.193    0.200    0.189    0.168	0.138	 0.131  4.358  3.982  3.582  3.307  0.375  0.400  0.675
1.30 -2.3152  0.7079   4.368  4.430  4.058  3.733  3.363  2.800  2.271  2.153  0.311  0.372  0.325  0.695  1.258  1.787  1.905    0.134    0.165    0.207    0.214    0.203    0.181	0.149	 0.141  4.452  4.070  3.667  3.391  0.382  0.403  0.679
1.30 -2.3152  0.7943   4.487  4.552  4.190  3.874  3.513  2.963  2.445  2.329  0.298  0.362  0.316  0.677  1.227  1.745  1.860    0.149    0.183    0.232    0.242    0.231    0.208	0.173	 0.164  4.572  4.202  3.809  3.540  0.370  0.393  0.662
1.30 -2.3152  0.8913   4.573  4.633  4.266  3.951  3.590  3.046  2.532  2.417  0.307  0.366  0.316  0.676  1.220  1.735  1.849    0.160    0.196    0.247    0.258    0.247    0.223	0.187	 0.177  4.653  4.279  3.886  3.618  0.374  0.393  0.661
1.30 -2.3152  1.0000   4.646  4.700  4.325  4.009  3.650  3.113  2.606  2.494  0.320  0.375  0.316  0.676  1.212  1.719  1.832    0.170    0.207    0.259    0.270    0.259    0.236	0.198	 0.189  4.721  4.339  3.944  3.678  0.382  0.395  0.661
1.30 -2.3152  1.1220   4.733  4.763  4.335  3.993  3.614  3.057  2.545  2.433  0.398  0.428  0.342  0.721  1.278  1.790  1.902    0.183    0.217    0.260    0.264    0.248    0.222	0.186	 0.177  4.786  4.350  3.923  3.643  0.436  0.427  0.707
