#IMF [M/H]    Age      U      B      V      R      I      J      H      K     U-V    B-V    V-R    V-I    V-J    V-H     V-K      (M/L)U   (M/L)B   (M/L)V   (M/L)R   (M/L)I   (M/L)J   (M/L)H   (M/L)K  F439W  F555W  F675W F814W 439-555 555-675 555-814
#=========================================================================================================================================================================================================================================================
1.30 -2.3152  0.0631   2.591  3.195  3.322  3.346  3.382  3.425  3.354  3.335 -0.731 -0.127 -0.024 -0.059 -0.102 -0.032 -0.013    0.030    0.061    0.121    0.172    0.237    0.368	0.463	 0.480  3.199  3.315  3.353  3.378 -0.116 -0.038 -0.063
1.30 -2.3152  0.0708   2.677  3.256  3.373  3.392  3.418  3.444  3.363  3.341 -0.696 -0.117 -0.018 -0.044 -0.071  0.011  0.032    0.032    0.064    0.126    0.178    0.243    0.373	0.464	 0.480  3.260  3.367  3.397  3.415 -0.107 -0.030 -0.048
1.30 -2.3152  0.0794   2.760  3.314  3.420  3.432  3.449  3.458  3.366  3.342 -0.660 -0.106 -0.012 -0.029 -0.038  0.054  0.078    0.035    0.067    0.130    0.184    0.249    0.375	0.462	 0.477  3.318  3.414  3.436  3.447 -0.097 -0.022 -0.033
1.30 -2.3152  0.0891   2.838  3.370  3.466  3.472  3.479  3.471  3.368  3.342 -0.627 -0.096 -0.006 -0.013 -0.006  0.098  0.123    0.037    0.070    0.135    0.189    0.254    0.377	0.460	 0.474  3.374  3.461  3.474  3.479 -0.087 -0.013 -0.018
1.30 -2.3152  0.1000   2.932  3.442  3.527  3.528  3.526  3.505  3.394  3.367 -0.595 -0.085 -0.001  0.001  0.022  0.133  0.160    0.040    0.074    0.142    0.198    0.263    0.386	0.468	 0.482  3.446  3.523  3.528  3.526 -0.077 -0.006 -0.004
1.30 -2.3152  0.1122   3.008  3.497  3.570  3.562  3.549  3.506  3.382  3.353 -0.561 -0.073  0.008  0.020  0.063  0.188  0.216    0.043    0.077    0.147    0.203    0.267    0.384	0.459	 0.472  3.501  3.566  3.561  3.551 -0.065  0.005  0.015
1.30 -2.3152  0.1259   3.084  3.551  3.612  3.595  3.570  3.504  3.364  3.333 -0.528 -0.060  0.017  0.042  0.108  0.248  0.279    0.045    0.081    0.151    0.207    0.270    0.380	0.448	 0.459  3.555  3.608  3.591  3.573 -0.053  0.017  0.036
1.30 -2.3152  0.1413   3.172  3.614  3.663  3.638  3.604  3.521  3.368  3.335 -0.491 -0.049  0.024  0.059  0.142  0.295  0.328    0.049    0.085    0.157    0.214    0.276    0.383	0.446	 0.456  3.618  3.660  3.633  3.608 -0.042  0.027  0.053
1.30 -2.3152  0.1585   3.181  3.466  3.172  2.863  2.505  1.942  1.404  1.286  0.009  0.294  0.309  0.667  1.230  1.768  1.886    0.049    0.074    0.099    0.104    0.100    0.089	0.073	 0.069  3.489  3.180  2.800  2.532  0.308  0.381  0.648
1.30 -2.3152  0.1778   3.263  3.518  3.205  2.886  2.520  1.947  1.404  1.283  0.058  0.313  0.319  0.685  1.258  1.802  1.922    0.052    0.077    0.102    0.106    0.101    0.089	0.072	 0.068  3.541  3.214  2.822  2.547  0.327  0.392  0.667
1.30 -2.3152  0.1995   3.344  3.571  3.240  2.912  2.537  1.954  1.405  1.283  0.104  0.331  0.328  0.703  1.286  1.836  1.957    0.056    0.080    0.104    0.108    0.101    0.089	0.072	 0.068  3.595  3.250  2.846  2.564  0.345  0.404  0.685
1.30 -2.3152  0.2239   3.429  3.628  3.279  2.941  2.556  1.964  1.407  1.284  0.150  0.349  0.339  0.723  1.315  1.872  1.995    0.060    0.084    0.107    0.110    0.102    0.089	0.071	 0.067  3.654  3.289  2.873  2.584  0.365  0.416  0.705
1.30 -2.3152  0.2512   3.515  3.688  3.320  2.972  2.579  1.976  1.413  1.288  0.194  0.367  0.349  0.742  1.345  1.907  2.033    0.064    0.088    0.111    0.112    0.104    0.089	0.071	 0.067  3.714  3.331  2.902  2.607  0.383  0.428  0.724
