#IMF [M/H]    Age      U      B      V      R      I      J      H      K     U-V    B-V    V-R    V-I    V-J    V-H     V-K      (M/L)U   (M/L)B   (M/L)V   (M/L)R   (M/L)I   (M/L)J   (M/L)H   (M/L)K  F439W  F555W  F675W F814W 439-555 555-675 555-814
#=========================================================================================================================================================================================================================================================
1.30 -2.3152  0.0631   3.281  3.885  4.010  4.033  4.065  4.101  4.023  4.002 -0.729 -0.126 -0.022 -0.054 -0.091 -0.012  0.009    0.041    0.082    0.163    0.233    0.319    0.493	0.616	 0.637  3.889  4.004  4.039  4.062 -0.115 -0.036 -0.059
1.30 -2.3152  0.0708   3.367  3.945  4.061  4.077  4.100  4.120  4.031  4.007 -0.694 -0.116 -0.016 -0.039 -0.059  0.031  0.054    0.044    0.087    0.171    0.241    0.328    0.500	0.618	 0.638  3.950  4.055  4.083  4.099 -0.105 -0.028 -0.044
1.30 -2.3152  0.0794   3.449  4.003  4.107  4.117  4.131  4.134  4.033  4.008 -0.658 -0.105 -0.010 -0.023 -0.026  0.074  0.099    0.047    0.091    0.177    0.249    0.336    0.504	0.616	 0.635  4.007  4.102  4.121  4.130 -0.095 -0.019 -0.029
1.30 -2.3152  0.0891   3.528  4.059  4.153  4.157  4.161  4.147  4.036  4.008 -0.625 -0.094 -0.004 -0.008  0.006  0.117  0.145    0.050    0.095    0.184    0.257    0.344    0.507	0.614	 0.632  4.063  4.148  4.159  4.162 -0.085 -0.011 -0.013
1.30 -2.3152  0.1000   3.621  4.130  4.214  4.212  4.207  4.179  4.061  4.032 -0.593 -0.083  0.002  0.007  0.035  0.153  0.181    0.055    0.101    0.193    0.269    0.357    0.520	0.626	 0.643  4.135  4.210  4.213  4.209 -0.075 -0.003  0.001
1.30 -2.3152  0.1122   3.698  4.185  4.256  4.246  4.230  4.181  4.049  4.019 -0.559 -0.071  0.010  0.026  0.075  0.207  0.238    0.058    0.106    0.200    0.276    0.363    0.518	0.616	 0.632  4.189  4.253  4.245  4.233 -0.063  0.008  0.020
1.30 -2.3152  0.1259   3.773  4.240  4.298  4.279  4.251  4.178  4.031  3.998 -0.525 -0.058  0.019  0.047  0.120  0.267  0.300    0.062    0.111    0.207    0.283    0.367    0.514	0.602	 0.616  4.244  4.295  4.276  4.255 -0.051  0.020  0.041
1.30 -2.3152  0.1413   3.861  4.302  4.349  4.322  4.284  4.195  4.035  4.000 -0.488 -0.047  0.027  0.065  0.154  0.314  0.349    0.067    0.116    0.215    0.293    0.377    0.519	0.601	 0.614  4.307  4.347  4.317  4.289 -0.040  0.030  0.057
1.30 -2.3152  0.1585   3.869  4.154  3.859  3.549  3.191  2.628  2.090  1.971  0.010  0.295  0.310  0.668  1.231  1.769  1.887    0.067    0.101    0.137    0.143    0.137    0.122	0.100	 0.094  4.177  3.868  3.486  3.218  0.309  0.381  0.649
1.30 -2.3152  0.1778   3.951  4.205  3.892  3.573  3.206  2.633  2.089  1.969  0.059  0.313  0.319  0.686  1.259  1.803  1.923    0.072    0.106    0.140    0.146    0.138    0.122	0.099	 0.094  4.229  3.901  3.508  3.233  0.328  0.393  0.668
