ages m22 m32 m42 m52 m62 m72
12589000.0 -25.7984 -26.2128 -26.5097 -26.5663 -26.4632 -26.1568
13182000.0 -25.7741 -26.2025 -26.4464 -26.5169 -26.371 -26.1098
13804000.0 -25.7506 -26.1795 -26.3718 -26.4627 -26.3133 -26.0734
14454000.0 -25.7157 -26.1422 -26.2802 -26.3953 -26.2559 -26.038
15136000.0 -25.6704 -26.0784 -26.1755 -26.334 -26.1938 -26.0016
15849000.0 -25.6381 -26.0279 -26.1468 -26.3057 -26.1279 -25.9637
16596000.0 -25.6162 -25.9985 -26.1278 -26.276 -26.0587 -25.9238
17378000.0 -25.5933 -25.9665 -26.1075 -26.2458 -25.9847 -25.8826
18197000.0 -25.5694 -25.9324 -26.0851 -26.2114 -25.9115 -25.84
19055000.0 -25.5452 -25.8958 -26.061 -26.1746 -25.8614 -25.7962
19953000.0 -25.5122 -25.856 -26.0348 -26.1346 -25.8404 -25.7531
20893000.0 -25.4921 -25.7905 -25.9953 -26.0783 -25.8118 -25.7098
21878000.0 -25.5014 -25.756 -25.9471 -26.0426 -25.7814 -25.6686
22909000.0 -25.5169 -25.7447 -25.9223 -26.0138 -25.7499 -25.6384
23988000.0 -25.5297 -25.7317 -25.8956 -25.9826 -25.7172 -25.6092
25119000.0 -25.5395 -25.7164 -25.8664 -25.9488 -25.6838 -25.5819
26303000.0 -25.5465 -25.6996 -25.835 -25.9125 -25.6497 -25.555
27542000.0 -25.5511 -25.6804 -25.8006 -25.8743 -25.6147 -25.5286
29000000.0 -25.5515 -25.6557 -25.7578 -25.8296 -25.5753 -25.4995
30000000.0 -25.5488 -25.6378 -25.7273 -25.7989 -25.5484 -25.4807
31000000.0 -25.5438 -25.6191 -25.6957 -25.7677 -25.5257 -25.4628
32000000.0 -25.5241 -25.5995 -25.6635 -25.736 -25.5006 -25.4455
33000000.0 -25.4951 -25.5715 -25.6308 -25.704 -25.4885 -25.4283
34000000.0 -25.4756 -25.5473 -25.5962 -25.6633 -25.4774 -25.4111
35000000.0 -25.4685 -25.5309 -25.5564 -25.6338 -25.4659 -25.3944
36000000.0 -25.4608 -25.521 -25.5445 -25.6206 -25.4541 -25.3775
37000000.0 -25.4526 -25.5108 -25.5346 -25.6072 -25.4421 -25.3607
38000000.0 -25.4442 -25.4999 -25.5241 -25.5933 -25.4303 -25.3464
39000000.0 -25.4352 -25.4883 -25.5136 -25.5791 -25.4179 -25.3314
40000000.0 -25.4255 -25.4763 -25.5028 -25.5645 -25.4045 -25.3157
42500000.0 -25.3991 -25.4437 -25.4745 -25.5267 -25.3694 -25.28
45000000.0 -25.3706 -25.4081 -25.4446 -25.489 -25.332 -25.2438
47500000.0 -25.3388 -25.3694 -25.4148 -25.4502 -25.2917 -25.2061
50000000.0 -25.2878 -25.3259 -25.3856 -25.4099 -25.2486 -25.1684
52500000.0 -25.2555 -25.2716 -25.3547 -25.3679 -25.2079 -25.1321
55000000.0 -25.2524 -25.2439 -25.3207 -25.322 -25.1801 -25.1003
57088000.0 -25.2489 -25.2299 -25.2924 -25.2937 -25.1572 -25.0743
64054000.0 -25.2323 -25.1729 -25.2462 -25.2369 -25.0766 -24.9958
71870000.0 -25.2043 -25.1105 -25.1816 -25.1623 -24.984 -24.9091
80639000.0 -25.1624 -25.072 -25.1196 -25.0897 -24.9174 -24.8215
90478000.0 -25.1019 -25.0139 -25.0624 -25.0263 -24.8459 -24.7422
101520000.0 -25.0162 -24.9228 -24.9833 -24.9413 -24.7609 -24.6629
113910000.0 -24.896 -24.8913 -24.9005 -24.8387 -24.673 -24.5764
127800000.0 -24.723 -24.8363 -24.8541 -24.7838 -24.6001 -24.4834
143400000.0 -24.4581 -24.7563 -24.7864 -24.7126 -24.5216 -24.3877
160900000.0 -24.4062 -24.6593 -24.6949 -24.6132 -24.4316 -24.3022
180530000.0 -24.4184 -24.6095 -24.5885 -24.4806 -24.336 -24.2094
202560000.0 -24.4062 -24.5514 -24.5181 -24.3844 -24.2472 -24.1111
227270000.0 -24.3647 -24.477 -24.4409 -24.3119 -24.1676 -24.0064
255000000.0 -24.2845 -24.3813 -24.3507 -24.2298 -24.0781 -23.8881
286120000.0 -24.1625 -24.2649 -24.2407 -24.1329 -23.978 -23.7641
321030000.0 -24.0992 -24.1694 -24.1107 -24.0208 -23.8661 -23.6365
360200000.0 -24.0174 -24.0901 -23.9868 -23.9003 -23.7436 -23.512
404150000.0 -23.9107 -23.989 -23.8788 -23.7748 -23.6261 -23.3805
453470000.0 -23.8097 -23.8733 -23.7703 -23.6651 -23.5039 -23.2413
508800000.0 -23.7434 -23.7923 -23.6612 -23.5533 -23.3761 -23.1043
570880000.0 -23.6625 -23.7162 -23.5511 -23.4403 -23.2457 -22.9629
640540000.0 -23.5655 -23.6122 -23.4465 -23.3226 -23.1095 -22.8233
718700000.0 -23.4479 -23.4687 -23.3382 -23.2015 -22.9701 -22.6625
806400000.0 -23.3323 -23.3117 -23.2215 -23.0669 -22.8269 -22.5037
904790000.0 -23.2576 -23.208 -23.0915 -22.9386 -22.6861 -22.3368
1015200000.0 -23.2555 -23.1557 -22.9594 -22.8186 -22.5608 -22.1838
1139100000.0 -23.0362 -23.1534 -22.9009 -22.7377 -22.4798 -22.0531
1278100000.0 -22.9117 -22.8724 -22.9369 -22.7636 -22.2254 -21.9449
1434000000.0 -22.817 -22.7465 -22.5333 -22.3965 -22.053 -21.7469
1609000000.0 -22.6358 -22.653 -22.3658 -22.2389 -21.9091 -21.6018
1680000000.0 -22.5937 -22.6305 -22.3194 -22.1891 -21.8543 -21.5435
1700000000.0 -22.5844 -22.6304 -22.3062 -22.1752 -21.8386 -21.5266
1800000000.0 -22.5396 -22.5984 -22.2392 -22.0899 -21.7683 -21.4439
1900000000.0 -22.498 -22.5439 -22.1731 -21.9759 -21.703 -21.354
2000000000.0 -22.4613 -22.4874 -22.0987 -21.8756 -21.6393 -21.2923
2100000000.0 -22.4214 -22.4136 -22.03 -21.8349 -21.5783 -21.2324
2200000000.0 -22.3807 -22.3435 -21.9724 -21.7962 -21.5179 -21.1736
2300000000.0 -22.3396 -22.3014 -21.9342 -21.7459 -21.453 -21.1185
2400000000.0 -22.2971 -22.2596 -21.9076 -21.6954 -21.3867 -21.0675
2500000000.0 -22.2426 -22.2183 -21.8848 -21.6544 -21.3377 -21.0227
2600000000.0 -22.2037 -22.1772 -21.8566 -21.6171 -21.3085 -20.9773
2750000000.0 -22.1584 -22.1059 -21.8031 -21.56 -21.2574 -20.9074
3000000000.0 -22.0858 -22.0316 -21.7183 -21.4524 -21.1368 -20.8115
3250000000.0 -22.0246 -21.9628 -21.5822 -21.3666 -21.0611 -20.7146
3500000000.0 -21.9637 -21.8906 -21.4913 -21.2807 -20.9732 -20.614
3750000000.0 -21.9015 -21.8249 -21.426 -21.1243 -20.882 -20.5321
4000000000.0 -21.8413 -21.771 -21.3626 -21.0632 -20.8172 -20.4544
4250000000.0 -21.7822 -21.7172 -21.2987 -21.0152 -20.7551 -20.3538
4500000000.0 -21.7166 -21.6652 -21.2396 -20.969 -20.6922 -20.2908
4750000000.0 -21.6703 -21.6128 -21.192 -20.9212 -20.6261 -20.2378
5000000000.0 -21.6242 -21.5628 -21.1465 -20.8811 -20.58 -20.1859
5250000000.0 -21.5782 -21.5194 -21.1025 -20.8883 -20.5358 -20.1353
5500000000.0 -21.532 -21.477 -21.0597 -20.8445 -20.4929 -20.0865
5750000000.0 -21.486 -21.4357 -21.018 -20.8014 -20.4512 -20.0394
6000000000.0 -21.44 -21.3957 -20.9863 -20.7594 -20.4097 -19.9949
6250000000.0 -21.393 -21.357 -20.9529 -20.7185 -20.3652 -19.9526
6500000000.0 -21.3576 -21.3193 -20.9178 -20.678 -20.3267 -19.9125
6750000000.0 -21.3228 -21.2741 -20.8836 -20.6374 -20.2921 -19.8739
7000000000.0 -21.2886 -21.2358 -20.8498 -20.5872 -20.2579 -19.8372
7250000000.0 -21.2551 -21.2042 -20.8168 -20.5422 -20.2241 -19.8008
7500000000.0 -21.2224 -21.1731 -20.7844 -20.511 -20.1906 -19.7597
7750000000.0 -21.1904 -21.1425 -20.7525 -20.4806 -20.1571 -19.6893
8000000000.0 -21.1593 -21.1122 -20.7209 -20.4511 -20.1241 -19.6621
8250000000.0 -21.129 -21.0824 -20.689 -20.4225 -20.0913 -19.6351
8500000000.0 -21.0995 -21.053 -20.6491 -20.3945 -20.0592 -19.6081
8750000000.0 -21.0692 -21.0242 -20.6188 -20.3671 -20.0277 -19.5811
9000000000.0 -21.0303 -20.9959 -20.5925 -20.3402 -19.9967 -19.5542
9250000000.0 -21.0057 -20.9682 -20.5665 -20.314 -19.9665 -19.5275
9500000000.0 -20.9814 -20.9412 -20.5408 -20.2877 -19.9366 -19.5011
9750000000.0 -20.9573 -20.9145 -20.5155 -20.2616 -19.9075 -19.4747
10000000000.0 -20.9336 -20.8885 -20.4904 -20.236 -19.8791 -19.4484
10250000000.0 -20.9101 -20.8683 -20.4656 -20.2118 -19.8514 -19.4224
10500000000.0 -20.8869 -20.8492 -20.4414 -20.188 -19.8243 -19.3966
10750000000.0 -20.864 -20.83 -20.4175 -20.1644 -19.7978 -19.3711
11000000000.0 -20.8413 -20.811 -20.394 -20.141 -19.7718 -19.3457
11250000000.0 -20.819 -20.7922 -20.3708 -20.118 -19.7463 -19.3205
11500000000.0 -20.797 -20.7735 -20.348 -20.0952 -19.7212 -19.2953
11750000000.0 -20.7752 -20.7549 -20.3255 -20.0727 -19.6964 -19.2702
12000000000.0 -20.7538 -20.7365 -20.3033 -20.0505 -19.6716 -19.2455
12250000000.0 -20.7327 -20.7183 -20.2815 -20.0287 -19.6464 -19.2213
12500000000.0 -20.7119 -20.7002 -20.2604 -20.0072 -19.6168 -19.1975
12750000000.0 -20.6915 -20.6823 -20.2424 -19.986 -19.5953 -19.1741
13000000000.0 -20.6714 -20.6645 -20.2263 -19.9652 -19.5764 -19.1511
13250000000.0 -20.6518 -20.6468 -20.2103 -19.9448 -19.5577 -19.1286
13500000000.0 -20.6322 -20.6293 -20.1945 -19.9248 -19.539 -19.1067
13750000000.0 -20.61 -20.6119 -20.1788 -19.9052 -19.5206 -19.0851
14000000000.0 -20.5926 -20.5947 -20.1633 -19.886 -19.5024 -19.0639
14250000000.0 -20.5753 -20.5776 -20.1479 -19.867 -19.4843 -19.0433
14500000000.0 -20.5581 -20.5607 -20.1326 -19.8482 -19.4664 -19.0229
14750000000.0 -20.541 -20.544 -20.1175 -19.8298 -19.4486 -19.003
15000000000.0 -20.5241 -20.5273 -20.1025 -19.8124 -19.4311 -18.9833
15250000000.0 -20.5072 -20.5099 -20.0877 -19.7993 -19.4138 -18.9641
15500000000.0 -20.4904 -20.484 -20.0729 -19.7855 -19.3967 -18.9451
15750000000.0 -20.4737 -20.4698 -20.0582 -19.7719 -19.3799 -18.9264
16000000000.0 -20.4572 -20.4557 -20.0437 -19.7584 -19.3632 -18.9081
16250000000.0 -20.4407 -20.4416 -20.0293 -19.7449 -19.3469 -18.8899
16500000000.0 -20.4244 -20.4275 -20.0151 -19.7316 -19.3307 -18.8718
16750000000.0 -20.4081 -20.4135 -20.0009 -19.7184 -19.3148 -18.8542
17000000000.0 -20.3919 -20.3995 -19.9869 -19.7053 -19.299 -18.8384
17250000000.0 -20.3758 -20.3855 -19.973 -19.6924 -19.2834 -18.8317
17500000000.0 -20.3598 -20.3715 -19.9592 -19.6795 -19.2681 -18.8314
17750000000.0 -20.3439 -20.3575 -19.9456 -19.6668 -19.2529 -18.8171
18000000000.0 -20.3282 -20.3436 -19.9321 -19.6541 -19.2378 -18.8028
18250000000.0 -20.3125 -20.3297 -19.9187 -19.6417 -19.223 -18.7887
18500000000.0 -20.2969 -20.3158 -19.9055 -19.6292 -19.2089 -18.7747
18750000000.0 -20.2815 -20.3019 -19.8924 -19.6169 -19.1973 -18.7608
19000000000.0 -20.2661 -20.288 -19.8794 -19.6046 -19.1873 -18.7469
19250000000.0 -20.2509 -20.2741 -19.8665 -19.5925 -19.1746 -18.7332
19500000000.0 -20.2358 -20.2603 -19.8537 -19.5805 -19.1619 -18.7196
19750000000.0 -20.2207 -20.2465 -19.8415 -19.5686 -19.1493 -18.706
