ages m22 m32 m42 m52 m62 m72
1.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.2549
100000.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.2549
141250.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.3126
158490.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.2971
177830.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.2813
199530.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.2647
223870.0 -24.0932 -24.1766 -24.5743 -24.706 -24.9541 -25.3161
251190.0 -24.0941 -24.1766 -24.5743 -24.706 -24.9541 -25.3003
281840.0 -24.0972 -24.1766 -24.5743 -24.706 -24.9541 -25.2855
316230.0 -24.1012 -24.1766 -24.5743 -24.706 -24.9541 -25.3276
354820.0 -24.1055 -24.1766 -24.5743 -24.706 -24.9541 -25.3156
398110.0 -24.0996 -24.1766 -24.5743 -24.706 -24.9541 -25.3554
446690.0 -24.0988 -24.1766 -24.5743 -24.706 -24.9541 -25.3783
501190.0 -24.1029 -24.1766 -24.5743 -24.706 -24.9541 -25.4374
562340.0 -24.1077 -24.1766 -24.5743 -24.706 -24.9541 -25.4841
630960.0 -24.1129 -24.1766 -24.5743 -24.706 -24.9541 -25.4587
707950.0 -24.1403 -24.1766 -24.5743 -24.706 -24.9541 -25.5044
794330.0 -24.1343 -24.1766 -24.5743 -24.706 -24.9541 -25.4467
891260.0 -24.1044 -24.1766 -24.5743 -24.706 -24.9541 -25.518
1000000.0 -24.1516 -24.1766 -24.5743 -24.706 -24.9597 -25.4831
1047100.0 -24.1761 -24.1766 -24.5743 -24.706 -24.966 -25.5555
1096500.0 -24.1784 -24.1766 -24.5743 -24.706 -24.9722 -25.5273
1148200.0 -24.1775 -24.1766 -24.5743 -24.706 -24.9819 -25.496
1202300.0 -24.1727 -24.1766 -24.5743 -24.706 -24.9925 -25.5901
1258900.0 -24.1635 -24.1766 -24.5743 -24.706 -25.0049 -25.5742
1318300.0 -24.208 -24.1766 -24.5743 -24.706 -25.0066 -25.5543
1380400.0 -24.2248 -24.1766 -24.5743 -24.706 -25.0232 -25.662
1445400.0 -24.2292 -24.1766 -24.5743 -24.706 -25.0394 -25.6253
1513600.0 -24.2316 -24.1767 -24.5743 -24.706 -25.0553 -25.7174
1584900.0 -24.2366 -24.1364 -24.5743 -24.706 -25.0708 -25.6653
1659600.0 -24.2679 -24.0948 -24.5743 -24.706 -25.0579 -25.7449
1737800.0 -24.2745 -24.0522 -24.5743 -24.737 -25.1297 -25.8162
1819700.0 -24.2809 -24.0089 -24.5743 -24.8163 -25.1141 -25.7759
1905500.0 -24.2941 -24.1671 -24.5743 -24.8883 -25.0965 -25.8507
1995300.0 -24.3157 -24.0805 -24.5743 -24.962 -25.0766 -25.8916
2089300.0 -24.3249 -24.3252 -24.5743 -25.0454 -25.1909 -25.9316
2187800.0 -24.3296 -24.1795 -24.5743 -25.0714 -25.1637 -25.9599
2290900.0 -24.3365 -24.2362 -24.5743 -25.1292 -25.2478 -25.9765
2398800.0 -24.3333 -24.0647 -24.5743 -25.1807 -25.2767 -25.9697
2511900.0 -24.3534 -24.0103 -24.9437 -25.2395 -25.4882 -26.0828
2630300.0 -24.3868 -24.1877 -25.1247 -25.2748 -25.394 -25.913
2754200.0 -24.4228 -24.673 -25.5641 -25.3648 -25.5494 -25.9012
2884000.0 -24.5265 -25.1544 -25.9941 -25.4385 -25.2301 -26.0009
3020000.0 -25.8295 -25.7526 -26.3765 -25.5231 -25.8598 -26.1598
3162300.0 -28.056 -26.5252 -26.853 -25.7318 -25.92 -26.3254
3311300.0 -28.2435 -26.7352 -26.9748 -25.7979 -25.9813 -26.4079
3467400.0 -28.3248 -26.897 -26.9786 -25.8495 -26.0644 -26.3929
3630800.0 -28.4065 -27.0169 -26.8051 -25.8724 -26.1524 -26.2969
3801900.0 -28.4882 -27.0484 -26.5831 -25.9068 -26.261 -26.289
3981100.0 -28.4844 -27.0129 -26.9041 -25.8188 -26.3175 -26.463
4168700.0 -28.293 -27.0013 -27.0415 -25.8441 -26.3159 -26.7367
4365200.0 -28.1566 -26.6589 -26.9351 -25.8786 -26.2461 -27.0678
4570900.0 -27.9828 -26.4152 -26.604 -25.9315 -26.1799 -27.3672
4786300.0 -27.7095 -26.1233 -26.2294 -26.0177 -26.2799 -27.6058
5011900.0 -27.2252 -25.7799 -26.0055 -26.0381 -26.425 -27.8024
5248100.0 -26.1613 -25.4006 -25.8395 -26.2469 -26.6191 -27.9671
5495400.0 -24.6732 -25.0336 -25.9914 -26.5196 -26.8643 -28.1056
5754400.0 -24.563 -24.9925 -26.1949 -26.8242 -27.0103 -28.2214
6025600.0 -24.5109 -24.9375 -26.3654 -27.1369 -26.9405 -28.3162
6309600.0 -24.4497 -24.864 -26.5098 -27.3331 -26.9598 -28.391
6606900.0 -24.3735 -24.7599 -26.6246 -27.3673 -27.0226 -28.3316
6918300.0 -24.2847 -24.5904 -26.5762 -27.2837 -27.0953 -28.0448
7244400.0 -24.2308 -24.5889 -26.6347 -27.2358 -27.1773 -27.9124
7585800.0 -24.2163 -24.5838 -26.688 -27.1807 -27.268 -27.8933
7943300.0 -24.1959 -24.5742 -26.7363 -27.1176 -27.367 -27.8701
8317600.0 -24.1684 -24.5601 -26.7789 -27.045 -27.4736 -27.8424
8709600.0 -24.1321 -24.5395 -26.8155 -26.9614 -27.5204 -27.8095
9120100.0 -24.0851 -24.5123 -26.8457 -26.8641 -27.3779 -27.7707
9549900.0 -24.027 -24.4778 -26.869 -26.6582 -27.3076 -27.6525
10000000.0 -23.9516 -24.43 -26.7975 -26.5221 -27.2636 -27.5043
10471000.0 -23.8743 -24.4732 -26.6514 -26.3969 -27.2157 -27.4884
10965000.0 -23.8372 -24.5753 -26.5613 -26.3697 -27.1635 -27.4656
11482000.0 -23.8371 -24.7052 -26.4725 -26.3397 -27.1067 -27.4344
12023000.0 -23.837 -24.8115 -26.3769 -26.3064 -27.0449 -27.3935
12589000.0 -23.8373 -24.8967 -26.2744 -26.2696 -26.9563 -27.3408
13182000.0 -23.8387 -24.9633 -26.1646 -26.2288 -26.8061 -27.2351
13804000.0 -23.8417 -25.0117 -26.0481 -26.1835 -26.7543 -27.0761
14454000.0 -23.8292 -25.0417 -25.8774 -26.0617 -26.744 -27.016
15136000.0 -23.8082 -25.0068 -25.7728 -26.0373 -26.7283 -26.9865
15849000.0 -23.7832 -24.9842 -25.8094 -26.0601 -26.7065 -26.9527
16596000.0 -23.7809 -24.9872 -25.8666 -26.0789 -26.6777 -26.914
17378000.0 -23.7788 -24.9852 -25.9173 -26.0936 -26.6406 -26.8696
18197000.0 -23.7768 -24.9778 -25.9617 -26.1028 -26.5439 -26.8186
19055000.0 -23.7753 -24.9642 -26.0002 -26.1067 -26.435 -26.7598
19953000.0 -23.761 -24.9434 -26.0323 -26.09 -26.4123 -26.6919
20893000.0 -23.7658 -24.871 -25.9748 -26.0288 -26.3855 -26.6127
21878000.0 -23.799 -24.856 -25.9704 -26.0088 -26.3548 -26.5107
22909000.0 -23.848 -24.8705 -25.9842 -26.0004 -26.3199 -26.3492
23988000.0 -23.8948 -24.8809 -25.9952 -25.9885 -26.2801 -26.2662
25119000.0 -23.9394 -24.8867 -26.003 -25.9727 -26.2346 -26.243
26303000.0 -23.982 -24.8876 -26.0074 -25.9524 -26.1825 -26.2156
27542000.0 -24.0231 -24.8833 -26.0081 -25.9274 -26.1225 -26.1836
29000000.0 -24.0667 -24.8714 -26.0039 -25.8927 -26.0442 -26.1412
30000000.0 -24.0939 -24.8588 -25.9981 -25.8656 -25.9783 -26.1091
31000000.0 -24.1191 -24.8427 -25.9898 -25.8355 -25.8761 -26.0744
32000000.0 -24.1259 -24.823 -25.9792 -25.8023 -25.8063 -26.037
33000000.0 -24.1097 -24.7812 -25.9663 -25.7256 -25.792 -25.9968
34000000.0 -24.0928 -24.7699 -25.9219 -25.6685 -25.7769 -25.9538
35000000.0 -24.0952 -24.7529 -25.8971 -25.6337 -25.7606 -25.9075
36000000.0 -24.0966 -24.7493 -25.8656 -25.6208 -25.7433 -25.858
37000000.0 -24.0973 -24.7444 -25.8476 -25.607 -25.7249 -25.8011
38000000.0 -24.0974 -24.7383 -25.8287 -25.5924 -25.7055 -25.7325
39000000.0 -24.0967 -24.731 -25.8089 -25.5768 -25.685 -25.6807
40000000.0 -24.0952 -24.7224 -25.788 -25.5602 -25.6633 -25.635
42500000.0 -24.0884 -24.6953 -25.7316 -25.5148 -25.6044 -25.5986
45000000.0 -24.0776 -24.6601 -25.6682 -25.4634 -25.5383 -25.5605
47500000.0 -24.0626 -24.6165 -25.5973 -25.4055 -25.4642 -25.5162
50000000.0 -24.0233 -24.5519 -25.5179 -25.3405 -25.3743 -25.4652
52500000.0 -24.0097 -24.5065 -25.429 -25.2663 -25.2888 -25.4014
55000000.0 -24.0188 -24.4787 -25.3186 -25.1765 -25.2471 -25.3372
57088000.0 -24.0325 -24.4708 -25.2735 -25.136 -25.2288 -25.2969
64054000.0 -24.0731 -24.4225 -25.1884 -25.0607 -25.15 -25.235
71870000.0 -24.1107 -24.3874 -25.0578 -24.9527 -25.0209 -25.1501
80639000.0 -24.1449 -24.3741 -24.9749 -24.8607 -24.9428 -25.0204
90478000.0 -24.175 -24.3275 -24.9125 -24.8063 -24.8779 -24.8813
101520000.0 -24.2001 -24.2597 -24.8117 -24.724 -24.7713 -25.004
113910000.0 -24.2191 -24.6323 -25.0113 -24.6295 -24.6428 -24.9498
127800000.0 -24.2312 -24.5696 -24.9519 -24.8634 -24.77 -24.8646
143400000.0 -24.2133 -24.4686 -24.8607 -24.7906 -24.711 -24.7329
