ages m22 m32 m42 m52 m62 m72
3311300.0 -28.5897 -27.591 -27.7584 -27.0608 -27.2782 -27.5978
3467400.0 -28.6293 -27.6457 -27.7761 -27.0893 -27.3207 -27.5812
3630800.0 -28.6606 -27.6933 -27.6418 -27.0709 -27.3474 -27.4879
3801900.0 -28.6813 -27.6688 -27.5101 -27.0355 -27.4038 -27.4313
3981100.0 -28.624 -27.5218 -27.7621 -26.9566 -27.4261 -27.4206
4168700.0 -28.4201 -27.4203 -27.8454 -26.9457 -27.4065 -27.4213
4365200.0 -28.3039 -27.1917 -27.722 -26.9364 -27.3321 -27.4354
4570900.0 -28.1586 -27.0456 -27.4503 -26.9337 -27.2481 -27.4537
4786300.0 -27.9278 -26.8779 -27.1672 -26.9579 -27.2752 -27.4681
5011900.0 -27.5281 -26.6908 -26.9823 -26.9744 -27.2949 -27.4784
5248100.0 -26.7507 -26.4834 -26.8531 -27.0863 -27.3332 -27.4831
5495400.0 -26.0015 -26.2512 -26.9544 -27.2272 -27.3961 -27.4809
5754400.0 -25.9215 -26.2065 -27.0801 -27.3716 -27.4514 -27.4712
6025600.0 -25.8642 -26.1497 -27.1817 -27.5171 -27.3738 -27.4528
6309600.0 -25.7975 -26.0761 -27.2607 -27.596 -27.2902 -27.4242
6606900.0 -25.7153 -25.9729 -27.2697 -27.5691 -27.248 -27.3468
6918300.0 -25.6219 -25.8255 -27.1641 -27.4784 -27.2061 -27.1308
7244400.0 -25.5693 -25.8119 -27.149 -27.4108 -27.1645 -27.0062
7585800.0 -25.5443 -25.7945 -27.128 -27.3339 -27.1231 -26.9383
7943300.0 -25.5133 -25.7719 -27.1012 -27.2466 -27.0841 -26.8601
8317600.0 -25.4747 -25.7447 -27.0669 -27.147 -27.0524 -26.77
8709600.0 -25.4267 -25.7102 -27.0232 -27.0337 -26.9963 -26.6656
9120100.0 -25.3675 -25.6685 -26.968 -26.9029 -26.8579 -26.545
9549900.0 -25.2984 -25.6181 -26.8994 -26.7175 -26.8214 -26.3898
10000000.0 -25.2114 -25.5534 -26.7726 -26.5329 -26.797 -26.2625
10471000.0 -25.1234 -25.5114 -26.5978 -26.4561 -26.7651 -26.2176
10965000.0 -25.0806 -25.5426 -26.5371 -26.4242 -26.7255 -26.1705
11482000.0 -25.0659 -25.6006 -26.4731 -26.3889 -26.6762 -26.1215
12023000.0 -25.0507 -25.6463 -26.4015 -26.3492 -26.6163 -26.0703
12589000.0 -25.0359 -25.6785 -26.3221 -26.3052 -26.5351 -26.0178
13182000.0 -25.0221 -25.6973 -26.2346 -26.2552 -26.3935 -25.9568
13804000.0 -25.0099 -25.7008 -26.1333 -26.1986 -26.3481 -25.8763
14454000.0 -24.9834 -25.6872 -25.9979 -26.1053 -26.3213 -25.8435
15136000.0 -24.948 -25.633 -25.8759 -26.0583 -26.2869 -25.8195
15849000.0 -24.9185 -25.5922 -25.8724 -26.0556 -26.2439 -25.794
16596000.0 -24.9033 -25.5758 -25.8861 -26.0503 -26.191 -25.7666
17378000.0 -24.8875 -25.556 -25.8973 -26.0427 -26.1254 -25.7376
18197000.0 -24.8713 -25.533 -25.9052 -26.0299 -26.0238 -25.7069
19055000.0 -24.8554 -25.5062 -25.9092 -26.0129 -25.9301 -25.6743
19953000.0 -24.8282 -25.4745 -25.9097 -25.9849 -25.9133 -25.6407
20893000.0 -24.8225 -25.4054 -25.863 -25.9287 -25.8909 -25.6056
21878000.0 -24.849 -25.3808 -25.839 -25.9025 -25.8661 -25.5677
22909000.0 -24.8835 -25.3835 -25.8398 -25.8865 -25.8388 -25.5045
23988000.0 -24.9143 -25.3837 -25.8376 -25.8677 -25.809 -25.4652
25119000.0 -24.9416 -25.3808 -25.8323 -25.8457 -25.7764 -25.4492
26303000.0 -24.9655 -25.3752 -25.8238 -25.8202 -25.7408 -25.433
27542000.0 -24.9861 -25.3657 -25.8114 -25.7913 -25.7017 -25.4164
29000000.0 -25.0039 -25.3501 -25.7918 -25.7546 -25.6529 -25.3976
30000000.0 -25.0124 -25.3371 -25.7756 -25.7276 -25.6139 -25.3849
31000000.0 -25.0181 -25.3222 -25.7571 -25.6988 -25.5566 -25.3723
32000000.0 -25.0062 -25.3052 -25.7367 -25.668 -25.5127 -25.3596
33000000.0 -24.9806 -25.2731 -25.714 -25.6185 -25.5083 -25.3463
34000000.0 -24.9624 -25.2549 -25.6727 -25.5688 -25.5035 -25.3322
35000000.0 -24.9587 -25.2392 -25.6372 -25.5378 -25.4977 -25.3178
36000000.0 -24.9543 -25.2329 -25.6185 -25.5275 -25.4907 -25.3024
37000000.0 -24.9492 -25.2259 -25.6072 -25.5165 -25.4827 -25.2851
38000000.0 -24.9437 -25.2179 -25.5953 -25.5049 -25.4738 -25.2618
39000000.0 -24.9373 -25.2087 -25.5828 -25.4926 -25.4637 -25.2397
40000000.0 -24.9301 -25.1988 -25.5699 -25.4796 -25.4522 -25.2181
42500000.0 -24.9094 -25.1702 -25.5344 -25.4446 -25.4184 -25.1914
45000000.0 -24.8858 -25.1363 -25.4948 -25.4066 -25.3775 -25.1622
47500000.0 -24.8582 -25.0971 -25.4513 -25.3651 -25.3292 -25.1293
50000000.0 -24.8079 -25.0465 -25.4034 -25.3193 -25.2712 -25.0942
52500000.0 -24.7819 -24.995 -25.3493 -25.2683 -25.209 -25.0561
55000000.0 -24.7847 -24.9692 -25.2821 -25.2058 -25.1806 -25.0146
57088000.0 -24.7881 -24.9593 -25.2478 -25.1749 -25.1629 -24.985
64054000.0 -24.7944 -24.9111 -25.1911 -25.1212 -25.0875 -24.9241
71870000.0 -24.7927 -24.8653 -25.1018 -25.0421 -24.971 -24.8511
80639000.0 -24.7817 -24.846 -25.0368 -24.9709 -24.9064 -24.7653
90478000.0 -24.759 -24.8003 -24.9878 -24.9301 -24.8432 -24.6741
101520000.0 -24.7208 -24.7226 -24.9103 -24.8609 -24.7466 -24.6365
113910000.0 -24.6634 -24.7993 -24.8843 -24.7717 -24.6344 -24.577
127800000.0 -24.5784 -24.6976 -24.8188 -24.7626 -24.5959 -24.5065
143400000.0 -24.4388 -24.6226 -24.7625 -24.6993 -24.5374 -24.4161
160900000.0 -24.4217 -24.5363 -24.6801 -24.6143 -24.459 -24.3411
180530000.0 -24.3236 -24.501 -24.5812 -24.4918 -24.3532 -24.2913
202560000.0 -24.2609 -24.463 -24.5627 -24.4048 -24.2829 -24.2475
227270000.0 -24.1914 -24.4082 -24.544 -24.3737 -24.2499 -24.1935
255000000.0 -24.1106 -24.3294 -24.4967 -24.3233 -24.2125 -24.1249
286120000.0 -24.0037 -24.2261 -24.4154 -24.257 -24.1584 -24.0426
321030000.0 -23.9665 -24.1448 -24.2828 -24.1606 -24.0807 -23.9369
360200000.0 -23.9091 -24.0808 -24.1488 -24.0466 -23.9712 -23.85
404150000.0 -23.8103 -23.9909 -24.0669 -23.9497 -23.8719 -23.7787
453470000.0 -23.7206 -23.884 -23.9996 -23.89 -23.7949 -23.7151
508800000.0 -23.6672 -23.8122 -23.9138 -23.8364 -23.7361 -23.6481
570880000.0 -23.6031 -23.7662 -23.8427 -23.7658 -23.6734 -23.5707
640540000.0 -23.5235 -23.7059 -23.7846 -23.7023 -23.5888 -23.5044
718700000.0 -23.4184 -23.6248 -23.7257 -23.6482 -23.5095 -23.4283
806400000.0 -23.3257 -23.5377 -23.6546 -23.5731 -23.4284 -23.3359
904790000.0 -23.2817 -23.4608 -23.5532 -23.4782 -23.3428 -23.2343
1015200000.0 -23.3091 -23.4709 -23.4569 -23.401 -23.297 -23.1284
1139100000.0 -23.2828 -23.5466 -23.4939 -23.3947 -23.378 -23.0522
1278100000.0 -23.2515 -23.313 -23.7471 -23.6423 -23.1187 -23.0021
1434000000.0 -23.2395 -23.2306 -23.2481 -23.1877 -22.9399 -22.824
1609000000.0 -23.0721 -23.164 -23.0822 -23.067 -22.8427 -22.7238
1680000000.0 -23.0246 -23.1582 -23.0527 -23.0406 -22.8012 -22.6794
1700000000.0 -23.0178 -23.1688 -23.045 -23.0349 -22.7895 -22.6658
1800000000.0 -22.9837 -23.1597 -23.0072 -22.9828 -22.7376 -22.593
1900000000.0 -22.9537 -23.1328 -22.9698 -22.8725 -22.6939 -22.5004
2000000000.0 -22.9316 -23.0928 -22.9135 -22.7723 -22.6497 -22.4593
2100000000.0 -22.9047 -23.0211 -22.8608 -22.7439 -22.6054 -22.4181
2200000000.0 -22.8741 -22.9508 -22.8146 -22.7157 -22.5591 -22.3762
2300000000.0 -22.8419 -22.9174 -22.7871 -22.6901 -22.5 -22.3349
2400000000.0 -22.8035 -22.884 -22.7645 -22.6606 -22.4379 -22.2943
2500000000.0 -22.7473 -22.8504 -22.7499 -22.6327 -22.4006 -22.2565
2600000000.0 -22.7102 -22.8157 -22.7489 -22.6037 -22.374 -22.2194
2750000000.0 -22.6747 -22.7482 -22.7215 -22.5567 -22.3365 -22.1601
3000000000.0 -22.6168 -22.6884 -22.6545 -22.4703 -22.2763 -22.0956
3250000000.0 -22.5749 -22.6366 -22.5063 -22.4088 -22.2252 -22.0303
3500000000.0 -22.5291 -22.5749 -22.4183 -22.3376 -22.1485 -21.9616
3750000000.0 -22.4794 -22.5187 -22.3629 -22.1488 -22.0514 -21.8984
4000000000.0 -22.4301 -22.4757 -22.3058 -22.083 -21.997 -21.834
4250000000.0 -22.3797 -22.4325 -22.2445 -22.0415 -21.9437 -21.728
4500000000.0 -22.3169 -22.3888 -22.1903 -22.0011 -21.8885 -21.6714
4750000000.0 -22.2803 -22.3421 -22.1505 -21.9605 -21.8219 -21.6332
5000000000.0 -22.2439 -22.2975 -22.1118 -21.9281 -21.7861 -21.5955
5250000000.0 -22.2078 -22.262 -22.0739 -21.9777 -21.751 -21.5585
5500000000.0 -22.1718 -22.2269 -22.0367 -21.9458 -21.7164 -21.5221
5750000000.0 -22.1358 -22.1918 -22.0005 -21.9131 -21.6823 -21.4862
6000000000.0 -22.0981 -22.1567 -21.9785 -21.8794 -21.6479 -21.4508
6250000000.0 -22.0539 -22.1217 -21.9547 -21.845 -21.6069 -21.4159
6500000000.0 -22.0235 -22.0869 -21.9285 -21.8096 -21.5745 -21.3815
6750000000.0 -21.9936 -22.0412 -21.9022 -21.7726 -21.5477 -21.3475
7000000000.0 -21.9639 -22.007 -21.8757 -21.7171 -21.5213 -21.3143
7250000000.0 -21.9344 -21.9804 -21.849 -21.675 -21.4951 -21.2807
7500000000.0 -21.9052 -21.9539 -21.8221 -21.6507 -21.4691 -21.2415
7750000000.0 -21.8761 -21.9275 -21.7949 -21.6268 -21.4433 -21.1501
8000000000.0 -21.847 -21.9011 -21.7673 -21.6033 -21.4177 -21.1284
8250000000.0 -21.818 -21.8747 -21.7387 -21.5802 -21.3924 -21.107
8500000000.0 -21.7892 -21.8484 -21.6981 -21.5573 -21.3673 -21.0857
8750000000.0 -21.7592 -21.8222 -21.6703 -21.5347 -21.3426 -21.0644
9000000000.0 -21.7204 -21.796 -21.6479 -21.5123 -21.3181 -21.0433
9250000000.0 -21.6985 -21.7699 -21.6256 -21.4902 -21.2939 -21.0224
9500000000.0 -21.6769 -21.7438 -21.6034 -21.4682 -21.2698 -21.0017
9750000000.0 -21.6555 -21.7179 -21.5813 -21.4463 -21.246 -20.9811
10000000000.0 -21.6344 -21.6922 -21.5593 -21.4249 -21.2224 -20.9606
10250000000.0 -21.6134 -21.672 -21.5373 -21.4055 -21.1991 -20.9403
10500000000.0 -21.5928 -21.6531 -21.5154 -21.3858 -21.1761 -20.9202
10750000000.0 -21.5723 -21.6345 -21.4937 -21.3661 -21.1532 -20.9002
11000000000.0 -21.5521 -21.616 -21.4721 -21.3466 -21.1306 -20.8804
11250000000.0 -21.532 -21.5977 -21.4506 -21.3272 -21.1082 -20.8605
11500000000.0 -21.5122 -21.5794 -21.4292 -21.3078 -21.0859 -20.8402
11750000000.0 -21.4926 -21.5613 -21.4079 -21.2886 -21.0637 -20.8199
12000000000.0 -21.4732 -21.5433 -21.3866 -21.2695 -21.0415 -20.7998
12250000000.0 -21.4539 -21.5254 -21.3655 -21.2505 -21.0185 -20.78
12500000000.0 -21.4348 -21.5076 -21.345 -21.2317 -20.9879 -20.7603
12750000000.0 -21.416 -21.4899 -21.3278 -21.213 -20.9678 -20.7408
13000000000.0 -21.3974 -21.4723 -21.3121 -21.1943 -20.952 -20.7215
13250000000.0 -21.3789 -21.4548 -21.2966 -21.1759 -20.9362 -20.7024
13500000000.0 -21.3604 -21.4374 -21.2812 -21.1576 -20.9206 -20.6835
13750000000.0 -21.3397 -21.4201 -21.2659 -21.1394 -20.9051 -20.6648
14000000000.0 -21.3257 -21.4029 -21.2507 -21.1214 -20.8897 -20.6463
14250000000.0 -21.3118 -21.3857 -21.2355 -21.1035 -20.8744 -20.628
14500000000.0 -21.2979 -21.3687 -21.2204 -21.0856 -20.8591 -20.6099
14750000000.0 -21.2841 -21.3517 -21.2055 -21.068 -20.844 -20.592
15000000000.0 -21.2704 -21.3347 -21.1906 -21.0512 -20.829 -20.5743
15250000000.0 -21.2568 -21.317 -21.1758 -21.0404 -20.8142 -20.5568
15500000000.0 -21.2433 -21.2908 -21.1611 -21.0278 -20.7994 -20.5394
15750000000.0 -21.2298 -21.2781 -21.1464 -21.0154 -20.7848 -20.5223
16000000000.0 -21.2164 -21.2654 -21.1318 -21.0031 -20.7703 -20.5053
16250000000.0 -21.2031 -21.2528 -21.1173 -20.9908 -20.7559 -20.4885
16500000000.0 -21.1899 -21.2402 -21.1028 -20.9786 -20.7417 -20.4718
16750000000.0 -21.1767 -21.2277 -21.0885 -20.9665 -20.7275 -20.4557
17000000000.0 -21.1635 -21.2152 -21.0742 -20.9545 -20.7134 -20.4413
17250000000.0 -21.1505 -21.2028 -21.06 -20.9425 -20.6995 -20.4422
17500000000.0 -21.1375 -21.1905 -21.0458 -20.9307 -20.6856 -20.4482
17750000000.0 -21.1245 -21.1782 -21.0318 -20.9189 -20.6719 -20.4372
18000000000.0 -21.1116 -21.1659 -21.0178 -20.9072 -20.6583 -20.4262
18250000000.0 -21.0988 -21.1537 -21.004 -20.8956 -20.645 -20.4152
18500000000.0 -21.0861 -21.1416 -20.9902 -20.884 -20.6322 -20.4043
18750000000.0 -21.0734 -21.1294 -20.9765 -20.8725 -20.6242 -20.3934
19000000000.0 -21.0607 -21.1174 -20.9628 -20.8611 -20.6166 -20.3826
19250000000.0 -21.0482 -21.1053 -20.9493 -20.8498 -20.6059 -20.3718
19500000000.0 -21.0356 -21.0933 -20.936 -20.8385 -20.5953 -20.361
19750000000.0 -21.0232 -21.0814 -20.9246 -20.8273 -20.5848 -20.3503
