ages m22 m32 m42 m52 m62 m72
1.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.56
100000.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.56
141250.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.6228
158490.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.6059
177830.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.5886
199530.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.5703
223870.0 -25.439 -25.5116 -25.8433 -25.9839 -26.2103 -26.6263
251190.0 -25.4398 -25.5116 -25.8433 -25.9839 -26.2103 -26.6088
281840.0 -25.4429 -25.5116 -25.8433 -25.9839 -26.2103 -26.5925
316230.0 -25.4469 -25.5116 -25.8433 -25.9839 -26.2103 -26.6379
354820.0 -25.4514 -25.5116 -25.8433 -25.9839 -26.2103 -26.6244
398110.0 -25.4448 -25.5116 -25.8433 -25.9839 -26.2103 -26.6656
446690.0 -25.4438 -25.5116 -25.8433 -25.9839 -26.2103 -26.6899
501190.0 -25.4475 -25.5116 -25.8433 -25.9839 -26.2103 -26.7535
562340.0 -25.452 -25.5116 -25.8433 -25.9839 -26.2103 -26.8029
630960.0 -25.4567 -25.5116 -25.8433 -25.9839 -26.2103 -26.7751
707950.0 -25.4681 -25.5116 -25.8433 -25.9839 -26.2103 -26.8226
794330.0 -25.472 -25.5116 -25.8433 -25.9839 -26.2103 -26.7613
891260.0 -25.4635 -25.5116 -25.8433 -25.9839 -26.2103 -26.8381
1000000.0 -25.4967 -25.5116 -25.8433 -25.9839 -26.2169 -26.7984
1047100.0 -25.5123 -25.5116 -25.8433 -25.9839 -26.2242 -26.8741
1096500.0 -25.5178 -25.5116 -25.8433 -25.9839 -26.2314 -26.8432
1148200.0 -25.5209 -25.5116 -25.8433 -25.9839 -26.2424 -26.8089
1202300.0 -25.5209 -25.5116 -25.8433 -25.9839 -26.2546 -26.9095
1258900.0 -25.5185 -25.5116 -25.8433 -25.9839 -26.2691 -26.8926
1318300.0 -25.5489 -25.5116 -25.8433 -25.9839 -26.2716 -26.8714
1380400.0 -25.5657 -25.5116 -25.8433 -25.9839 -26.2907 -26.9869
1445400.0 -25.5746 -25.5116 -25.8433 -25.9839 -26.3094 -26.9481
1513600.0 -25.5817 -25.5215 -25.8433 -25.9839 -26.3277 -27.0467
1584900.0 -25.5893 -25.4826 -25.8433 -25.9839 -26.3456 -26.9929
1659600.0 -25.6142 -25.442 -25.8433 -25.9839 -26.3322 -27.08
1737800.0 -25.6246 -25.3998 -25.8433 -26.0187 -26.412 -27.1575
1819700.0 -25.6365 -25.3562 -25.8433 -26.1052 -26.3958 -27.119
1905500.0 -25.6526 -25.5241 -25.8433 -26.1822 -26.3773 -27.2008
1995300.0 -25.6773 -25.4403 -25.8433 -26.2589 -26.3563 -27.2461
2089300.0 -25.6947 -25.7277 -25.8433 -26.3472 -26.4833 -27.2938
2187800.0 -25.7126 -25.5911 -25.8433 -26.3754 -26.4559 -27.3294
2290900.0 -25.7381 -25.6933 -25.8433 -26.4374 -26.549 -27.3533
2398800.0 -25.7622 -25.4814 -25.8433 -26.4919 -26.5815 -27.3471
2511900.0 -25.8022 -25.4089 -26.2458 -26.5535 -26.8084 -27.4659
2630300.0 -25.8516 -25.6143 -26.3412 -26.5895 -26.7125 -27.2603
2754200.0 -25.9109 -26.1017 -26.6114 -26.681 -26.8784 -27.2284
2884000.0 -26.025 -26.5842 -26.9112 -26.7563 -26.5321 -27.301
3020000.0 -26.9136 -27.0312 -27.2222 -26.8416 -27.1855 -27.422
3162300.0 -28.4433 -27.48 -27.646 -27.0061 -27.2379 -27.5421
