Factors,Extracellular exchange,Lysine metabolism,Tryptophan metabolism,Tyrosine metabolism,"Valine, leucine, and isoleucine metabolism",Fatty acid oxidation,Nucleotide interconversion,Bile acid synthesis,Glycolysis/gluconeogenesis,Eicosanoid metabolism,Starch and sucrose metabolism,Miscellaneous,Glycerophospholipid metabolism,Fructose and mannose metabolism,Phosphatidylinositol phosphate metabolism,Inositol phosphate metabolism,Vitamin B6 metabolism,Oxidative phosphorylation,Arachidonic acid metabolism,Drug metabolism
c,240.2233720627977,323.3451924115716,1369.8832507646202,820.069452191521,-543.1745532904534,762.8185883957809,1912.3635791064264,644.8514646134104,793.2470893116473,0.8484131419432668,285.4737994501281,-1071.4184478281888,717.2432891269384,236.3710591182107,1322.649288218782,1745.1918168119419,-1000.6664551442004,1249.6700174141406,517.512766127205,-844.2420948330488
c,178.93754216981637,-671.1890460819665,1369.8851374967144,146.24776455538526,-655.728024317402,743.2467502363088,1911.095323514282,644.9067629180822,219.27911988861925,1.8759699395409992,287.6655998676008,-1071.6814321188656,718.3751797414543,260.9224855930516,1322.732884788562,1746.0825182000142,-1000.8864592645666,1249.0240120117276,517.5312538348378,-844.2178081049994
c,312.24461295836596,323.3451924115716,1369.7973388540604,820.069452191521,-709.7754867533628,775.3945203373412,1911.505975467262,645.135200067859,793.2470893116473,0.9116729690517271,345.81502372196434,-1071.730465497304,718.2501209370881,402.4309611748067,1322.8573298234624,1746.3544815531063,-1000.687139052282,1249.4982731313273,517.3942940755467,-844.410680444867
c,240.15778151924735,-668.8895069568651,1369.8848540965782,820.069452191521,-710.0059367995618,766.5117738068654,1911.7836306110282,644.6558423570672,793.2470893116473,1.293326898277206,345.60033504184435,-1071.6081020064012,714.4905316574851,401.16190529720575,1322.72820576668,1746.4551356201168,-1000.7182972312235,1249.5303793058097,517.5959500925718,-844.4673624105683
c,194.8355251418852,323.3451924115716,1369.775515884523,525.5388511313836,-759.4525506790051,675.5053089107738,1909.9139055493974,644.7173890456015,469.82153614956417,1.147971804491311,345.71805097571604,-1072.7102328943981,717.4370859699546,320.26987226104495,1322.7556767642225,1746.487521106374,-1000.6192268804073,1249.383844123403,517.4986250612126,-844.5149227296725
healthy,-230.91110040447444,323.3451924115716,-622.5712040482013,-148.09920196849023,-377.51036507137854,-390.7568801952109,-83.22054345209779,472.1516369214911,-188.01266478980213,-0.1477438132598028,-176.91014101549263,-74.42106450602596,6.698527202288675,95.08899373547067,-489.15374309109376,-250.2857796344249,998.0339773737467,-747.769467587879,-107.4493239990496,-693.7585073081606
healthy,-253.49665442051824,323.3451924115716,-627.6823720585801,-115.21263983147335,-377.9652529857356,-384.2532811256858,-83.07490992711922,148.18920898524277,-202.81570994952895,-0.08366225127201155,-195.89661726443327,-74.42106450602596,5.959801091811037,130.53746664134755,1320.0239721317494,-250.28317351340127,998.5081010654267,-749.3610225471235,-107.446914082712,-753.6730923792318
healthy,-142.12319111516288,1322.5798587623508,-629.1262305919374,-155.69766043400583,-209.95383965313363,-389.8478799528692,-83.19183509341508,-328.3473796803918,-202.89391182062835,-0.2131615069574142,-142.03551045343465,924.8136018447569,5.75985937364148,22.698161267479087,1321.5476153093223,-250.4459118605826,998.5521152241304,-748.9733728727787,-107.3627451535325,-481.5068216506074
c,10.214068672894,-655.6318255488632,1369.8937841620027,820.069452191521,-365.7210297077949,672.6098754621903,1905.0076988624926,644.7552758976309,793.2470893116473,0.590852303211358,57.228286654376966,-146.30704744575797,431.4013672481693,477.25700532102667,1322.7129926240755,1742.7016577227814,-997.1439568418104,1248.508727635569,516.888094956161,-844.5637057052274
c,11.192091753096983,-674.6630096918075,1369.8967730412292,820.069452191521,-377.79485452575676,669.5756889070349,1905.8928386407033,644.6138825546701,793.2470893116473,0.9868447846419652,343.2774185469559,-74.42106450602596,432.18288203611576,401.4987572370917,1322.5963616838123,1745.8738898156448,-1000.0739717222912,1248.5049411599962,517.3288900139466,-844.5246923964739
c,86.76321983723466,-675.0628017313396,1369.9050906895927,820.069452191521,-708.5881422243847,668.6283975695288,1909.0521833125008,643.9271465825913,793.2470893116473,1.1419260323699822,345.88266511316294,-1067.5470850214713,432.3404312136084,401.19832525176946,1322.6108515079723,1746.5816630177962,-1000.0826042854565,1248.9612538759177,517.4513100282733,-844.4912416077743
c,89.58593516664156,-674.3211988629658,1369.9046105075954,820.069452191521,-463.6767780225345,836.6454450805279,1907.4565654750882,644.268627503251,793.2470893116473,0.4834507770116172,345.95725782654074,-1071.6171727632357,434.76798493865897,401.29055840383467,1322.5966667772911,1746.0099468164997,-1000.3115705832627,1249.4533617170182,517.5366824552367,-844.3911297269598
