,xy,speed,bodydirection,headdirection,rest,walk,locomotion,freezing,rear,corners,walls,center,object1,object2,object3,object4,objects
78,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
79,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
80,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
81,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
82,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
83,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
84,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
85,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
86,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
87,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
88,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
89,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
90,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
91,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
92,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
93,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
94,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
95,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
96,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
97,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
98,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
99,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}"
100,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
101,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
102,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
103,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
104,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
105,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
106,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
107,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
108,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}"
109,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
110,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
111,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
112,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
113,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
114,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
115,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
116,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
