ID,time_UTC,geometry
US-NC3,2019-10-02 19:09:40,POINT (-76.656 35.799)
US-Mi3,2019-06-23 18:17:17,POINT (-80.637 41.8222)
US-Mi3,2019-06-27 16:35:42,POINT (-80.637 41.8222)
US-Mi3,2019-06-30 15:44:10,POINT (-80.637 41.8222)
US-Mi3,2019-07-01 14:53:48,POINT (-80.637 41.8222)
US-Mi3,2019-07-08 12:22:09,POINT (-80.637 41.8222)
US-NC4,2020-10-05 17:19:50,POINT (-75.9038 35.7879)
US-Mi1,2019-06-23 18:17:17,POINT (-80.6313 41.7727)
US-Mi1,2019-06-30 15:44:10,POINT (-80.6313 41.7727)
US-Mi1,2019-07-01 14:53:48,POINT (-80.6313 41.7727)
US-Mi1,2019-07-08 12:22:09,POINT (-80.6313 41.7727)
US-Mi1,2019-08-25 17:08:28,POINT (-80.6313 41.7727)
US-PFe,2019-10-09 18:18:59,POINT (-90.3004 45.9793)
US-xAB,2021-04-06 20:52:18,POINT (-122.3303 45.7624)
US-xAB,2021-04-13 18:34:21,POINT (-122.3303 45.7624)
US-xAB,2021-04-17 17:01:32,POINT (-122.3303 45.7624)
US-xAB,2021-04-17 21:53:48,POINT (-122.3303 45.7624)
US-xAB,2021-04-18 16:14:45,POINT (-122.3303 45.7624)
US-xAB,2021-06-16 21:54:08,POINT (-122.3303 45.7624)
US-xAB,2021-06-20 20:21:02,POINT (-122.3303 45.7624)
US-xAB,2021-06-23 14:43:40,POINT (-122.3303 45.7624)
US-xAB,2021-06-25 18:00:37,POINT (-122.3303 45.7624)
US-xAB,2021-07-26 01:38:51,POINT (-122.3303 45.7624)
US-xAB,2021-08-11 18:42:06,POINT (-122.3303 45.7624)
US-xAB,2021-08-15 17:09:33,POINT (-122.3303 45.7624)
US-xAB,2022-06-27 17:08:07,POINT (-122.3303 45.7624)
US-xAB,2022-07-27 01:01:57,POINT (-122.3303 45.7624)
US-xAB,2022-07-28 00:13:06,POINT (-122.3303 45.7624)
US-xAB,2022-08-03 21:47:00,POINT (-122.3303 45.7624)
US-xAB,2022-08-07 20:09:16,POINT (-122.3303 45.7624)
US-HBK,2019-08-02 19:50:07,POINT (-71.7181 43.9397)
US-HBK,2019-08-06 18:09:26,POINT (-71.7181 43.9397)
US-HBK,2019-10-05 18:22:24,POINT (-71.7181 43.9397)
US-HBK,2021-06-10 15:27:35,POINT (-71.7181 43.9397)
US-HBK,2021-06-24 15:42:38,POINT (-71.7181 43.9397)
US-HBK,2021-08-27 14:20:12,POINT (-71.7181 43.9397)
US-HBK,2022-05-01 12:28:11,POINT (-71.7181 43.9397)
US-Me6,2019-06-04 22:32:36,POINT (-121.6078 44.3233)
US-Me6,2019-06-14 23:59:11,POINT (-121.6078 44.3233)
US-Me6,2019-06-15 18:17:56,POINT (-121.6078 44.3233)
US-Me6,2019-06-17 23:07:28,POINT (-121.6078 44.3233)
US-Me6,2019-06-18 17:25:55,POINT (-121.6078 44.3233)
US-Me6,2019-06-19 16:36:33,POINT (-121.6078 44.3233)
US-Me6,2019-07-06 15:30:41,POINT (-121.6078 44.3233)
US-Me6,2019-07-29 01:24:40,POINT (-121.6078 44.3233)
US-Me6,2019-07-30 00:35:40,POINT (-121.6078 44.3233)
US-Me6,2020-04-14 18:07:01,POINT (-121.6078 44.3233)
US-Me6,2020-04-19 15:48:19,POINT (-121.6078 44.3233)
US-Me6,2020-06-18 21:53:17,POINT (-121.6078 44.3233)
US-Me6,2020-06-22 20:18:34,POINT (-121.6078 44.3233)
US-Me6,2020-07-04 15:34:23,POINT (-121.6078 44.3233)
US-Me6,2020-07-26 01:14:13,POINT (-121.6078 44.3233)
US-Me6,2020-08-09 01:25:42,POINT (-121.6078 44.3233)
US-Me6,2020-08-09 19:46:50,POINT (-121.6078 44.3233)
US-Me6,2020-08-13 18:13:14,POINT (-121.6078 44.3233)
US-Me6,2020-08-13 23:04:23,POINT (-121.6078 44.3233)
US-Me6,2020-09-29 23:34:05,POINT (-121.6078 44.3233)
US-Me6,2020-09-30 22:47:18,POINT (-121.6078 44.3233)
US-Me6,2020-10-03 22:02:10,POINT (-121.6078 44.3233)
US-Me6,2020-10-04 21:14:40,POINT (-121.6078 44.3233)
US-Me6,2020-10-07 20:29:31,POINT (-121.6078 44.3233)
US-Me6,2020-10-08 19:41:44,POINT (-121.6078 44.3233)
US-Me6,2020-10-15 17:21:25,POINT (-121.6078 44.3233)
US-Me6,2021-04-06 20:52:18,POINT (-121.6078 44.3233)
US-Me6,2021-04-14 17:47:18,POINT (-121.6078 44.3233)
US-Me6,2021-04-15 16:59:43,POINT (-121.6078 44.3233)
US-Me6,2021-04-18 16:14:45,POINT (-121.6078 44.3233)
US-Me6,2021-05-31 23:13:10,POINT (-121.6078 44.3233)
US-Me6,2021-06-01 22:26:12,POINT (-121.6078 44.3233)
US-Me6,2021-06-04 21:40:26,POINT (-121.6078 44.3233)
US-Me6,2021-06-16 17:02:05,POINT (-121.6078 44.3233)
US-Me6,2021-06-16 21:54:08,POINT (-121.6078 44.3233)
US-Me6,2021-06-17 16:14:44,POINT (-121.6078 44.3233)
US-Me6,2021-06-19 21:09:01,POINT (-121.6078 44.3233)
US-Me6,2021-06-20 20:21:02,POINT (-121.6078 44.3233)
US-Me6,2021-06-21 14:41:49,POINT (-121.6078 44.3233)
US-Me6,2021-06-24 18:48:41,POINT (-121.6078 44.3233)
US-Me6,2021-08-04 20:59:15,POINT (-121.6078 44.3233)
US-Me6,2021-08-11 18:42:06,POINT (-121.6078 44.3233)
US-Me6,2021-08-12 17:54:23,POINT (-121.6078 44.3233)
US-Me6,2021-08-16 16:21:47,POINT (-121.6078 44.3233)
US-Me6,2021-08-23 18:56:48,POINT (-121.6078 44.3233)
US-Me6,2021-08-31 15:54:40,POINT (-121.6078 44.3233)
US-Me6,2021-09-29 22:49:22,POINT (-121.6078 44.3233)
US-Me6,2021-10-02 22:04:23,POINT (-121.6078 44.3233)
US-Me6,2021-10-18 20:46:48,POINT (-121.6078 44.3233)
US-Me6,2022-05-01 15:33:34,POINT (-121.6078 44.3233)
US-Me6,2022-06-26 17:56:55,POINT (-121.6078 44.3233)
US-Me6,2022-06-27 17:08:59,POINT (-121.6078 44.3233)
US-Me6,2022-06-30 16:21:19,POINT (-121.6078 44.3233)
US-NC2,2021-11-29 19:05:30,POINT (-76.6685 35.803)
US-NC2,2022-02-11 13:53:54,POINT (-76.6685 35.803)
US-NC2,2022-04-02 18:01:52,POINT (-76.6685 35.803)
US-NC2,2022-04-20 18:06:06,POINT (-76.6685 35.803)
US-NC2,2022-04-23 17:17:08,POINT (-76.6685 35.803)
US-NC2,2022-06-06 16:22:30,POINT (-76.6685 35.803)
US-NC2,2022-08-02 17:51:00,POINT (-76.6685 35.803)
US-NC2,2022-11-28 19:02:46,POINT (-76.6685 35.803)
US-NC2,2023-03-23 21:29:29,POINT (-76.6685 35.803)
US-NC2,2023-04-12 13:34:09,POINT (-76.6685 35.803)
US-NC2,2023-04-18 18:29:45,POINT (-76.6685 35.803)
US-NC2,2023-06-10 21:21:01,POINT (-76.6685 35.803)
US-Whs,2019-02-17 23:19:38,POINT (-110.0522 31.7438)
US-Whs,2019-05-26 00:20:14,POINT (-110.0522 31.7438)
US-Whs,2019-06-01 21:47:09,POINT (-110.0522 31.7438)
US-Whs,2019-06-05 20:05:56,POINT (-110.0522 31.7438)
US-Whs,2019-06-20 14:10:26,POINT (-110.0522 31.7438)
