SITE_ID,MEASUREMENT_DATETIME,DEPTH_M,SENSOR,TEMPERATURE_C
177_Pit_NTGS11,2017-07-23T16:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-23T16:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T18:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-23T18:00:00,2,1,-0.72
177_Pit_NTGS11,2017-07-23T18:00:00,1,1,6.66
177_Pit_NTGS11,2017-07-23T18:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T20:00:00,1,1,6.62
177_Pit_NTGS11,2017-07-23T20:00:00,2,1,-0.71
177_Pit_NTGS11,2017-07-23T20:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-23T20:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T22:00:00,1,1,6.58
177_Pit_NTGS11,2017-07-23T22:00:00,2,1,-0.71
177_Pit_NTGS11,2017-07-23T22:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-23T22:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T00:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T00:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-24T00:00:00,2,1,-0.7
177_Pit_NTGS11,2017-07-24T00:00:00,1,1,6.53
177_Pit_NTGS11,2017-07-24T02:00:00,1,1,6.49
177_Pit_NTGS11,2017-07-24T02:00:00,2,1,-0.7
177_Pit_NTGS11,2017-07-24T02:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-24T02:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T04:00:00,1,1,6.45
177_Pit_NTGS11,2017-07-24T04:00:00,2,1,-0.7
177_Pit_NTGS11,2017-07-24T04:00:00,4,1,-3.93
177_Pit_NTGS11,2017-07-24T04:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T06:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T06:00:00,1,1,6.42
177_Pit_NTGS11,2017-07-24T06:00:00,2,1,-0.69
177_Pit_NTGS11,2017-07-24T06:00:00,4,1,-3.93
177_Pit_NTGS11,2017-07-24T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T08:00:00,4,1,-3.92
177_Pit_NTGS11,2017-07-24T08:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T08:00:00,1,1,6.39
177_Pit_NTGS11,2017-07-24T08:00:00,2,1,-0.68
177_Pit_NTGS11,2017-07-24T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T10:00:00,1,1,6.37
177_Pit_NTGS11,2017-07-24T10:00:00,2,1,-0.68
177_Pit_NTGS11,2017-07-24T10:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T10:00:00,4,1,-3.92
177_Pit_NTGS11,2017-07-24T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T12:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T12:00:00,4,1,-3.92
177_Pit_NTGS11,2017-07-24T12:00:00,2,1,-0.67
177_Pit_NTGS11,2017-07-24T12:00:00,1,1,6.36
177_Pit_NTGS11,2017-07-24T14:00:00,4,1,-3.91
177_Pit_NTGS11,2017-07-24T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T14:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-24T14:00:00,2,1,-0.67
177_Pit_NTGS11,2017-07-24T14:00:00,1,1,6.35
177_Pit_NTGS11,2017-07-24T16:00:00,2,1,-0.67
177_Pit_NTGS11,2017-07-24T16:00:00,1,1,6.34
177_Pit_NTGS11,2017-07-24T16:00:00,4,1,-3.91
177_Pit_NTGS11,2017-07-24T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T16:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T18:00:00,2,1,-0.66
177_Pit_NTGS11,2017-07-24T18:00:00,1,1,6.34
177_Pit_NTGS11,2017-07-24T18:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-24T18:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T20:00:00,1,1,6.34
177_Pit_NTGS11,2017-07-24T20:00:00,2,1,-0.65
177_Pit_NTGS11,2017-07-24T20:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-24T20:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T22:00:00,1,1,6.33
177_Pit_NTGS11,2017-07-24T22:00:00,2,1,-0.65
177_Pit_NTGS11,2017-07-24T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-24T22:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-24T22:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-25T00:00:00,2,1,-0.65
177_Pit_NTGS11,2017-07-25T00:00:00,1,1,6.34
177_Pit_NTGS11,2017-07-25T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T00:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T00:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-25T02:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T02:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-25T02:00:00,2,1,-0.64
177_Pit_NTGS11,2017-07-25T02:00:00,1,1,6.36
177_Pit_NTGS11,2017-07-25T04:00:00,1,1,6.37
177_Pit_NTGS11,2017-07-25T04:00:00,2,1,-0.63
177_Pit_NTGS11,2017-07-25T04:00:00,4,1,-3.9
177_Pit_NTGS11,2017-07-25T04:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T06:00:00,2,1,-0.63
177_Pit_NTGS11,2017-07-25T06:00:00,4,1,-3.89
177_Pit_NTGS11,2017-07-25T06:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T06:00:00,1,1,6.38
177_Pit_NTGS11,2017-07-25T08:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T08:00:00,4,1,-3.88
177_Pit_NTGS11,2017-07-25T08:00:00,1,1,6.39
177_Pit_NTGS11,2017-07-25T08:00:00,2,1,-0.63
177_Pit_NTGS11,2017-07-25T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T10:00:00,1,1,6.41
177_Pit_NTGS11,2017-07-25T10:00:00,2,1,-0.62
177_Pit_NTGS11,2017-07-25T10:00:00,4,1,-3.88
177_Pit_NTGS11,2017-07-25T10:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T12:00:00,1,1,6.41
177_Pit_NTGS11,2017-07-25T12:00:00,2,1,-0.62
177_Pit_NTGS11,2017-07-25T12:00:00,4,1,-3.88
177_Pit_NTGS11,2017-07-25T12:00:00,7,1,-4.95
177_Pit_NTGS11,2017-07-25T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T14:00:00,2,1,-0.61
177_Pit_NTGS11,2017-07-25T14:00:00,1,1,6.43
177_Pit_NTGS11,2017-07-25T14:00:00,4,1,-3.87
177_Pit_NTGS11,2017-07-25T14:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-25T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T16:00:00,1,1,6.44
177_Pit_NTGS11,2017-07-25T16:00:00,2,1,-0.61
177_Pit_NTGS11,2017-07-25T16:00:00,4,1,-3.87
177_Pit_NTGS11,2017-07-25T16:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-25T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T18:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-25T18:00:00,1,1,6.44
177_Pit_NTGS11,2017-07-25T18:00:00,2,1,-0.6
177_Pit_NTGS11,2017-07-25T18:00:00,4,1,-3.87
177_Pit_NTGS11,2017-07-25T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T20:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-25T20:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-25T20:00:00,1,1,6.45
177_Pit_NTGS11,2017-07-25T20:00:00,2,1,-0.6
177_Pit_NTGS11,2017-07-25T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-25T22:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-25T22:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-25T22:00:00,2,1,-0.6
177_Pit_NTGS11,2017-07-25T22:00:00,1,1,6.44
177_Pit_NTGS11,2017-07-26T00:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-26T00:00:00,2,1,-0.59
177_Pit_NTGS11,2017-07-26T00:00:00,1,1,6.42
177_Pit_NTGS11,2017-07-26T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T00:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-26T02:00:00,1,1,6.41
177_Pit_NTGS11,2017-07-26T02:00:00,2,1,-0.59
177_Pit_NTGS11,2017-07-26T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T02:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-26T02:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-26T04:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-26T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T04:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T04:00:00,2,1,-0.59
177_Pit_NTGS11,2017-07-26T04:00:00,1,1,6.39
177_Pit_NTGS11,2017-07-26T06:00:00,4,1,-3.85
177_Pit_NTGS11,2017-07-26T06:00:00,7,1,-4.94
177_Pit_NTGS11,2017-07-26T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T06:00:00,2,1,-0.57
177_Pit_NTGS11,2017-07-26T06:00:00,1,1,6.37
177_Pit_NTGS11,2017-07-26T08:00:00,1,1,6.34
177_Pit_NTGS11,2017-07-26T08:00:00,2,1,-0.57
177_Pit_NTGS11,2017-07-26T08:00:00,4,1,-3.85
177_Pit_NTGS11,2017-07-26T08:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T10:00:00,1,1,6.31
177_Pit_NTGS11,2017-07-26T10:00:00,4,1,-3.85
177_Pit_NTGS11,2017-07-26T10:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T10:00:00,2,1,-0.57
177_Pit_NTGS11,2017-07-26T12:00:00,1,1,6.28
177_Pit_NTGS11,2017-07-26T12:00:00,2,1,-0.56
177_Pit_NTGS11,2017-07-26T12:00:00,4,1,-3.85
177_Pit_NTGS11,2017-07-26T12:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T14:00:00,1,1,6.25
177_Pit_NTGS11,2017-07-26T14:00:00,2,1,-0.56
177_Pit_NTGS11,2017-07-26T14:00:00,4,1,-3.84
177_Pit_NTGS11,2017-07-26T14:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T16:00:00,1,1,6.21
177_Pit_NTGS11,2017-07-26T16:00:00,2,1,-0.56
177_Pit_NTGS11,2017-07-26T16:00:00,4,1,-3.83
177_Pit_NTGS11,2017-07-26T16:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T18:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T18:00:00,4,1,-3.83
177_Pit_NTGS11,2017-07-26T18:00:00,2,1,-0.55
177_Pit_NTGS11,2017-07-26T18:00:00,1,1,6.18
177_Pit_NTGS11,2017-07-26T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T20:00:00,4,1,-3.83
177_Pit_NTGS11,2017-07-26T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-26T20:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T20:00:00,2,1,-0.55
177_Pit_NTGS11,2017-07-26T20:00:00,1,1,6.13
177_Pit_NTGS11,2017-07-26T22:00:00,1,1,6.09
177_Pit_NTGS11,2017-07-26T22:00:00,4,1,-3.83
177_Pit_NTGS11,2017-07-26T22:00:00,2,1,-0.55
177_Pit_NTGS11,2017-07-26T22:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-26T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T00:00:00,2,1,-0.54
177_Pit_NTGS11,2017-07-27T00:00:00,4,1,-3.83
177_Pit_NTGS11,2017-07-27T00:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T00:00:00,1,1,6.05
177_Pit_NTGS11,2017-07-27T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T02:00:00,1,1,6
177_Pit_NTGS11,2017-07-27T02:00:00,2,1,-0.53
177_Pit_NTGS11,2017-07-27T02:00:00,4,1,-3.82
177_Pit_NTGS11,2017-07-27T02:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T04:00:00,1,1,5.95
177_Pit_NTGS11,2017-07-27T04:00:00,2,1,-0.53
177_Pit_NTGS11,2017-07-27T04:00:00,4,1,-3.82
177_Pit_NTGS11,2017-07-27T04:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T06:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T06:00:00,1,1,5.91
177_Pit_NTGS11,2017-07-27T06:00:00,2,1,-0.53
177_Pit_NTGS11,2017-07-27T06:00:00,4,1,-3.82
177_Pit_NTGS11,2017-07-27T08:00:00,1,1,5.89
177_Pit_NTGS11,2017-07-27T08:00:00,2,1,-0.53
177_Pit_NTGS11,2017-07-27T08:00:00,4,1,-3.81
177_Pit_NTGS11,2017-07-27T08:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T10:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T10:00:00,1,1,5.87
177_Pit_NTGS11,2017-07-27T10:00:00,2,1,-0.52
177_Pit_NTGS11,2017-07-27T10:00:00,4,1,-3.81
177_Pit_NTGS11,2017-07-27T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T12:00:00,2,1,-0.52
177_Pit_NTGS11,2017-07-27T12:00:00,4,1,-3.81
177_Pit_NTGS11,2017-07-27T12:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T12:00:00,1,1,5.86
177_Pit_NTGS11,2017-07-27T14:00:00,2,1,-0.51
177_Pit_NTGS11,2017-07-27T14:00:00,1,1,5.85
177_Pit_NTGS11,2017-07-27T14:00:00,4,1,-3.81
177_Pit_NTGS11,2017-07-27T14:00:00,7,1,-4.93
177_Pit_NTGS11,2017-07-27T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-27T16:00:00,10,1,-4.75
