SITE_ID,MEASUREMENT_DATETIME,DEPTH_M,SENSOR,TEMPERATURE_C
177_Pit_NTGS11,2017-07-20T20:00:00,4,1,-3.86
177_Pit_NTGS11,2017-07-20T20:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-20T20:00:00,1,1,9.87
177_Pit_NTGS11,2017-07-20T20:00:00,2,1,-0.03
177_Pit_NTGS11,2017-07-20T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-20T22:00:00,4,1,-4.04
177_Pit_NTGS11,2017-07-20T22:00:00,7,1,-4.99
177_Pit_NTGS11,2017-07-20T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-20T22:00:00,1,1,7.23
177_Pit_NTGS11,2017-07-20T22:00:00,2,1,-0.47
177_Pit_NTGS11,2017-07-21T00:00:00,1,1,7.16
177_Pit_NTGS11,2017-07-21T00:00:00,2,1,-0.81
177_Pit_NTGS11,2017-07-21T00:00:00,4,1,-4.04
177_Pit_NTGS11,2017-07-21T00:00:00,7,1,-5
177_Pit_NTGS11,2017-07-21T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T02:00:00,4,1,-4.04
177_Pit_NTGS11,2017-07-21T02:00:00,1,1,7.16
177_Pit_NTGS11,2017-07-21T02:00:00,2,1,-0.86
177_Pit_NTGS11,2017-07-21T02:00:00,7,1,-5
177_Pit_NTGS11,2017-07-21T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T04:00:00,2,1,-0.87
177_Pit_NTGS11,2017-07-21T04:00:00,4,1,-3.99
177_Pit_NTGS11,2017-07-21T04:00:00,7,1,-4.99
177_Pit_NTGS11,2017-07-21T04:00:00,1,1,7.18
177_Pit_NTGS11,2017-07-21T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T06:00:00,2,1,-0.87
177_Pit_NTGS11,2017-07-21T06:00:00,4,1,-4.03
177_Pit_NTGS11,2017-07-21T06:00:00,7,1,-4.98
177_Pit_NTGS11,2017-07-21T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T06:00:00,1,1,7.21
177_Pit_NTGS11,2017-07-21T08:00:00,1,1,7.25
177_Pit_NTGS11,2017-07-21T08:00:00,2,1,-0.87
177_Pit_NTGS11,2017-07-21T08:00:00,4,1,-4.03
177_Pit_NTGS11,2017-07-21T08:00:00,7,1,-4.98
177_Pit_NTGS11,2017-07-21T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T10:00:00,2,1,-0.87
177_Pit_NTGS11,2017-07-21T10:00:00,4,1,-4.03
177_Pit_NTGS11,2017-07-21T10:00:00,7,1,-4.98
177_Pit_NTGS11,2017-07-21T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T10:00:00,1,1,7.31
177_Pit_NTGS11,2017-07-21T12:00:00,2,1,-0.86
177_Pit_NTGS11,2017-07-21T12:00:00,4,1,-4.02
177_Pit_NTGS11,2017-07-21T12:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T12:00:00,1,1,7.35
177_Pit_NTGS11,2017-07-21T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T14:00:00,1,1,7.41
177_Pit_NTGS11,2017-07-21T14:00:00,2,1,-0.85
177_Pit_NTGS11,2017-07-21T14:00:00,4,1,-4.02
177_Pit_NTGS11,2017-07-21T14:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T16:00:00,1,1,7.46
177_Pit_NTGS11,2017-07-21T16:00:00,2,1,-0.85
177_Pit_NTGS11,2017-07-21T16:00:00,4,1,-4.02
177_Pit_NTGS11,2017-07-21T16:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T18:00:00,1,1,7.49
177_Pit_NTGS11,2017-07-21T18:00:00,2,1,-0.85
177_Pit_NTGS11,2017-07-21T18:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-21T18:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T20:00:00,1,1,7.53
177_Pit_NTGS11,2017-07-21T20:00:00,2,1,-0.84
177_Pit_NTGS11,2017-07-21T20:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-21T20:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-21T22:00:00,1,1,7.55
177_Pit_NTGS11,2017-07-21T22:00:00,2,1,-0.84
177_Pit_NTGS11,2017-07-21T22:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-21T22:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-21T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T00:00:00,1,1,7.56
177_Pit_NTGS11,2017-07-22T00:00:00,2,1,-0.83
177_Pit_NTGS11,2017-07-22T00:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-22T00:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T02:00:00,1,1,7.54
177_Pit_NTGS11,2017-07-22T02:00:00,2,1,-0.82
177_Pit_NTGS11,2017-07-22T02:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-22T02:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T04:00:00,4,1,-4.01
177_Pit_NTGS11,2017-07-22T04:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T04:00:00,1,1,7.53
177_Pit_NTGS11,2017-07-22T04:00:00,2,1,-0.82
177_Pit_NTGS11,2017-07-22T06:00:00,1,1,7.5
177_Pit_NTGS11,2017-07-22T06:00:00,2,1,-0.81
177_Pit_NTGS11,2017-07-22T06:00:00,4,1,-4
177_Pit_NTGS11,2017-07-22T06:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T08:00:00,1,1,7.46
177_Pit_NTGS11,2017-07-22T08:00:00,2,1,-0.81
177_Pit_NTGS11,2017-07-22T08:00:00,4,1,-3.99
177_Pit_NTGS11,2017-07-22T08:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T10:00:00,1,1,7.42
177_Pit_NTGS11,2017-07-22T10:00:00,2,1,-0.81
177_Pit_NTGS11,2017-07-22T10:00:00,4,1,-4
177_Pit_NTGS11,2017-07-22T10:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T12:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T12:00:00,1,1,7.38
177_Pit_NTGS11,2017-07-22T12:00:00,4,1,-3.99
177_Pit_NTGS11,2017-07-22T12:00:00,2,1,-0.8
177_Pit_NTGS11,2017-07-22T14:00:00,2,1,-0.8
177_Pit_NTGS11,2017-07-22T14:00:00,1,1,7.33
177_Pit_NTGS11,2017-07-22T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T14:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T14:00:00,4,1,-3.98
177_Pit_NTGS11,2017-07-22T16:00:00,1,1,7.28
177_Pit_NTGS11,2017-07-22T16:00:00,2,1,-0.79
177_Pit_NTGS11,2017-07-22T16:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T16:00:00,4,1,-3.98
177_Pit_NTGS11,2017-07-22T16:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T18:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T18:00:00,1,1,7.23
177_Pit_NTGS11,2017-07-22T18:00:00,2,1,-0.78
177_Pit_NTGS11,2017-07-22T18:00:00,4,1,-3.98
177_Pit_NTGS11,2017-07-22T18:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T20:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T20:00:00,1,1,7.17
177_Pit_NTGS11,2017-07-22T20:00:00,2,1,-0.78
177_Pit_NTGS11,2017-07-22T20:00:00,4,1,-3.97
177_Pit_NTGS11,2017-07-22T20:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T22:00:00,7,1,-4.97
177_Pit_NTGS11,2017-07-22T22:00:00,4,1,-3.97
177_Pit_NTGS11,2017-07-22T22:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-22T22:00:00,1,1,7.11
177_Pit_NTGS11,2017-07-22T22:00:00,2,1,-0.78
177_Pit_NTGS11,2017-07-23T00:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T00:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T00:00:00,4,1,-3.97
177_Pit_NTGS11,2017-07-23T00:00:00,2,1,-0.77
177_Pit_NTGS11,2017-07-23T00:00:00,1,1,7.06
177_Pit_NTGS11,2017-07-23T02:00:00,4,1,-3.97
177_Pit_NTGS11,2017-07-23T02:00:00,2,1,-0.76
177_Pit_NTGS11,2017-07-23T02:00:00,1,1,6.99
177_Pit_NTGS11,2017-07-23T02:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T02:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T04:00:00,1,1,6.93
177_Pit_NTGS11,2017-07-23T04:00:00,2,1,-0.76
177_Pit_NTGS11,2017-07-23T04:00:00,4,1,-3.96
177_Pit_NTGS11,2017-07-23T04:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T04:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T06:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T06:00:00,1,1,6.88
177_Pit_NTGS11,2017-07-23T06:00:00,2,1,-0.74
177_Pit_NTGS11,2017-07-23T06:00:00,4,1,-3.96
177_Pit_NTGS11,2017-07-23T06:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T08:00:00,4,1,-3.96
177_Pit_NTGS11,2017-07-23T08:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T08:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T08:00:00,1,1,6.84
177_Pit_NTGS11,2017-07-23T08:00:00,2,1,-0.74
177_Pit_NTGS11,2017-07-23T10:00:00,1,1,6.8
177_Pit_NTGS11,2017-07-23T10:00:00,2,1,-0.74
177_Pit_NTGS11,2017-07-23T10:00:00,4,1,-3.96
177_Pit_NTGS11,2017-07-23T10:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T10:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T12:00:00,4,1,-3.95
177_Pit_NTGS11,2017-07-23T12:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T12:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T12:00:00,1,1,6.76
177_Pit_NTGS11,2017-07-23T12:00:00,2,1,-0.74
177_Pit_NTGS11,2017-07-23T14:00:00,4,1,-3.94
177_Pit_NTGS11,2017-07-23T14:00:00,1,1,6.73
177_Pit_NTGS11,2017-07-23T14:00:00,2,1,-0.73
177_Pit_NTGS11,2017-07-23T14:00:00,7,1,-4.96
177_Pit_NTGS11,2017-07-23T14:00:00,10,1,-4.75
177_Pit_NTGS11,2017-07-23T16:00:00,1,1,6.7
177_Pit_NTGS11,2017-07-23T16:00:00,2,1,-0.73
