Factors,Extracellular exchange,Ubiquinone synthesis,Fatty acid oxidation,Starch and sucrose metabolism,Miscellaneous,Cholesterol metabolism,Fatty acid synthesis,Galactose metabolism,Fructose and mannose metabolism,Intracellular source/sink
healthy,41.015489479775,-250.72214210209114,41.498483692008385,-103.03524757110151,297.35419394714916,304.93830733220756,329.18462055838745,-517.7624655708919,-275.01349100638936,177.1218206148258
c,201.3992640935203,1504.432609280504,-46.54336745036409,667.4971915108374,-698.2705510084476,-690.6864376234197,-666.3893788365828,1481.431612578613,1415.999017644272,-486.0540551056421
c,234.88914634400243,1659.9280586988848,-46.1179390289482,718.5189861848281,-697.1691028857558,-689.5849895003132,-665.3386762744361,1481.4329691484843,1218.9257130562205,-433.0409375934147
c,103.197271392056,-172.53753954874793,-47.253506272484216,667.5791631772881,-699.7462259911223,-692.1621126058594,-666.1831679181445,1481.4274412841633,1219.6043409730514,-486.4269288251785
c,65.2973412253163,-69.36369862281724,-47.685750426205146,743.9352584230535,-696.4571881500341,-688.8730747652046,-664.6267615390277,1481.142412730036,-228.46694599465226,-350.8079305762015
c,218.92275940552346,1681.8364523744563,-52.197096763800545,620.7693522624685,-698.6545281654312,-691.0704147802196,-666.5917640766678,1481.3721013799247,1218.2894556485153,-470.60089316179796
healthy,128.63221494139574,-199.6355854097016,31.525680400491982,-12.090070172029499,297.35419394714916,304.93830733220756,329.18462055838745,-517.6482089472106,-276.36407567668385,260.21665909381994
healthy,-33.13851664504476,57.52533736572998,-88.7852141843348,-91.27250226620335,-698.1889747366333,-690.604861351725,-666.3585481255487,-517.5404864004413,-277.31901369673574,-319.61221907569217
healthy,72.84920116184433,-211.74133488877402,57.52377326202582,-92.61814169476568,297.35419394714916,304.93830733220756,329.18462055838745,-517.7651434122263,-277.0332782234826,177.17553182369912
c,345.34481083216593,-249.9635229130879,189.29791457454758,703.6489365029361,-246.6741968611833,-239.09008348273625,-214.8437702534252,-516.6596998275231,718.1913326621566,-63.280412777629834
healthy,96.56782435907904,247.12626020213094,-81.95767471027733,663.36003788725,-698.6517407908784,-691.0676274059765,-666.8213141796842,1481.2131548517857,-266.342143344555,-428.1038963802275
c,207.3841048000852,1608.135872271895,-74.45483222099777,604.9504123863716,-697.7630488195755,-690.2634583173033,-665.9326222082879,1481.3929847484067,1218.9239671361693,-485.50731053463585
c,273.54855280543387,1692.1007668602283,-82.84819852928193,581.0690170951164,-698.7381251669567,-691.1540117818145,-666.9076985553535,1481.3461385403762,1217.1544655639318,-485.8919518215803
c,275.8322811661641,1705.1481080716972,-83.51405809998721,635.4842080101548,-697.7157938792276,-690.3857007934519,-665.885367268454,1481.5028180412112,1219.142052393288,-485.35307303600797
c,212.17682948418278,1633.44659048432,-99.8489191409085,605.6901487952107,-693.9184592388353,-686.3343458534252,-662.0880326272193,1481.4654837366193,1219.8859056282745,-481.2900129013594
c,105.87214456976415,-149.55592736479144,-64.7632282709519,605.2858518782588,-696.5471322047842,-688.9630188194858,-664.7167055933613,1481.4129394738184,1218.852733897223,-484.4403170294627
healthy,325.7369010847688,-267.1493644209066,574.4878001317715,-189.9114023828432,297.35419394714916,304.93830733220756,329.18462055838745,-517.793304594866,-38.8200207803757,334.3107242735394
healthy,-24.636103113765383,-176.71177578121757,-43.28910841831542,-329.125712645816,-693.9261563516202,-686.342042966925,-662.0957297403254,1480.2099733941243,1209.602814458453,-481.77084045384345
healthy,-129.8484323140079,23.85846494576772,-41.73720022467956,-389.99505144759195,-690.7415341689302,-683.1574207842493,-658.9111075576966,1477.7383402390026,-260.55476353463337,-480.0623527025317
c,217.0920570335915,1708.4631150498622,-44.52590673504853,605.1201293451946,-694.6756600626054,-687.0915466775309,-662.845233451364,1481.451452350278,1219.4718189366026,-483.15039526891013
c,233.60370579664996,1705.9094142125307,-36.38558447904409,605.0837363267295,-635.5548542385031,-628.7238785670847,-603.7244276264903,1481.4050790734784,1216.9890437750719,-453.0303377134416
c,156.65109847520122,710.704753635579,-47.76906380708925,605.84401708478,-695.5817907706299,-687.9976773856697,-663.7513641597075,1481.4785640840753,1219.465680606284,-483.15846285883754
c,213.4037212444738,1708.8961518734764,-52.60262394152555,605.1439781588592,-699.0145282588327,-691.4304148737972,-667.1655112602814,1481.5071896375791,1219.765449029409,-486.4173152581158
healthy,106.03434788420005,-203.54280339770082,-4.084944682806639,-106.91517000700927,297.35419394714916,304.93830733220756,329.18462055838745,-517.7421162620046,1218.3889945860146,175.80531031433168
healthy,-4.374831378173025,-235.01812241807625,-19.384282011779206,-50.32973291073792,297.35419394714916,30.60602208887019,329.18462055838745,-517.7326059690822,-259.61058051992075,176.89708419092148
healthy,9.063177240814305,-266.75066271612303,-16.714875136653063,-49.96570591448303,297.35419394714916,155.7081671438113,77.22688832721792,-517.7703409689368,-277.247290337634,177.4405774457868
c,199.0919266413128,1628.6337829497415,-80.86485971510514,633.4970786536175,-697.1267787910149,-689.5426654056159,-664.4001398384722,1481.389214085882,1218.5702161286158,-482.7882099308408
c,596.7813951746604,1123.0718049915015,568.9476347041591,674.682135673764,297.35419394714916,304.93830733220756,329.18462055838745,-517.0863552543021,-273.3797215372717,387.38926968501045
c,157.01826509289614,710.704753635579,-44.47883136151983,649.8429709701143,-696.570545429471,-688.986432044371,-664.7401188181996,1481.444587772385,1219.4140485304974,-484.29042952488203
healthy,65.41580568923258,-145.4899675505489,100.35889160349286,-22.55625917117885,297.35419394714916,304.93830733220756,329.18462055838745,-517.2633908680491,-277.18036866541644,260.29138159125597
healthy,23.950331103141625,-251.60721900276855,80.32752082241777,-107.07736537030702,297.35419394714916,304.93830733220756,329.18462055838745,-517.8306688420114,-277.97943863333455,177.19942454728246
healthy,217.06844980063173,905.0597908820596,-92.79180403064748,630.29842217431,-699.6932889934072,-692.1091756084077,-667.8628623822456,1480.8551579395407,657.7825619093305,-404.19855752352964
c,219.87498235719738,1708.879712553538,-47.08489917780201,611.3291638773877,-700.4459958419972,-692.861882456898,-666.6665977673445,1481.4083514475647,1219.3002853910598,-487.061260545649
c,276.9112509817602,1693.8641131957077,-48.43138786090217,552.7185030756366,-700.8598007713207,-693.2756873862658,-667.6258079780246,1481.3530679593257,1218.8575982694042,-487.5895606195843
c,277.91915023428504,1708.29582446174,-50.420676922286255,633.3124590039411,-697.6639348753381,-690.0798214904044,-665.8335082642002,1481.3942871772208,1218.1618926560159,-485.3933177552667
c,262.4282837199621,1467.225291488065,-51.93742675782892,638.8702135161127,-699.0498546791814,-691.4657412942361,-667.2194280680387,1481.4213541419788,1218.4351706908835,-486.3684534588603
healthy,-112.08714154762765,-204.84113626225445,-66.20897504512328,-24.472585706055767,-694.6664579678165,-687.0823445827975,-662.836031356556,-517.7844666562139,50.716888927075104,-235.18750757478054
healthy,113.26882668898143,-129.49725124556625,-64.31848100253264,590.5210977153322,-695.5215973611053,-687.937483975762,-663.6911707496274,1481.4017954532112,1219.0191132547927,-483.419600072344
healthy,-7.519219418792251,1090.545886587018,-83.83011343602901,-184.57645265364795,-699.1790220392659,-691.5949086543499,-213.13820035530603,1481.2111247749144,1216.0830092871297,-372.54388861926094
c,214.58105076925048,1703.6834556925019,-45.94194822030332,605.1597300507838,-698.413814621289,-690.8297012365947,-662.320900663774,1481.0561726928886,1207.149653902407,-486.0837951052671
c,246.8607670783198,1707.8354576271984,-45.96323027631417,750.5689588242767,-698.9245784624175,-691.3404650773622,-666.4482967997112,1481.0989441827514,1218.460549405006,-403.6768967836952
c,216.2350292434296,1709.0515826736523,-47.572257510256584,667.3084145941705,-700.416142768187,-692.8320293830312,-667.5182901266205,1481.2874941481425,1217.6097478755237,-487.3754810861735
c,213.20544202684766,1394.6923339502005,-46.60339441688221,649.3307847605021,-699.4325558084057,-691.848442423234,-663.8623004354523,1481.0521973458115,1212.9491234349914,-442.6572208241654
healthy,120.98085129948656,-271.6306345830413,51.05066329786361,-91.24988945215443,297.35419394714916,304.93830733220756,329.18462055838745,-517.8427675779801,-276.93959433137786,177.0688231300865
healthy,115.90712020752714,-248.8492077297596,41.75674506787512,-110.9844208984532,297.35419394714916,304.93830733220756,329.18462055838745,-517.8058562353376,-271.6098351467531,176.94512326015285
healthy,120.80910160410001,-272.4223747009749,59.901849387018196,-87.55851609112298,297.35419394714916,304.93830733220756,329.18462055838745,-517.6505541927797,-273.8731011030352,176.96978756889922
c,229.15056573479458,1615.4350080561733,-21.615863921801978,608.2276102920457,-657.8825754835667,-650.2984621012727,-626.0521488738323,1481.385654478588,1217.9342933403686,-455.0159637897915
c,209.82171528247792,1656.2664000825796,-46.43684204254037,605.1342205888411,-699.5353036443116,-691.9511902592598,-666.5652863927673,1481.4105138585755,1219.5821268647505,-486.8795232418413
c,207.3445796688811,1519.639398661342,-46.52330545030968,627.99661608692,-698.7469934333094,-691.1628800480992,-666.0492937668134,1481.380225434925,1219.5672199206715,-486.15290776706854
c,208.71236819387656,1625.4482426748837,-45.564597775686856,605.0113439032068,-698.1634900559055,-690.5793766708873,-666.3330634449079,1481.3910581257974,1219.2051100379254,-485.85212466588484
healthy,105.36513168352442,-261.9551162300866,-46.714456088103006,725.7648075128197,-698.8879174024955,-691.3038040174306,270.3653667847227,1481.0471195003863,-261.8908215634492,-360.0948685875257
healthy,158.8432895016557,-191.2280613185411,257.35239842800394,-90.88379044346742,182.1279627093728,304.93830733220756,329.18462055838745,-517.6707991623348,-273.8135911713613,177.1065723473142
healthy,157.64529236680355,-237.93027055797592,82.19543454898613,110.6894454439354,297.35419394714916,304.93830733220756,329.18462055838745,-517.3286623884626,-276.59079668170455,260.65998570692494
c,473.3272483170416,1705.5722122121815,196.9118038499481,687.6367637639642,226.3731091881262,233.95722257698816,258.2035358024573,1481.277520023297,1218.0016622970988,-48.44972843073515
c,208.24399577985014,1697.315720491724,-42.824672763593284,607.7523219171474,-691.4209184271751,-683.8368050422416,-659.5904918157992,1481.4231582758703,1219.2006749640796,-479.3482692636047
c,206.8145720350201,1291.23317874497,-48.987777611526774,635.8578998119203,-692.5540696804976,-684.9699562954586,-665.9080782307632,1481.412096713149,1219.04010063984,-453.0473792180395
c,214.1192409557746,1707.7802352852163,-57.250263669655396,610.1885898666228,-684.313654384684,-676.7295409987739,-652.4832277724802,1481.3999586862587,1217.8352306970592,-477.9502038400586
c,207.44266262018482,910.3640859771838,-41.305443107501695,643.7955959062203,-689.0080232173041,-681.423909832778,-657.1775966061766,1481.4330538848967,1219.1866070893948,-469.9120245141729
healthy,52.98588870333947,-193.46186176186876,100.67042171762859,-176.64727249327086,297.35419394714916,304.93830733220756,329.18462055838745,-517.831071188926,-161.14506026253392,94.18072814890701
healthy,219.96677531319727,-238.17931858873118,132.52538226368517,-111.83647674660968,297.35419394714916,210.05949544019126,329.18462055838745,-517.825737240018,-276.2309027603782,153.47418833748844
healthy,122.29166344432318,-254.9083079806506,65.27661718639386,-93.63221140853622,297.35419394714916,304.93830733220756,329.18462055838745,-517.8398975299694,-263.55124487829005,177.24914215895296
c,218.02191369515288,1705.0693847433297,-45.966033858809794,607.6168961171842,-694.8062650697433,-687.222151684801,-662.9758384584788,1481.369968155569,1219.2799463977185,-483.3612889268559
c,215.1882417497165,1708.6855485260567,-45.981523497242456,605.3059885794952,-694.6437744758204,-687.0596610907576,-662.8133478642876,1481.230145431538,1218.250101090779,-482.9301998778464
c,211.0059053992752,1670.720639679608,-46.53466214918685,609.1375879368525,-699.3195729327496,-691.7354595476286,-664.1609905250117,1481.4045346585888,1218.2165262264548,-486.43219108586436
c,278.6058008816234,1708.5354204110517,-63.840488842562536,612.097931619456,-697.5097785159427,-689.9256651310479,-665.6793519049302,1481.3227915375726,1217.353678323986,-484.5797708342204
c,207.9345419827994,1565.7591671906566,-48.16851555715522,648.814773075927,-697.8870381982985,-690.3029248129911,-666.0566115869426,1481.2276375620863,1218.484525479933,-485.2197250153402
healthy,199.07001955441416,-60.732614794707885,-306.3264296800175,605.1068471657995,-588.3644902672688,-580.7803768839535,-556.5340636591403,1481.4452868009903,1216.8798814990714,-404.36698613355077
healthy,119.83010205796135,-202.64080887517463,63.71451039999544,-88.09683760976192,297.35419394714916,304.93830733220756,329.18462055838745,-517.5195030686641,-269.2614614135683,166.19026850359478
healthy,72.28483508958843,-254.26726995707628,32.56012136744333,-90.17932466163317,297.35419394714916,304.93830733220756,329.18462055838745,-517.5754853197329,-277.6474468307431,177.15391063047645
c,220.64830043230322,1708.281843327342,-81.99392622259487,548.0879540544526,-697.8377418946448,-690.2960646618697,-666.0073152833756,1481.3512791014957,1218.9568519148238,-485.39200925895886
healthy,112.9734360317504,-154.46339375266012,-2.958435780462259,-247.01787255207563,297.35419394714916,304.93830733220756,329.18462055838745,1481.5139921722443,1219.7562098019384,10.838712288603872
healthy,166.3023567436109,-173.64014067855584,26.12551185760751,-147.09266413626005,297.35419394714916,304.93830733220756,329.18462055838745,1481.3819519052875,1216.9437470226947,41.76069209125617
c,209.7009514113859,1630.7151856944965,-49.37004180882978,605.3159567588989,-696.7667763333548,-689.1826629484032,-664.9363497223903,1481.493594695059,1219.8568937367077,-484.7630044737364
c,217.0037333233297,1705.2910469134836,-43.390614611768505,605.4907583991803,-694.5906289386276,-687.0065155532462,-662.760202326794,1481.4695187121272,1219.9342035828304,-482.7657198797258
c,193.96620063326804,1544.8400613064787,-66.55652704709598,684.0683261327298,-689.536391101547,-681.9522777170066,-657.7059644896144,1481.3535448269963,1216.9630559304333,-479.4383651394733
c,201.6734338393696,1707.707325924514,-83.01972871888373,629.3179975918193,-698.3408060906659,-690.7566927055666,-665.7212839032798,1481.3877610772035,1217.8723692768808,-485.89942471620026
c,210.0277056731978,1638.8807280726182,-45.79531501269341,605.0741728126935,-698.2563062005563,-690.6721928154783,-666.4258795891301,1481.4350122765873,1219.4870855784097,-485.9142352069673
healthy,311.5172563601921,1708.9829328489693,-70.87929519942706,669.0727527688086,-697.548732733906,-689.9646193487192,-665.7183061224447,1480.3331253276042,1203.8603012568115,-402.6222624145931
healthy,97.73207562049834,-246.58382206994435,32.768467757016055,-190.64690130758953,297.35419394714916,304.93830733220756,329.18462055838745,-517.7804458901521,790.3095660356137,35.82373485061599
healthy,23.97330325274022,-242.2678993551413,78.9251709328995,-135.98760768459164,297.35419394714916,304.93830733220756,329.18462055838745,-517.8235369964939,-276.9738298782232,91.09101308942431
c,215.96606919369478,1709.1303779532582,-44.70686712686224,605.5483424701455,-694.2709948573702,-686.6868814723291,-662.440568245946,1481.4153790226776,1665.7391062935062,-481.9278834896653
c,207.22708943986908,1708.083783761621,-52.10221312121129,650.8354725830726,-698.9110703759386,-691.3269569909021,-665.1725005122873,1481.4296049040445,1315.8059569152697,-486.0996702713471
c,202.7175583487686,1707.9914122848118,-47.31121235873398,690.8253436902338,-699.7350328681803,-692.1509194831895,-665.4799826970889,1481.5061810971442,1219.6319332485423,-486.27995897996163
c,218.2614923559928,1706.412184847594,-55.33708336059147,638.8131572574471,-697.4041886258385,-689.820075241088,-662.8010662438479,1481.4831026956138,1219.5286859717767,-484.0907402403524
c,217.40497832240203,1708.292239119994,-46.19246279211647,631.932554092671,-698.359290984979,-690.775177599746,-665.3705571352331,1481.4251965275273,1218.4566070635706,-485.2753014800278
healthy,246.35992936655492,562.7503904936939,285.70553728484646,-93.12061033158649,297.35419394714916,304.93830733220756,329.18462055838745,-517.7174639528891,-268.79175882802656,177.29133007228512
healthy,93.88345169710921,-250.75648460562473,-7.034806470219985,-95.18461069696049,297.35419394714916,304.93830733220756,329.18462055838745,-517.8045663750362,-276.1629739406366,177.21607590754064
healthy,75.43148857837389,-226.46468425818472,-10.229560319476066,-90.96365193256,265.5636341255946,304.93830733220756,329.18462055838745,-517.8076936748284,716.4943641015785,177.59792538192573
c,220.35907768993934,1667.8999102126768,-58.88786397096673,621.890477354297,-691.0334819135693,-683.4493685283824,-659.2030553026369,1481.3693320580878,1219.4571643682057,-480.4818366159305
c,212.28080509006344,1649.5483533942393,-43.83044067678302,605.0356850256592,-694.296763115416,-686.7126497300311,-662.4663365040476,1481.4280129131885,1219.671552872364,-483.01379023318145
c,98.74222604251466,710.704753635579,-63.42794555191481,719.724169715048,-696.075697675405,-688.4915842906009,-664.2452710642401,-517.0032176663394,465.9477793882779,-359.1326539017722
c,217.80900573108676,1675.1035022600279,-63.02587206106382,610.2766381506168,-698.4481629295674,-690.864049544785,-666.6177363182201,1481.3573406781902,1218.4225695251748,-486.0631224075629
c,217.9340157818073,1673.7413872616385,-62.13314046835552,610.1174172317407,-699.1572285643256,-691.5731151792833,-667.3268019530376,1481.387056694812,1219.2422025681622,-486.619794039167
healthy,21.284423589076916,1699.4323498864164,-74.32027098749002,-184.99303697804777,-696.2923670287698,-688.7082536436244,-664.461940417373,-166.878029500749,-265.6878079465749,-405.4811737044103
healthy,135.92265767765545,1552.644693389406,-48.7671203802781,-72.82057847401889,-699.3534282941437,-691.7693149090885,-667.5006304291437,-517.5434566582924,739.8162198002548,-320.65584857934414
healthy,121.76551404574823,-258.8764250587631,25.97770130458782,-92.38048916935588,297.35419394714916,304.93830733220756,329.18462055838745,-517.8129354543173,-272.2387806986751,177.08900224001337
c,216.14472573869696,1705.535621845308,-63.93883762427427,588.0896158740923,-697.9763754163307,-690.3922620314834,-666.145948805215,1481.159296036605,1216.6037866940715,-483.59044878510394
c,134.47112859257274,1638.755970952588,-49.3491607657647,692.6811442072892,-696.1862946400454,-688.6021812553618,-663.9237147210717,-517.1228123829981,-267.7118268984695,-396.8884115420874
c,56.00694927954619,-170.34181242447625,-44.82493652990597,697.8597838584808,-641.6219277472306,-645.4613831154609,-609.7915011338259,-517.1225571505315,-270.2842373147081,-351.18178584023633
c,223.0042373612967,1706.5030865884216,-49.31088811198547,625.9845540933998,-697.9973071298019,-690.413193744518,-666.166880518408,1481.0083121291298,1593.5198850116585,-464.85431037935496
