Factors,Extracellular exchange,"Glycine, serine, alanine, and threonine metabolism",Lysine metabolism,Tyrosine metabolism,Ubiquinone synthesis,Sphingolipid metabolism,Blood group synthesis,Fatty acid oxidation,Aminosugar metabolism,Nucleotide interconversion,Pentose phosphate pathway,Glycerophospholipid metabolism,Pyrimidine catabolism,Fatty acid synthesis,Galactose metabolism,Fructose and mannose metabolism,Purine catabolism,Drug metabolism
healthy,142.45142813581813,-295.4098976064843,1300.538453126434,553.178426334462,553.1784263344058,-153.96055455140512,-0.763529918187788,-237.46741275826454,697.5202009518831,-210.924465939673,87.80007227893503,-264.49213827128546,-1.3733422915895632,-521.8681422056377,104.14851531003774,-311.0344446341807,685.4401277034781,-87.92951599272838
healthy,143.98924938097048,-295.9580005912711,1300.975186564388,553.1194950504561,553.1194950504566,45.406564737716316,-0.8121178934313693,-237.6481966432228,696.1190102408885,242.69632808125797,87.50684734997097,68.00219314694401,-1.3852999290419357,-522.234967294216,104.14851531003774,-319.73828595734346,626.955104179004,59.387506454174684
healthy,154.91271694643677,-295.2553451338791,1299.565582058437,552.9843753740148,552.9843753740787,44.33876049493982,-0.6500878677783535,-274.42575622007206,697.7354025864395,-212.3343477370116,87.6708572823465,-264.6260057380499,-1.3555334101911862,-522.024178903128,104.14851531003774,-319.47517992742513,682.993939210192,-90.27394576792585
healthy,36.11021104633242,1659.829356928617,-663.9691464265561,-1444.716392090183,-1444.7163920901994,43.6363594296055,0.31041690515234804,-252.45314933982772,-1300.491855206829,454.19160531962905,86.62782425250776,232.82299703202438,-1.2913857072846335,-520.4351616597912,104.14851531003774,1007.4740137833651,684.9348689706911,23.65876718710507
healthy,183.32817978231105,-296.2021014136253,1312.3936463660195,553.6453586610274,553.6453586610193,-152.06966878191832,-0.7126122045217813,-124.17034061791135,695.7331875880955,-210.6512787901302,87.45588761065554,-261.22576778679036,-1.4333586654333326,-280.6894116183504,104.14851531003774,-308.53588954985963,675.8707920172825,-14.77871953760292
healthy,-223.28104694913986,457.75799168645534,-668.3022843501866,-1444.300194087287,-1444.3001940872732,44.11581725297697,0.7183320105210231,664.8338377226838,-1300.2950681293926,784.6972255653901,-407.56511205154607,395.1971626790958,-1.1492338100452466,1469.33840736628,104.14851531003774,1012.418194741652,-309.7905987141331,61.070945655851006
healthy,146.05777344450675,-293.0741310261021,1305.2482889772075,553.2362617532349,553.2362617532356,-142.03072941925126,-0.6070837111364207,-237.2386636545766,697.7463571632888,-209.64253617715625,87.53347188066454,164.58313004346314,0.10764714543159837,-521.8315501924993,104.14851531003774,-318.83558309056616,689.7111848926464,60.24687252660993
healthy,-478.43838691089576,-287.4728032728303,-668.2765799978081,551.2699791127569,551.2699791128848,49.42223716564065,0.8515496203475659,727.218115580465,-1300.4444028688245,784.6972255653901,-409.87817416192746,-50.85125270369069,-1.2993100021580526,1471.2160198833676,-894.2679481738443,1010.5109272558981,-309.4064004322748,-84.85890391570369
healthy,163.44690201622535,-276.65495894611746,1286.878895013529,553.7775855946358,553.7775855946272,-153.15267816621287,0.13375586300691872,-200.97124150927417,696.8067942149428,-211.59095728431114,87.10284095352054,-262.64904336554343,3.9542590837327785,-443.88155034893185,104.14851531003774,-312.9649203533864,-286.64063812193854,64.1555694160569
healthy,466.54381119290355,-295.9017255742466,1252.0822736206646,553.5909093213276,553.5909093213766,43.569230305949375,-0.6739022488995863,-236.06103552526227,-1299.3451474237756,-211.56518047013893,87.23249033913478,178.46089488072843,1.2231623047928784,-520.104682040022,104.14851531003774,-188.9123447076888,190.6359999185623,60.005865855215575
