framework,version,device,op_name,node_num,kernel_source,hidden_size,num_token,num_topk,num_experts,dispatch_sms,dispatch_transmit_us,dispatch_notify_us,combine_sms,combine_transmit_us,combine_notify_us
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1,8,256,12,27.97,33.4,12,50.03,34.43
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1,8,256,16,26.63,29.47,16,51.17,32.4
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1,8,256,20,26.83,31.63,20,50.93,33.13
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1,8,256,24,27.3,29.8,24,50.87,34.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,4,29.47,64.37,4,51.37,37.33
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,8,31.17,32.23,8,50.8,40.87
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,12,30.37,30.83,12,51.17,38.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,16,27.13,30.1,16,49.83,33.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,20,27.33,29.6,20,49.9,33.9
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2,8,256,24,27.7,29.57,24,49.53,34.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,4,31.03,32.17,4,57.27,37.5
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,8,29.63,46.1,8,53.1,38.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,12,30.2,31.9,12,52.6,36.6
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,16,27.53,28.8,16,52.43,32.97
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,20,27.63,30.5,20,52.47,48.77
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4,8,256,24,28.03,29.3,24,52.87,32.3
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,4,34.97,31.73,4,68.1,41.03
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,8,32.53,33.67,8,58.77,42.9
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,12,32.07,31.8,12,58.6,39.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,16,28.07,29.67,16,53.07,33.53
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,20,28.17,29.97,20,52.67,44.4
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8,8,256,24,28.73,29.53,24,53.2,35.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,4,39.27,31.93,4,80.6,42.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,8,35.5,33.7,8,63.6,43.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,12,33.33,32.4,12,59.7,41.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,16,30.73,29.23,16,58.07,33.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,20,30.9,30.1,20,58.53,34.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,12,8,256,24,29.13,48.0,24,54.83,33.07
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,4,44.77,35.13,4,96.53,39.8
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,8,36.0,35.9,8,73.13,40.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,12,34.63,33.1,12,68.43,37.3
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,16,31.13,29.93,16,61.4,31.7
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,20,31.13,30.23,20,61.47,32.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16,8,256,24,31.13,30.53,24,61.97,31.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,4,54.83,34.4,4,123.0,36.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,8,43.2,34.53,8,88.23,43.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,12,39.43,33.13,12,77.4,39.4
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,16,33.93,29.47,16,68.5,30.5
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,20,34.03,29.5,20,69.03,33.17
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,24,8,256,24,32.5,31.0,24,64.57,30.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,4,63.87,34.37,4,148.6,39.9
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,8,50.3,37.73,8,103.83,45.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,12,46.43,30.83,12,92.73,40.07
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,16,37.1,30.37,16,76.77,30.53
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,20,36.83,30.57,20,77.0,30.97
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32,8,256,24,35.23,30.3,24,71.1,31.17
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,4,81.97,32.23,4,175.63,55.03
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,8,59.7,36.23,8,127.17,50.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,12,53.23,35.47,12,105.0,48.03
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,16,43.07,29.43,16,91.73,30.47
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,20,40.83,30.57,20,86.97,31.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,48,8,256,24,39.9,29.6,24,82.0,45.17
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,4,98.17,33.13,4,221.77,44.77
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,8,70.07,35.87,8,148.83,46.33
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,12,63.9,36.83,12,121.6,53.27
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,16,50.23,29.6,16,106.93,31.37
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,20,47.27,29.8,20,101.53,31.03
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,64,8,256,24,44.47,34.87,24,97.13,40.77
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,4,125.9,33.9,4,299.87,52.2
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,8,86.83,38.27,8,192.17,53.43
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,12,79.2,34.97,12,149.9,64.2
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,16,60.7,32.4,16,137.73,46.03
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,20,57.47,32.2,20,126.53,33.97
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,96,8,256,24,52.07,30.9,24,118.67,31.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,4,158.9,33.97,4,390.87,50.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,8,102.43,35.1,8,227.37,85.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,12,92.5,34.5,12,186.13,64.47
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,16,70.13,31.2,16,153.53,31.17
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,20,64.3,30.87,20,150.93,33.6
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,128,8,256,24,61.4,38.17,24,142.4,33.77
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,4,185.1,38.57,4,466.17,55.37
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,8,120.0,38.53,8,275.17,85.07
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,12,105.5,38.43,12,217.13,75.53
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,16,77.87,31.83,16,178.03,32.4
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,20,71.53,32.67,20,165.3,29.57
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,160,8,256,24,68.93,32.3,24,163.97,33.57
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,4,278.83,32.93,4,675.7,76.63
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,8,176.13,33.23,8,394.33,60.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,12,149.03,33.63,12,293.4,82.07
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,16,104.07,30.27,16,236.47,42.17
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,20,94.37,31.17,20,212.63,34.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,256,8,256,24,87.97,31.03,24,199.67,35.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,4,511.1,41.57,4,1305.0,101.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,8,305.4,39.73,8,691.17,93.43
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,12,253.6,63.5,12,507.33,120.3
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,16,171.93,33.8,16,401.07,51.6
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,20,152.17,34.97,20,349.33,38.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,512,8,256,24,138.9,35.57,24,318.27,37.7
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,4,970.83,44.6,4,2486.0,90.2
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,8,561.83,43.5,8,1341.0,61.13
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,12,452.8,113.0,12,931.73,120.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,16,301.27,38.6,16,728.43,48.7
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,20,258.0,37.1,20,612.63,54.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,1024,8,256,24,235.4,52.23,24,540.77,46.7
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,4,1885.0,46.13,4,4835.0,109.37
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,8,1054.0,55.6,8,2520.0,116.93
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,12,845.83,198.63,12,1714.0,251.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,16,546.0,37.67,16,1349.0,56.87
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,20,459.83,39.5,20,1114.0,71.47
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,2048,8,256,24,412.33,35.5,24,949.13,62.37
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,4,3674.0,55.6,4,9394.0,187.93
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,8,2007.0,72.93,8,4867.0,122.57
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,12,1725.0,215.67,12,3323.0,329.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,16,1021.0,54.13,16,2560.0,44.33
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,20,843.5,49.73,20,2099.0,50.53
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,4096,8,256,24,748.87,56.1,24,1777.0,50.07
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,4,7290.0,61.8,4,18457.0,332.9
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,8,3937.0,57.73,8,9391.0,254.3
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,12,3565.0,193.9,12,6379.0,628.4
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,16,1958.0,47.37,16,4856.0,111.93
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,20,1609.0,49.8,20,3928.0,132.83
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,8192,8,256,24,1414.0,47.3,24,3338.0,82.1
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,4,14472.0,64.93,4,36376.0,629.77
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,8,7761.0,70.47,8,18425.0,324.2
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,12,7205.0,190.13,12,12438.0,1492.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,16,3835.0,49.27,16,9433.0,174.57
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,20,3162.0,50.3,20,7624.0,182.3
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,16384,8,256,24,2740.0,56.97,24,6407.0,203.87
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,4,28873.0,66.57,4,72342.0,1281.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,8,15410.0,75.53,8,36560.0,651.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,12,14482.0,196.93,12,24890.0,2540.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,16,7588.0,58.17,16,18625.0,329.43
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,20,6301.0,57.87,20,14980.0,287.7
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,32768,8,256,24,5494.0,65.2,24,12514.0,228.43
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,4,57670.0,51.0,4,144038.0,2557.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,8,30718.0,59.97,8,72426.0,1295.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,12,29070.0,190.63,12,51476.0,2558.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,16,15077.0,68.0,16,36572.0,653.73
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,20,12630.0,59.97,20,29404.0,572.23
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,65536,8,256,24,11181.0,63.93,24,24667.0,490.67
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,4,115268.0,58.13,4,286974.0,5126.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,8,61328.0,59.37,8,144034.0,2571.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,12,58196.0,177.7,12,104781.0,2639.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,16,30101.0,47.07,16,72697.0,1315.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,20,24976.0,56.67,20,58308.0,1056.0
sglang,0.5.0,NVIDIA H200,normal,2,deepep,7168,131072,8,256,24,21931.0,81.43,24,48700.0,929.13
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,4,38.73,52.53,4,61.13,67.73
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,8,38.5,48.73,8,60.83,61.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,12,38.93,49.83,12,60.13,61.33
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,16,38.2,49.7,16,59.8,60.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,20,38.8,49.1,20,60.8,62.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,1,8,256,24,37.8,50.2,24,60.63,60.07
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,4,38.87,49.97,4,59.83,54.57
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,8,39.7,48.77,8,61.6,53.77
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,12,41.7,47.37,12,59.2,54.17
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,16,39.23,51.9,16,59.5,60.43
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,20,38.3,51.33,20,58.9,67.63
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,2,8,256,24,37.5,52.03,24,58.57,54.93
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,4,44.1,48.9,4,68.93,54.47
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,8,40.53,67.2,8,62.5,53.73
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,12,39.4,51.6,12,64.77,51.2
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,16,39.07,56.87,16,64.13,51.53
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,20,39.43,51.3,20,64.03,52.33
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,4,8,256,24,40.67,50.6,24,62.33,55.13
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,4,48.33,51.73,4,88.33,66.6
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,8,44.8,49.33,8,71.1,53.03
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,12,45.0,50.57,12,71.03,79.23
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,16,41.77,57.57,16,64.83,52.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,20,41.93,51.87,20,65.53,51.07
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,8,8,256,24,41.23,52.07,24,64.8,51.1
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,4,55.07,50.67,4,104.3,55.43
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,8,47.97,48.17,8,80.0,56.97
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,12,47.77,48.9,12,74.1,52.03
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,16,44.17,51.73,16,70.07,59.67
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,20,46.43,53.07,20,73.0,52.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,12,8,256,24,41.77,51.67,24,64.1,56.43
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,4,61.0,53.3,4,117.5,61.87
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,8,50.0,51.3,8,86.2,67.4
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,12,48.4,51.37,12,81.37,52.1
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,16,45.67,50.7,16,74.43,52.77
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,20,46.47,53.6,20,74.43,52.67
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,16,8,256,24,46.13,53.13,24,73.83,52.93
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,4,75.13,52.73,4,155.9,61.67
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,8,57.3,49.77,8,110.5,48.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,12,53.23,50.47,12,92.8,51.97
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,16,49.73,56.7,16,84.33,53.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,20,50.2,51.0,20,84.67,52.8
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,24,8,256,24,47.73,51.0,24,79.6,54.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,4,88.9,52.97,4,175.67,75.97
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,8,66.87,53.77,8,124.6,60.87
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,12,59.33,51.13,12,111.77,50.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,16,53.93,51.27,16,97.2,53.83
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,20,53.93,53.6,20,98.0,55.73
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,32,8,256,24,51.1,51.37,24,91.7,52.17
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,4,109.53,55.77,4,230.2,84.07
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,8,82.3,51.2,8,154.2,57.47
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,12,72.97,53.47,12,136.57,54.3
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,16,63.53,52.5,16,124.8,57.0
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,20,58.87,54.9,20,116.7,53.23
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,48,8,256,24,57.3,53.77,24,114.3,51.43
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,4,132.33,52.5,4,281.97,68.1
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,8,95.33,69.57,8,186.8,59.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,12,86.13,52.7,12,163.27,52.17
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,16,77.0,60.53,16,152.17,51.87
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,20,75.17,51.0,20,143.53,54.77
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,64,8,256,24,70.83,52.23,24,139.3,52.4
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,4,169.83,55.57,4,384.77,75.2
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,8,117.73,52.93,8,250.93,55.0
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,12,104.0,52.87,12,200.47,67.57
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,16,98.5,54.93,16,189.53,53.1
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,20,93.93,53.63,20,188.37,48.87
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,96,8,256,24,86.13,54.13,24,182.83,51.97
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,4,207.67,54.43,4,518.1,49.9
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,8,138.83,53.97,8,293.57,78.5
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,12,124.27,67.6,12,241.67,58.9
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,16,114.97,56.13,16,217.03,57.47
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,20,106.9,57.4,20,217.47,53.97
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,128,8,256,24,103.03,54.7,24,212.87,55.47
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,4,240.97,60.8,4,604.93,83.87
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,8,158.0,57.27,8,361.47,77.57
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,12,138.87,53.13,12,280.43,71.37
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,16,129.0,54.47,16,249.23,56.77
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,20,121.53,55.43,20,245.43,56.57
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,160,8,256,24,117.63,56.4,24,238.5,59.23
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,256,8,256,4,352.5,58.23,4,870.63,116.47
sglang,0.5.0,NVIDIA H200,normal,4,deepep,7168,256,8,256,8,220.83,55.87,8,511.23,72.13
