framework,version,device,op_name,kernel_source,quant_type,num_token,hidden_size,intermediate_size,avg_ms
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,1,7168,2048,0.041116800904273984
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,2,7168,2048,0.04074240028858185
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,4,7168,2048,0.036329600214958194
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,8,7168,2048,0.035760000348091125
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,16,7168,2048,0.03381119966506958
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,32,7168,2048,0.033792001008987424
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,64,7168,2048,0.025379198789596557
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,128,7168,2048,0.03163520097732544
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,256,7168,2048,0.041580799221992495
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,512,7168,2048,0.05878400206565857
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,1024,7168,2048,0.09769920110702515
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,2048,7168,2048,0.17905280590057374
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,4096,7168,2048,0.320796799659729
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,8192,7168,2048,0.6243872165679931
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,16384,7168,2048,1.2174400329589843
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,32768,7168,2048,2.389360046386719
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,65536,7168,2048,4.680198287963867
SGLang,0.5.6.post2,NVIDIA H200 NVL,mlp,deepseek_v3,fp8_block,131072,7168,2048,9.313884735107422
