framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,4,1,0,0.11015360355377198
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,8,1,0,0.11026879549026489
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,16,1,0,0.11046080589294434
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,32,1,0,0.12006720304489135
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,128,1,4,1,0,0.10929280519485474
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,64,1,0,0.11776959896087646
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,128,1,8,1,0,0.10952639579772949
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,128,1,0,0.11637439727783203
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,128,1,16,1,0,0.10915199518203736
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,256,1,0,0.11688640117645263
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,64,1,4,1,0,0.07845759987831116
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,128,1,32,1,0,0.10903680324554443
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,flashinfer,fp8_block,fp8,128,1,512,1,0,0.11576319932937622
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,32,1,4,1,0,0.06051200032234192
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,16,1,4,1,0,0.04546880125999451
SGLang,0.5.6.post2,NVIDIA H200 NVL,mla_generation,fa3,fp8_block,fp8,64,1,8,1,0,0.07823039889335633
