adcode,name,longitude,latitude
130000000000,河北省,114.530235,38.037433
230000000000,黑龙江省,126.661665,45.742366
210000000000,辽宁省,123.431382,41.836175
150000000000,内蒙古自治区,111.76629,40.81739
140000000000,山西省,112.562678,37.873499
650000000000,新疆维吾尔自治区,87.627704,43.793026
620000000000,甘肃省,103.826447,36.05956
360000000000,江西省,115.81635,28.63666
350000000000,福建省,119.295143,26.100779
630000000000,青海省,101.780268,36.620939
610000000000,陕西省,108.954347,34.265502
510000000000,四川省,104.075809,30.651239
410000000000,河南省,113.753394,34.765869
520000000000,贵州省,106.70546,26.600055
710000000000,台湾省,121.509062,25.044332
540000000000,西藏自治区,91.117525,29.647535
500000000000,重庆市,106.551643,29.562849
120000000000,天津市,117.200983,39.084158
450000000000,广西壮族自治区,108.327546,22.815478
330000000000,浙江省,120.152585,30.266597
460000000000,海南省,110.349228,20.017377
820000000000,澳门特别行政区,113.543028,22.186835
810000000000,香港特别行政区,114.171203,22.277468
440000000000,广东省,113.26641,23.132324
990000000000,苏鲁交界,,
340000000000,安徽省,117.329949,31.733806
430000000000,湖南省,112.9836,28.112743
110000000000,北京市,116.407394,39.904211
640000000000,宁夏回族自治区,106.259126,38.472641
220000000000,吉林省,125.32568,43.897016
420000000000,湖北省,114.341745,30.546557
370000000000,山东省,117.019915,36.671156
310000000000,上海市,121.473662,31.230372
320000000000,江苏省,118.762765,32.060875
530000000000,云南省,102.710002,25.045806
130100000000,石家庄市,114.514793,38.042228
232700000000,大兴安岭地区,124.711526,52.335262
210500000000,本溪市,123.685142,41.486981
211300000000,朝阳市,120.450879,41.573762
210600000000,丹东市,124.35445,40.000787
210400000000,抚顺市,123.957208,41.880872
210900000000,阜新市,121.670273,42.021602
211400000000,葫芦岛市,120.836939,40.71104
210700000000,锦州市,121.126846,41.095685
211100000000,盘锦市,122.170584,40.719847
211200000000,铁岭市,123.726035,42.223828
210800000000,营口市,122.219458,40.625364
210300000000,鞍山市,122.994329,41.108647
210200000000,大连市,121.614848,38.914086
211000000000,辽阳市,123.236974,41.267794
150800000000,巴彦淖尔市,107.387657,40.743213
150200000000,包头市,109.953504,40.621157
150700000000,呼伦贝尔市,119.765558,49.211576
150500000000,通辽市,122.243444,43.652889
152500000000,锡林郭勒盟,116.048222,43.933454
150100000000,呼和浩特市,111.749995,40.842356
152900000000,阿拉善盟,105.728957,38.851921
140300000000,阳泉市,113.580519,37.856971
652800000000,巴音郭楞蒙古自治州,86.145297,41.764115
652700000000,博尔塔拉蒙古自治州,82.066363,44.906039
652300000000,昌吉回族自治州,87.308224,44.011182
650500000000,哈密市,93.515224,42.819541
653200000000,和田地区,79.922211,37.114157
653100000000,喀什地区,75.989741,39.47046
654200000000,塔城地区,82.980316,46.745364
654300000000,阿勒泰地区,88.141253,47.844924
620500000000,天水市,105.724979,34.580885
621100000000,定西市,104.592225,35.606978
621000000000,庆阳市,107.643571,35.70898
623000000000,甘南藏族自治州,102.910995,34.983409
620900000000,酒泉市,98.493927,39.732795
620700000000,张掖市,100.449913,38.925548
620300000000,金昌市,102.188117,38.520717
620600000000,武威市,102.638201,37.928267
620100000000,兰州市,103.834303,36.061089
620400000000,白银市,104.138771,36.545261
620800000000,平凉市,106.665061,35.542606
621200000000,陇南市,104.960851,33.37068
360200000000,景德镇市,117.178222,29.268945
350900000000,宁德市,119.547932,26.665617
632200000000,海北藏族自治州,100.900997,36.954413
630200000000,海东市,102.104287,36.502039
632500000000,海南藏族自治州,100.622692,36.296529
632800000000,海西蒙古族藏族自治州,97.369751,37.377139
632300000000,黄南藏族自治州,102.015248,35.519548
630100000000,西宁市,101.778223,36.617134
632600000000,果洛藏族自治州,100.244808,34.471431
632700000000,玉树藏族自治州,97.091934,33.011674
610600000000,延安市,109.494112,36.651381
610800000000,榆林市,109.734474,38.285369
610200000000,铜川市,108.945019,34.897887
510800000000,广元市,105.843357,32.435435
511900000000,巴中市,106.747477,31.867903
511700000000,达州市,107.467758,31.209121
510700000000,绵阳市,104.679004,31.467459
511500000000,宜宾市,104.642845,28.752134
511400000000,眉山市,103.848403,30.076994
