id,date,depth,temperature,flag,dataset_id,borehole_id,site_id
13256690,2008-01-01,0.0,2.94,,2128,662,124
13256691,2008-01-02,0.0,0.88,,2128,662,124
13256692,2008-01-03,0.0,3.64,,2128,662,124
13256693,2008-01-04,0.0,4.8,,2128,662,124
13256694,2008-01-05,0.0,4.84,,2128,662,124
13256695,2008-01-06,0.0,0.49,,2128,662,124
13256696,2008-01-07,0.0,-1.04,,2128,662,124
13256697,2008-01-08,0.0,-0.17,,2128,662,124
13256698,2008-01-09,0.0,1.66,,2128,662,124
13256699,2008-01-10,0.0,-0.19,,2128,662,124
13256700,2008-01-11,0.0,0.29,,2128,662,124
13256701,2008-01-12,0.0,1.25,,2128,662,124
13256702,2008-01-13,0.0,-0.67,,2128,662,124
13256703,2008-01-14,0.0,0.57,,2128,662,124
13256704,2008-01-15,0.0,0.58,,2128,662,124
13256705,2008-01-16,0.0,1.37,,2128,662,124
13256706,2008-01-17,0.0,5.23,,2128,662,124
13256707,2008-01-18,0.0,1.81,,2128,662,124
13256708,2008-01-19,0.0,2.52,,2128,662,124
13256709,2008-01-20,0.0,2.32,,2128,662,124
13256710,2008-01-21,0.0,1.67,,2128,662,124
13256711,2008-01-22,0.0,3.41,,2128,662,124
13256712,2008-01-23,0.0,2.93,,2128,662,124
13256713,2008-01-24,0.0,-0.86,,2128,662,124
13256714,2008-01-25,0.0,-0.9,,2128,662,124
13256715,2008-01-26,0.0,0.77,,2128,662,124
13256716,2008-01-27,0.0,-0.93,,2128,662,124
13256717,2008-01-28,0.0,-1.02,,2128,662,124
13256718,2008-01-29,0.0,-0.1,,2128,662,124
13256719,2008-01-30,0.0,-0.73,,2128,662,124
13256720,2008-01-31,0.0,0.42,,2128,662,124
13256721,2008-02-01,0.0,1.83,,2128,662,124
13256722,2008-02-02,0.0,1.54,,2128,662,124
13256723,2008-02-03,0.0,0.15,,2128,662,124
13256724,2008-02-04,0.0,0.23,,2128,662,124
13256725,2008-02-05,0.0,-1.13,,2128,662,124
13256726,2008-02-06,0.0,1.61,,2128,662,124
13256727,2008-02-07,0.0,-0.1,,2128,662,124
13256728,2008-02-08,0.0,-1.34,,2128,662,124
13256729,2008-02-09,0.0,-1.9,,2128,662,124
13256730,2008-02-10,0.0,-0.64,,2128,662,124
13256731,2008-02-11,0.0,-0.55,,2128,662,124
13256732,2008-02-12,0.0,-2.91,,2128,662,124
13256733,2008-02-13,0.0,-2.97,,2128,662,124
13256734,2008-02-14,0.0,-3.5,,2128,662,124
