nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
half,2,1024,NCCL,all_gather,0.00614
half,2,2048,NCCL,all_gather,0.00614
half,2,4096,NCCL,all_gather,0.0068200000000000005
half,2,8192,NCCL,all_gather,0.00744
half,2,16384,NCCL,all_gather,0.0077
half,2,32768,NCCL,all_gather,0.00771
half,2,65536,NCCL,all_gather,0.00807
half,2,131072,NCCL,all_gather,0.00833
half,2,262144,NCCL,all_gather,0.010369999999999999
half,2,524288,NCCL,all_gather,0.012060000000000001
half,2,1048576,NCCL,all_gather,0.0188
half,2,2097152,NCCL,all_gather,0.02758
half,2,4194304,NCCL,all_gather,0.03691
half,2,8388608,NCCL,all_gather,0.05597
half,2,16777216,NCCL,all_gather,0.09324
half,2,33554432,NCCL,all_gather,0.15940000000000001
half,2,67108864,NCCL,all_gather,0.2939
half,2,134217728,NCCL,all_gather,0.5571
half,2,268435456,NCCL,all_gather,1.0693
half,4,1024,NCCL,all_gather,0.00789
half,4,2048,NCCL,all_gather,0.00777
half,4,4096,NCCL,all_gather,0.00807
half,4,8192,NCCL,all_gather,0.00928
half,4,16384,NCCL,all_gather,0.009519999999999999
half,4,32768,NCCL,all_gather,0.01158
half,4,65536,NCCL,all_gather,0.01017
half,4,131072,NCCL,all_gather,0.00984
half,4,262144,NCCL,all_gather,0.01247
half,4,524288,NCCL,all_gather,0.01504
half,4,1048576,NCCL,all_gather,0.021140000000000003
half,4,2097152,NCCL,all_gather,0.0376
half,4,4194304,NCCL,all_gather,0.04642
half,4,8388608,NCCL,all_gather,0.06831999999999999
half,4,16777216,NCCL,all_gather,0.1108
half,4,33554432,NCCL,all_gather,0.19469999999999998
half,4,67108864,NCCL,all_gather,0.3509
half,4,134217728,NCCL,all_gather,0.6658999999999999
half,4,268435456,NCCL,all_gather,1.2855999999999999
half,8,1024,NCCL,all_gather,0.01234
half,8,2048,NCCL,all_gather,0.01114
half,8,4096,NCCL,all_gather,0.01136
half,8,8192,NCCL,all_gather,0.0128
half,8,16384,NCCL,all_gather,0.01447
half,8,32768,NCCL,all_gather,0.016120000000000002
half,8,65536,NCCL,all_gather,0.01507
half,8,131072,NCCL,all_gather,0.01499
half,8,262144,NCCL,all_gather,0.01516
half,8,524288,NCCL,all_gather,0.018760000000000002
half,8,1048576,NCCL,all_gather,0.02524
half,8,2097152,NCCL,all_gather,0.03591
half,8,4194304,NCCL,all_gather,0.04547
half,8,8388608,NCCL,all_gather,0.0681
half,8,16777216,NCCL,all_gather,0.12830000000000003
half,8,33554432,NCCL,all_gather,0.2099
half,8,67108864,NCCL,all_gather,0.3867
half,8,134217728,NCCL,all_gather,0.7313999999999999
half,8,268435456,NCCL,all_gather,1.4178
half,2,1024,NCCL,alltoall,0.00685
half,2,2048,NCCL,alltoall,0.006980000000000001
half,2,4096,NCCL,alltoall,0.00735
half,2,8192,NCCL,alltoall,0.008320000000000001
half,2,16384,NCCL,alltoall,0.00852
half,2,32768,NCCL,alltoall,0.00835
half,2,65536,NCCL,alltoall,0.00897
half,2,131072,NCCL,alltoall,0.00872
half,2,262144,NCCL,alltoall,0.010539999999999999
half,2,524288,NCCL,alltoall,0.01385
half,2,1048576,NCCL,alltoall,0.01591
half,2,2097152,NCCL,alltoall,0.020350000000000004
half,2,4194304,NCCL,alltoall,0.03025
half,2,8388608,NCCL,alltoall,0.05138
half,2,16777216,NCCL,alltoall,0.08161
half,2,33554432,NCCL,alltoall,0.1422
half,2,67108864,NCCL,alltoall,0.2592
half,2,134217728,NCCL,alltoall,0.49210000000000004
