"filename", "language", "YAML", "Python", "SQLite", "Shell Script", "TypeScript", "TypeScript JSX", "Ini", "CSS", "Docker", "HTML", "Makefile", "XML", "toml", "pip requirements", "comment", "blank", "total"
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/alembic.ini", "Ini", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 25, 118
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/alembic/env.py", "Python", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 25, 94
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/alembic/versions/209efbed60a4_add_langgraph_checkpointer_tables.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 30
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/alembic/versions/eb0488e04b85_initial_schema.py", "Python", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 65
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/alembic/versions/f72298d0b136_add_is_pinned_to_conversations.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 29
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/__init__.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/config.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 61
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/database.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 50
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/main.py", "Python", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 36, 156
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/rag/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/rag/mcp_proxy.py", "Python", 0, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 81, 515
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/rag/models.py", "Python", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 50
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/rag/router.py", "Python", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 77, 387
"/Users/timkitchens/projects/ai-projects/rag-memory/backend/app/rag/schemas.py", "Python", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35, 112
