Factors,Extracellular exchange,Beta-Alanine metabolism,"Glycine, serine, alanine, and threonine metabolism",Methionine and cysteine metabolism,Tyrosine metabolism,Urea cycle,Nucleotide interconversion,Glycolysis/gluconeogenesis,Pentose phosphate pathway,Miscellaneous,Vitamin C metabolism,ROS detoxification,Glycerophospholipid metabolism,Pyrimidine catabolism,Intracellular demand,Heparan sulfate degradation,Inositol phosphate metabolism,Purine catabolism,Drug metabolism
c,304.43783161164674,107.70190336309685,476.5282607274572,718.9737907280357,-603.1939676745928,-3.785582474120421,275.41985313211745,1199.7894249624046,-455.9729586730026,-429.3997743211955,2.2889423689775867e-10,-129.89777483927207,291.9600424526417,54.39908465931675,-197.03245089232604,-5.597356749195276,-296.81707636694995,607.9193945317686,-243.99013008730182
c,297.5908861211368,108.31446862790264,470.07123036610363,-467.41057649432537,1017.6741616420202,3.0962203505359263,-378.70510160787256,1189.3370482748514,515.1180297644474,450.59266851913196,-3.1889157980913296e-11,-622.3262508525974,-694.7536319260851,53.25984135345468,247.69948228102896,-3.1873335163058893,-791.6338805487235,615.7321073189486,-1229.3625385618598
c,301.3013437131185,108.12307639354927,477.603383705062,251.0080916354828,302.28204161488077,-0.45580831695349744,256.48908517453964,1200.864547940041,-373.69322468775067,-352.88750395019116,1.389821591146756e-11,-625.3517038014324,277.2766814474685,-425.7842330890748,250.6296555949345,-4.368150191898385,901.1656839618324,592.273406942898,-1234.298320183695
c,303.606440374011,107.49649367334538,474.92666825459673,-491.80990337739604,351.22113538746765,-5.5943949545953195,280.25972110555807,1198.187832489642,-443.1752284368994,-323.92188225176926,1.3301360013429075e-11,-627.1379881688706,546.0412515781352,53.500963245382,-209.56227689388453,-4.207538863877433,950.1469592806499,611.6769638255104,-1237.834068430531
c,237.40255605576536,107.49166615397357,475.8426491859121,-4.884238035556763,150.25801825046932,-4.616359492858184,-381.5134367489732,1196.870051102078,522.5063732309575,307.6222946697444,-3.1889157980913296e-11,-626.9954596030002,-856.902343710195,52.630419374170025,-180.88412568270013,40.866236727889095,-796.5170155718005,606.8391705210146,-1236.1325292385065
c,193.72587095621125,108.30229764542622,472.8484067842363,-492.26206865548625,351.22113538746765,-6.303020015391109,-377.68281975053213,1190.2963261036339,514.3868182646527,350.5762687860441,-3.1889157980913296e-11,-128.98966361911584,-693.3567328441852,53.36683929412116,-210.01444217211065,-2.9371201031201633,-794.541166610964,611.9255606772264,-241.5742398187465
c,154.76575838394123,108.93727118575175,475.23474057116346,-471.5246900520842,722.381304476615,-1.3505495636807758,-381.2670774843194,1198.4959048060236,520.1589124367333,350.085896352768,-3.1889157980913296e-11,-128.66438715599156,-698.0308319338551,52.64669409082948,181.88310552052906,-4.668478051578509,-793.5112493687188,608.2138255090546,-242.0536763173846
c,249.47075255951384,108.21811497874975,470.6042752342517,-485.6465030114333,351.22113538746765,-1.7230450691144519,-380.5029212226036,1188.824974010383,520.5811152210171,450.7270781410125,-3.1889157980913296e-11,-624.2441520103574,-447.12228353285724,53.07316368602941,-203.39887652867304,-4.717856450002349,-793.1138360647997,614.7002501032774,-1232.7753584344107
c,216.78348504745077,108.05426008976747,476.1374043088377,-486.860185557979,351.22113538746765,-5.8625807564435615,-49.07927888252468,1199.398568543886,99.98122435893575,-86.94605167345989,-1.1007728062395472e-10,-130.09378242959667,294.9001439643994,53.39886396611522,-204.6125590747808,-3.7595643137175383,-566.7316394302838,605.1559805761104,-243.78247743974157
c,241.14185396705903,108.37677730128465,472.5479583014626,-492.3950475337507,351.22113538746765,-3.571823992330966,254.23386750895727,1195.8091225367402,-402.4054976697855,-506.4203408425894,1.9726087430171901e-10,-129.84317499314272,276.2772603244724,53.13826480519503,-210.14742105077028,-3.9267705239948523,-295.1779911255641,596.7260762523813,-243.28126256658982
c,144.07664368785112,108.74975578835185,474.7426599710057,-492.7315791776472,351.22113538746765,-6.034025096465886,-381.1965725972878,1198.00382420595,549.413369437844,445.3265590431244,-3.1889157980913296e-11,337.53066645810026,-697.3410003971057,53.23142283232875,-210.48395269419063,25.12264275807548,-792.965039616151,611.4713046029445,687.8680112295574
c,354.2905053801312,107.58878837666313,475.86401890705315,719.3551996320984,-609.2127496074945,-2.6366670601446494,-380.6969622671861,1199.125183142214,414.53378663700136,153.73124690458604,-3.1889157980913296e-11,-629.0150054310959,-697.2527292143325,53.151061538884214,240.4452736846253,41.17479140589189,-795.7865013106239,597.3133886973997,-1241.1927786111012
c,320.6413495826077,107.87389436259488,476.32776083933504,-379.0046827327559,351.22113538746765,-2.131544874400735,256.0708153010242,1199.5889250744895,-408.3033280057035,-304.08667254465024,-1.6572698768868577e-10,-624.9160252260566,277.3301052066612,47.522620842902064,-96.7570562511305,-4.052794213865192,949.2538761095101,615.756995837778,-1234.1573164423362
healthy,249.11819497200355,107.84432925123295,478.0945878626851,714.8824457706728,-610.0189121339608,0.7323030633004315,276.7405619510118,1200.6370003165457,-483.44959299050544,-348.2880595215557,-1.3244516594568267e-11,343.75124917655063,292.01966467092376,-144.7387141726963,82.77257503163764,-5.383953024232985,-296.65862134609415,-40.73065891239664,702.1215446841329
