nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
half,2,1024,NCCL,all_gather,0.01055
half,2,1024,NCCL,all_gather,0.011519999999999999
half,2,2048,NCCL,all_gather,0.01016
half,2,4096,NCCL,all_gather,0.01107
half,2,8192,NCCL,all_gather,0.01123
half,2,16384,NCCL,all_gather,0.01328
half,2,32768,NCCL,all_gather,0.01149
half,2,65536,NCCL,all_gather,0.01239
half,2,131072,NCCL,all_gather,0.013859999999999999
half,2,262144,NCCL,all_gather,0.012490000000000001
half,2,524288,NCCL,all_gather,0.014230000000000001
half,2,1048576,NCCL,all_gather,0.016710000000000003
half,2,2097152,NCCL,all_gather,0.024350000000000004
half,2,4194304,NCCL,all_gather,0.031120000000000002
half,2,8388608,NCCL,all_gather,0.037950000000000005
half,2,16777216,NCCL,all_gather,0.05465
half,2,33554432,NCCL,all_gather,0.09595999999999999
half,2,67108864,NCCL,all_gather,0.1704
half,2,134217728,NCCL,all_gather,0.3177
half,2,268435456,NCCL,all_gather,0.6031000000000001
int8,2,2048,NCCL,all_gather,0.01086
int8,2,4096,NCCL,all_gather,0.01132
int8,2,8192,NCCL,all_gather,0.010750000000000001
int8,2,16384,NCCL,all_gather,0.01093
int8,2,32768,NCCL,all_gather,0.01145
int8,2,65536,NCCL,all_gather,0.01245
int8,2,131072,NCCL,all_gather,0.012289999999999999
int8,2,262144,NCCL,all_gather,0.01252
int8,2,524288,NCCL,all_gather,0.013470000000000001
int8,2,1048576,NCCL,all_gather,0.01365
int8,2,2097152,NCCL,all_gather,0.01681
int8,2,4194304,NCCL,all_gather,0.024440000000000003
int8,2,8388608,NCCL,all_gather,0.03108
int8,2,16777216,NCCL,all_gather,0.03789
int8,2,33554432,NCCL,all_gather,0.05464
int8,2,67108864,NCCL,all_gather,0.09611
int8,2,134217728,NCCL,all_gather,0.1708
int8,2,268435456,NCCL,all_gather,0.3172
int8,2,536870912,NCCL,all_gather,0.6028
half,2,1024,NCCL,alltoall,0.03336
half,2,2048,NCCL,alltoall,0.034
half,2,4096,NCCL,alltoall,0.03177
half,2,8192,NCCL,alltoall,0.03197
half,2,16384,NCCL,alltoall,0.033310000000000006
half,2,32768,NCCL,alltoall,0.03195
half,2,65536,NCCL,alltoall,0.03261
half,2,131072,NCCL,alltoall,0.03174
half,2,262144,NCCL,alltoall,0.03244
half,2,524288,NCCL,alltoall,0.032740000000000005
half,2,1048576,NCCL,alltoall,0.03188
half,2,2097152,NCCL,alltoall,0.032049999999999995
half,2,4194304,NCCL,alltoall,0.03433
half,2,8388608,NCCL,alltoall,0.0497
half,2,16777216,NCCL,alltoall,0.06416
half,2,33554432,NCCL,alltoall,0.1252
half,2,67108864,NCCL,alltoall,0.223
half,2,134217728,NCCL,alltoall,0.4142
half,2,268435456,NCCL,alltoall,0.7956000000000001
int8,2,2048,NCCL,alltoall,0.032299999999999995
int8,2,4096,NCCL,alltoall,0.03343
int8,2,8192,NCCL,alltoall,0.03356
int8,2,16384,NCCL,alltoall,0.033729999999999996
int8,2,32768,NCCL,alltoall,0.0319
int8,2,65536,NCCL,alltoall,0.032549999999999996
int8,2,131072,NCCL,alltoall,0.03384
int8,2,262144,NCCL,alltoall,0.0324
int8,2,524288,NCCL,alltoall,0.032
int8,2,1048576,NCCL,alltoall,0.03227000000000001
int8,2,2097152,NCCL,alltoall,0.03386
int8,2,4194304,NCCL,alltoall,0.03182
int8,2,8388608,NCCL,alltoall,0.03251
int8,2,16777216,NCCL,alltoall,0.040119999999999996
int8,2,33554432,NCCL,alltoall,0.07335
int8,2,67108864,NCCL,alltoall,0.1246
int8,2,134217728,NCCL,alltoall,0.22290000000000001
int8,2,268435456,NCCL,alltoall,0.41250000000000003
int8,2,536870912,NCCL,alltoall,0.7948999999999999
half,2,1024,NCCL,reduce_scatter,0.01208
half,2,2048,NCCL,reduce_scatter,0.01137
half,2,4096,NCCL,reduce_scatter,0.01175
half,2,8192,NCCL,reduce_scatter,0.011869999999999999
half,2,16384,NCCL,reduce_scatter,0.01176
half,2,32768,NCCL,reduce_scatter,0.01252
half,2,65536,NCCL,reduce_scatter,0.01191
half,2,131072,NCCL,reduce_scatter,0.0125
half,2,262144,NCCL,reduce_scatter,0.01367
half,2,524288,NCCL,reduce_scatter,0.01393
half,2,1048576,NCCL,reduce_scatter,0.01585
half,2,2097152,NCCL,reduce_scatter,0.02287
half,2,4194304,NCCL,reduce_scatter,0.02936
half,2,8388608,NCCL,reduce_scatter,0.03779
half,2,16777216,NCCL,reduce_scatter,0.055450000000000006
half,2,33554432,NCCL,reduce_scatter,0.1008
half,2,67108864,NCCL,reduce_scatter,0.1846
half,2,134217728,NCCL,reduce_scatter,0.3436
half,2,268435456,NCCL,reduce_scatter,0.6452000000000001
int8,2,2048,NCCL,reduce_scatter,0.0111
int8,2,4096,NCCL,reduce_scatter,0.01112
int8,2,8192,NCCL,reduce_scatter,0.01108
int8,2,16384,NCCL,reduce_scatter,0.01253
int8,2,32768,NCCL,reduce_scatter,0.01133
int8,2,65536,NCCL,reduce_scatter,0.0125
int8,2,131072,NCCL,reduce_scatter,0.012660000000000001
int8,2,262144,NCCL,reduce_scatter,0.01177
int8,2,524288,NCCL,reduce_scatter,0.01316
int8,2,1048576,NCCL,reduce_scatter,0.013300000000000001
int8,2,2097152,NCCL,reduce_scatter,0.016399999999999998
int8,2,4194304,NCCL,reduce_scatter,0.023940000000000003
int8,2,8388608,NCCL,reduce_scatter,0.03145
int8,2,16777216,NCCL,reduce_scatter,0.04134
int8,2,33554432,NCCL,reduce_scatter,0.06056
int8,2,67108864,NCCL,reduce_scatter,0.1139
int8,2,134217728,NCCL,reduce_scatter,0.2092
int8,2,268435456,NCCL,reduce_scatter,0.39189999999999997
int8,2,536870912,NCCL,reduce_scatter,0.7345
half,4,1024,NCCL,all_gather,0.02137
half,4,2048,NCCL,all_gather,0.02288
half,4,4096,NCCL,all_gather,0.0217
half,4,8192,NCCL,all_gather,0.02164
half,4,16384,NCCL,all_gather,0.0227
half,4,32768,NCCL,all_gather,0.023
half,4,65536,NCCL,all_gather,0.02324
half,4,131072,NCCL,all_gather,0.02273
