nccl_dtype,num_gpus,message_size,kernel_source,op_name,latency
half,2,1024,NCCL,all_gather,0.005980000000000001
half,2,2048,NCCL,all_gather,0.00601
half,2,4096,NCCL,all_gather,0.00687
half,2,8192,NCCL,all_gather,0.00735
half,2,16384,NCCL,all_gather,0.00751
half,2,32768,NCCL,all_gather,0.00799
half,2,65536,NCCL,all_gather,0.008220000000000002
half,2,131072,NCCL,all_gather,0.00842
half,2,262144,NCCL,all_gather,0.010400000000000001
half,2,524288,NCCL,all_gather,0.012140000000000001
half,2,1048576,NCCL,all_gather,0.019030000000000002
half,2,2097152,NCCL,all_gather,0.027870000000000002
half,2,4194304,NCCL,all_gather,0.03819
half,2,8388608,NCCL,all_gather,0.0579
half,2,16777216,NCCL,all_gather,0.0958
half,2,33554432,NCCL,all_gather,0.1643
half,2,67108864,NCCL,all_gather,0.2998
half,2,134217728,NCCL,all_gather,0.5615
half,2,268435456,NCCL,all_gather,1.0760999999999998
half,4,1024,NCCL,all_gather,0.00784
half,4,2048,NCCL,all_gather,0.00809
half,4,4096,NCCL,all_gather,0.008050000000000002
half,4,8192,NCCL,all_gather,0.00925
half,4,16384,NCCL,all_gather,0.00936
half,4,32768,NCCL,all_gather,0.00975
half,4,65536,NCCL,all_gather,0.009960000000000002
half,4,131072,NCCL,all_gather,0.01011
half,4,262144,NCCL,all_gather,0.01236
half,4,524288,NCCL,all_gather,0.0148
half,4,1048576,NCCL,all_gather,0.02234
half,4,2097152,NCCL,all_gather,0.040630000000000006
half,4,4194304,NCCL,all_gather,0.04909
half,4,8388608,NCCL,all_gather,0.07004
half,4,16777216,NCCL,all_gather,0.11340000000000001
half,4,33554432,NCCL,all_gather,0.1973
half,4,67108864,NCCL,all_gather,0.353
half,4,134217728,NCCL,all_gather,0.6701
half,4,268435456,NCCL,all_gather,1.2901
half,8,1024,NCCL,all_gather,0.01118
half,8,2048,NCCL,all_gather,0.01134
half,8,4096,NCCL,all_gather,0.01125
half,8,8192,NCCL,all_gather,0.01367
half,8,16384,NCCL,all_gather,0.01476
half,8,32768,NCCL,all_gather,0.016730000000000002
half,8,65536,NCCL,all_gather,0.014750000000000001
half,8,131072,NCCL,all_gather,0.01647
half,8,262144,NCCL,all_gather,0.0174
half,8,524288,NCCL,all_gather,0.01862
half,8,1048576,NCCL,all_gather,0.02497
half,8,2097152,NCCL,all_gather,0.03628
half,8,4194304,NCCL,all_gather,0.04696
half,8,8388608,NCCL,all_gather,0.07113
half,8,16777216,NCCL,all_gather,0.1306
half,8,33554432,NCCL,all_gather,0.2139
half,8,67108864,NCCL,all_gather,0.39680000000000004
half,8,134217728,NCCL,all_gather,0.7471
half,8,268435456,NCCL,all_gather,1.4245999999999999
half,2,1024,NCCL,alltoall,0.00639
half,2,2048,NCCL,alltoall,0.007
half,2,4096,NCCL,alltoall,0.00725
half,2,8192,NCCL,alltoall,0.007980000000000001
half,2,16384,NCCL,alltoall,0.00839
half,2,32768,NCCL,alltoall,0.00872
half,2,65536,NCCL,alltoall,0.00916
half,2,131072,NCCL,alltoall,0.00884
half,2,262144,NCCL,alltoall,0.01058
half,2,524288,NCCL,alltoall,0.013779999999999999
half,2,1048576,NCCL,alltoall,0.016640000000000002
half,2,2097152,NCCL,alltoall,0.02238
half,2,4194304,NCCL,alltoall,0.032880000000000006
half,2,8388608,NCCL,alltoall,0.053840000000000006
half,2,16777216,NCCL,alltoall,0.08351
half,2,33554432,NCCL,alltoall,0.1456
half,2,67108864,NCCL,alltoall,0.2697
half,2,134217728,NCCL,alltoall,0.5129
half,2,268435456,NCCL,alltoall,1.0003
half,4,1024,NCCL,alltoall,0.00783
half,4,2048,NCCL,alltoall,0.009470000000000001
half,4,4096,NCCL,alltoall,0.00819
half,4,8192,NCCL,alltoall,0.01367
half,4,16384,NCCL,alltoall,0.008480000000000001
half,4,32768,NCCL,alltoall,0.00906
half,4,65536,NCCL,alltoall,0.00903
half,4,131072,NCCL,alltoall,0.009710000000000002
half,4,262144,NCCL,alltoall,0.01246
half,4,524288,NCCL,alltoall,0.014960000000000001
half,4,1048576,NCCL,alltoall,0.02149
half,4,2097152,NCCL,alltoall,0.024820000000000002
half,4,4194304,NCCL,alltoall,0.038630000000000005
half,4,8388608,NCCL,alltoall,0.06735
half,4,16777216,NCCL,alltoall,0.1092
half,4,33554432,NCCL,alltoall,0.1925
half,4,67108864,NCCL,alltoall,0.3538
